"n","ID","SL","CAV","MDS1","DS1","MDS1NA","MDS2","DS2","MDS2NA","MDS3","DS3","MDS3NA","MDF","MAF","MCV","MAV","MPT","LPT","MPSP","PSP.L","PSP.R","MPSPNA","TPG","ECT","CLE","PMX","Scale_10mm","PGNA"
3136,"V333536_L3378_1_P.jpg",NA,719.5141,0,NA,0,0,NA,0,1,85.6037,0,0,0,0,13,6,140.2284,0,NA,NA,0,252.9822,NA,849.7058,NA,752.8612,NA
3137,"V333537_L3379_1_P.jpg",NA,535.9847,0,NA,0,0,NA,0,1,105.2236,0,0,0,17,0,3,130.7823,0,NA,NA,0,128.9961,NA,642.5076,NA,748.2673,NA
3138,"V333538_L3380_3_P.jpg",2333.5852,268.5358,0,NA,0,1,198.9271,0,1,98.813,0,9,9,18,13,6,56.8859,0,NA,NA,0,124.5793,207.8942,NA,NA,764.212,NA
3139,"V333542_L3384_1_P.jpg",NA,364.6525,0,NA,0,0,NA,0,1,81,0,8,5,17,14,5,76.4853,0,NA,NA,0,NA,395.2379,362.4914,NA,684.0592,0
3140,"V333543_L3385_1_P.jpg",NA,273.3117,0,NA,0,1,234.094,0,1,118.1524,0,9,0,0,13,4,57.2014,0,NA,NA,0,112.0714,296.8097,NA,78.8923,762.0105,NA
3141,"V333544_L3386_1_P.jpg",2700.6033,321.3689,0,NA,0,0,NA,0,1,87,0,0,0,0,13,4,60.7454,0,NA,NA,0,NA,264.2726,306.0147,98.6813,690.5085,0
3142,"V333545_L3387_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,75.2004,0,0,0,0,0,0,NA,0,NA,NA,0,NA,339.4584,258.3502,NA,NA,0
3143,"V333545_L3387_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,692.0462,0
3144,"V333546_L3388_1_P.jpg",331.1601,NA,0,NA,1,0,NA,1,1,82.0244,0,10,9,18,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,669.7223,0
3145,"V333547_L3389_1_P.jpg",3935.937,NA,0,NA,0,0,NA,0,1,108.074,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,652.4416,0
3146,"V333548_L3390_1_P.jpg",NA,609.9627,0,NA,0,0,NA,0,1,79.3977,0,9,0,17,0,5,121.6553,0,NA,NA,0,141.7604,554.0541,514.1984,NA,684.1871,NA
3147,"V333549_L3391_1_P.jpg",NA,380.3326,0,NA,0,0,NA,0,1,91.4385,0,9,8,0,11,4,127.1377,0,NA,NA,0,183,506.6093,364.1881,192.2108,652.5534,NA
3148,"V333550_L3392_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,101.9215,0,0,0,0,0,5,56.1427,0,NA,NA,0,156.7801,NA,449.0212,222,662.607,NA
3149,"V333552_L3394_1_P.jpg",2497.5086,NA,0,NA,0,0,NA,0,1,88.6397,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,79.4292,657.0274,0
3150,"V333555_L3397_1_P.jpg",3585.0113,418.4574,0,NA,0,0,NA,0,1,115.4513,0,11,8,17,14,5,129.5222,0,NA,NA,0,NA,558.129,480.0937,124.7798,675.24,0
3151,"V333559_L3401_1_P.jpg",NA,495.595,0,NA,0,0,NA,0,1,114.826,0,10,8,16,0,0,104.7855,0,NA,NA,0,NA,NA,NA,NA,696.5235,0
3152,"V333564_L3407_1_P.jpg",3913.3847,440.3757,0,NA,0,0,NA,0,1,90.4489,0,7,6,18,0,5,85.9069,0,NA,NA,0,NA,333.2567,349.4968,156.5184,688.2826,0
3153,"V333566_L3409_1_P.jpg",3993.2142,478.3852,0,NA,0,0,NA,0,0,NA,0,0,0,17,0,4,126.6491,0,NA,NA,0,NA,NA,NA,NA,696.1034,0
3154,"V333569_L3412_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,8,7,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,612.0058,0
3155,"V333570_L3414_1_P.jpg",2374.4852,286.1663,0,NA,0,0,NA,0,1,53.6656,0,7,5,17,13,4,51.923,0,NA,NA,0,106.0189,348.2643,344.6157,82.3893,608.0132,NA
3156,"V333571_L3415_1_P.jpg",NA,309.8392,0,NA,0,0,NA,0,1,74.6726,0,0,0,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,612.5651,0
3157,"V333579_L3423_1_P.jpg",4623.1556,568.0435,0,NA,0,0,NA,0,1,86.5332,0,0,0,17,0,5,48.6621,0,NA,NA,0,NA,NA,NA,105.2236,740,0
3158,"V333582_L3426_1_P.jpg",3516.5301,435.5532,0,NA,0,0,NA,0,1,93.723,0,0,0,0,0,5,128.2498,0,NA,NA,0,NA,537.6244,536,125.5388,732,0
3159,"V333585_L3429_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,104.3072,0,8,0,15,0,3,283.5207,0,NA,NA,0,197.5854,473.827,NA,209.38,758.6514,NA
3160,"V333591_L3435_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,0,0,8,8,0,0,0,NA,0,NA,NA,0,NA,NA,572.8804,NA,704.7269,0
3161,"V333593_L3437_1_P.jpg",3800.6315,443.9115,0,NA,0,1,189.5257,0,1,94.8262,0,7,7,17,0,4,112.2854,0,NA,NA,0,NA,456.0702,NA,220.5811,NA,0
3162,"V333593_L3437_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,668.431,0
3163,"V333594_L3438_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,110.1635,0,0,0,0,0,4,65.2993,0,NA,NA,0,146.1232,382.7532,557.7813,NA,725.1427,NA
3164,"V333595_L3439_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,73.2393,0,0,0,0,0,0,135.5323,0,NA,NA,0,232.4758,NA,522.87,NA,753.2151,NA
3165,"V333596_L3440_1_P.jpg",NA,426.318,0,NA,0,0,NA,0,1,61.8466,0,11,0,17,12,5,111,0,NA,NA,0,NA,NA,456.2466,NA,737.512,0
3166,"V333598_L3442_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,88.5889,0,7,9,16,0,0,54.3323,0,NA,NA,0,NA,404.5553,416.2547,NA,784.4699,0
3167,"V333599_L3443_1_P.jpg",NA,411.167,0,NA,0,0,NA,0,1,94.2019,0,0,0,17,0,4,92.6121,0,NA,NA,0,129.0349,608.1423,488.8896,154.4345,753.0239,NA
3168,"V333600_L3444_1_P.jpg",NA,547.9929,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,5,174.2642,0,NA,NA,0,NA,NA,NA,NA,NA,0
3169,"V333600_L3444_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,2,309.8903,348.3906,0,660.0121,588.4216,NA,161.0466,739.9135,0
3170,"V333601_L3445_1_P.jpg",NA,NA,0,NA,0,1,431.7708,0,1,177.2287,0,0,0,0,0,0,NA,0,NA,NA,0,178.5189,707.8029,NA,NA,769.8961,NA
3171,"V333602_L3446_1_P.jpg",3608.5676,457.6047,0,NA,0,0,NA,0,1,NA,0,7,7,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,761.0099,0
3172,"V333604_L3448_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,138.2932,0,0,0,0,0,4,NA,0,NA,NA,0,NA,227.0705,306.2352,101.9117,759.0059,0
3173,"V333605_L3449_1_P.jpg",3705.1596,402.0501,0,NA,0,0,NA,0,1,129.1201,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
3174,"V333605_L3449_1_P.jpg",NA,NA,1,116.3615,0,0,NA,0,0,NA,0,10,0,17,13,6,138.5208,0,NA,NA,0,214.4015,513.2563,572.4963,125.6344,741.3393,0
3175,"V333606_L3450_1_P.jpg",NA,464.7253,0,NA,0,0,NA,0,1,93.5094,0,0,0,0,15,5,158.2403,0,NA,NA,0,283.196,322.8932,378.9934,129.6919,737.0129,NA
3176,"V333607_L3451_1_P.jpg",3957.4706,516.7926,0,NA,0,0,NA,0,0,NA,0,0,0,16,13,5,88.0909,0,NA,NA,0,NA,466.236,660.2424,98.7927,758.0712,0
3177,"V333609_L3453_1_P.jpg",3009.9585,411.2599,0,NA,0,0,NA,0,1,82.5409,0,0,0,0,0,5,141.5097,0,NA,NA,0,NA,573.0079,393.103,171.2104,757.0588,0
3178,"V333610_L3454_1_P.jpg",1525.9655,NA,0,NA,0,1,78.5175,0,1,63.0714,0,0,0,0,0,5,NA,0,NA,NA,0,NA,192.9819,NA,NA,NA,0
3179,"V333610_L3454_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,760.0132,0
3180,"V333611_L3455_1_P.jpg",NA,535.0653,0,NA,0,0,NA,0,0,NA,0,10,9,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
3181,"V333611_L3455_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,120.0375,2,343.3133,NA,0,799.7462,NA,NA,NA,747.2168,0
3182,"V333613_L3457_1_P.jpg",NA,561.0968,0,NA,0,0,NA,0,1,133.7946,0,12,8,17,14,4,99.0454,2,319.1442,381.3896,0,789.6898,612.4704,640.7722,NA,758.1458,NA
3183,"V333614_L3458_1_P.jpg",NA,503.8472,0,NA,0,1,258.0698,0,1,113.2078,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,773.8953,0
3184,"V333616_L3460_1_P.jpg",1560.9331,188.2282,0,NA,0,0,NA,0,1,66.5733,0,8,9,18,14,5,39.2938,0,NA,NA,0,NA,172.4181,160.1624,44.7214,772.5827,0
3185,"V333617_L3461_1_P.jpg",4330.8198,521.6051,0,NA,0,0,NA,0,1,144.4991,0,9,10,17,0,6,144.4991,0,NA,NA,0,228.0351,647.2218,NA,252.6341,797.0044,NA
3186,"V333619_L3462_1_P.jpg",4996.578,597.0497,0,NA,0,0,NA,0,1,80,0,9,0,17,0,4,144,0,NA,NA,0,172.1859,NA,NA,213.8411,733.2339,NA
3187,"V333619_L3463_1_P.jpg",NA,379.0911,0,NA,0,0,NA,0,1,102.3914,0,0,0,17,0,0,NA,0,NA,NA,0,151.3275,316.2847,NA,NA,757.6939,NA
3188,"V333620_L3464_1_P.jpg",NA,365.8118,0,NA,0,0,NA,0,1,74.0945,0,0,0,0,0,6,78.0577,0,NA,NA,0,NA,NA,NA,NA,802.7117,0
3189,"V333621_L3465_1_P.jpg",NA,654.4567,0,NA,0,0,NA,0,1,150.3064,0,12,12,17,13,5,242.157,0,NA,NA,0,203.8431,NA,NA,NA,795.3666,NA
3190,"V333624_L3468_1_P.jpg",3802.4182,503.5484,0,NA,0,0,NA,0,1,114.5426,0,0,8,16,13,5,180,0,NA,NA,0,239.7332,583.8493,583.5615,150.7846,765.4646,NA
3191,"V333625_L3469_1_P.jpg",3337.652,409.2088,0,NA,0,0,NA,0,1,104.0096,0,9,0,17,12,4,105,0,NA,NA,0,337.0831,343.0641,549.4261,114.9826,762.4546,NA
3192,"V333626_L3470_1_P.jpg",NA,469.624,1,108.706,0,0,NA,0,0,NA,0,0,0,0,17,5,111.6468,0,NA,NA,0,193.145,555.8507,447.7946,NA,657.3218,NA
3193,"V333627_L3471_1_P.jpg",NA,398.0948,0,NA,0,0,NA,0,1,75.4718,0,0,0,0,0,0,NA,0,NA,NA,0,NA,444.2882,475.3946,82.0731,801.768,0
3194,"V333628_L3472_1_C.jpg",NA,608.1641,0,NA,0,0,NA,0,1,87.8237,0,9,0,0,0,0,141.8908,0,NA,NA,0,235.5525,542.1042,483.3725,142.9021,648.4443,NA
3195,"V333631_L3475_1_P.jpg",3744.3077,428.6361,0,NA,0,0,NA,0,1,130.292,0,10,8,18,11,4,226.2742,0,NA,NA,0,182.8223,392.2448,456.228,152.3155,764.0105,NA
3196,"V333632_L3476_1_P.jpg",NA,490.9039,0,NA,0,0,NA,0,1,135.665,0,10,8,18,0,2,NA,0,NA,NA,0,NA,NA,NA,NA,711.057,0
3197,"V333634_L3478_1_P.jpg",4302.9237,530.8711,0,NA,0,1,283.5207,0,1,115.1694,0,8,8,18,13,6,128.9961,2,373.9733,NA,0,867.6958,672.0119,565.9258,138.1593,752.0957,NA
3198,"V333635_L3479_1_P.jpg",NA,576.6621,0,NA,0,1,272.2646,0,1,144.4991,0,0,0,0,0,4,128,0,NA,NA,0,NA,602.9925,646.5787,NA,766.1018,0
3199,"V333637_L3481_1_P.jpg",NA,78.9677,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,572.6308,371.9032,162.3607,757.9261,0
3200,"V333639_L3483_1_P.jpg",3351.9238,376.9477,0,NA,0,0,NA,0,1,117.1537,0,7,0,17,12,5,108.1665,2,291.0464,NA,0,413.9783,461.6492,363.2478,132.3065,764.8529,NA
3201,"V333641_L3485_1_P.jpg",2847.174,324.0382,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,3,132,0,NA,NA,0,NA,406.0542,369.3887,88.3629,779.333,0
3202,"V333643_L3487_1_P.jpg",4555.6207,530.7603,0,NA,0,1,317.2381,0,1,134.1641,0,9,7,17,13,5,181.1077,0,NA,NA,0,258.2402,433.3682,NA,NA,776.2577,NA
3203,"V333646_L3490_1_P.jpg",3390.2602,NA,0,NA,0,0,NA,0,1,59.397,0,0,0,0,0,0,NA,0,NA,NA,0,NA,523.79,304.245,96.0469,703.4408,0
3204,"V333647_L3491_1_P.jpg",1471.3581,187.0937,0,NA,0,0,NA,0,1,42.9365,0,0,0,18,14,3,72.111,0,NA,NA,0,NA,120.5688,168.8076,38.6666,782.2032,0
3205,"V333648_L3492_1_P.jpg",1787.7024,220.3102,0,NA,0,0,NA,0,1,52.345,0,0,0,15,13,4,52.1536,0,NA,NA,0,NA,239.7082,234.8872,76.9675,792.0404,0
3206,"V333651_L3495_1_P.jpg",4471.3504,572.3713,0,NA,0,0,NA,0,1,96.3328,0,0,0,18,11,5,178.8854,0,NA,NA,0,NA,606.2343,597.0059,93.0376,NA,0
3207,"V333651_L3495_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,758.6514,0
3208,"V333654_L3498_1_P.jpg",3952.9736,533.9318,1,123.2234,0,1,255.8124,0,1,159.2482,0,0,8,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
3209,"V333654_L3498_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,2,NA,NA,0,756.2433,NA,NA,140.5133,688.1046,0
3210,"V333655_L3499_1_P.jpg",NA,517.2045,0,NA,0,0,NA,0,1,NA,0,0,0,0,12,0,NA,0,NA,NA,0,NA,NA,NA,NA,774.3546,0
3211,"V333656_L3500_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,82.4621,0,0,0,0,0,5,112.641,0,NA,NA,0,188.0425,582.3264,NA,152.0526,NA,0
3212,"V333656_L3500_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,703.022,0
3213,"V333659_L3503_1_P.jpg",4248.3126,527.2525,0,NA,0,0,NA,0,1,100.3195,0,7,6,16,13,6,122.3765,0,NA,NA,0,NA,309.8903,490.2408,169.9412,775.7629,0
3214,"V333660_L3504_1_P.jpg",2293.4014,NA,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,715.2342,0
3215,"V333661_L3505_1_P.jpg",3611.0586,443.8318,0,NA,0,0,NA,0,1,104.9952,0,8,0,16,12,5,102.8397,0,NA,NA,0,60.531,464.2241,365.1411,180,776.9891,NA
3216,"V333662_L3506_1_P.jpg",2126.9154,NA,0,NA,0,0,NA,0,1,36.0555,0,0,0,17,0,5,NA,0,NA,NA,0,NA,209.6187,228.7794,NA,836.6911,0
3217,"V333663_L3507_1_P.jpg",NA,512.3151,0,NA,0,0,NA,0,1,112.2854,0,9,7,19,12,5,160.1999,0,NA,NA,0,NA,436,531.3982,NA,825.3969,0
3218,"V333664_L3508_1_P.jpg",5116.4382,631.4645,0,NA,0,0,NA,0,1,139.1402,0,8,9,0,0,6,186.2901,2,362.4803,NA,0,912.7102,800.6397,612.7316,NA,814.6263,NA
3219,"V333665_L3509_1_P.jpg",3948.0935,NA,0,NA,0,1,250.8007,0,1,NA,0,0,0,0,0,6,156,2,310.7571,265.3771,0,578.16,445.9114,553.3679,172.154,811.0882,NA
3220,"V333666_L3510_1_P.jpg",4775.9481,466.5552,0,NA,0,0,NA,0,1,120,0,0,0,17,0,6,125.6025,0,NA,NA,0,NA,592.1216,1005.8708,128.0625,816.0098,0
3221,"V333668_L3512_1_P.jpg",2614.1639,343.8887,0,NA,0,0,NA,0,1,123.1463,0,10,8,18,12,6,81.939,0,NA,NA,0,83.5703,354.5716,330.1636,93.0484,831.0487,NA
3222,"V333669_L3513_1_P.jpg",5101.3586,629.0723,1,160.798,0,1,308.519,0,1,132.9662,0,0,0,15,10,6,152.8398,0,NA,NA,0,342.3449,624.0641,639.85,223.8928,824.786,NA
3223,"V333671_L3515_1_P.jpg",NA,569.4677,1,167.9047,0,0,NA,0,1,131.5751,0,9,0,18,12,6,159.2482,0,NA,NA,0,230.2347,595.7852,607.2759,NA,834.7646,NA
3224,"V333673_L3517_1_P.jpg",NA,474.6853,0,NA,0,0,NA,0,1,101.5135,0,0,0,0,14,4,184.5671,0,NA,NA,0,152.9706,468.855,439.9784,107.2054,830.87,NA
3225,"V333674_L3518_1_P.jpg",NA,441.5297,0,NA,0,1,64.1249,0,1,NA,0,0,0,0,13,6,115.1694,0,NA,NA,0,190.8298,488.1475,534.4006,146.697,724.8945,NA
3226,"V333675_L3519_1_P.jpg",NA,443.0403,0,NA,0,0,NA,0,1,78.0577,0,0,0,16,0,0,NA,0,NA,NA,0,NA,NA,NA,187.1096,706.785,0
3227,"V333676_L3520_1_P.jpg",NA,459.7222,0,NA,0,0,NA,0,1,120.1499,0,9,6,16,0,5,103.097,0,NA,NA,0,NA,472.8689,NA,196.5401,726.6196,0
3228,"V333677_L3521_1_P.jpg",3166.7075,365.482,0,NA,0,0,NA,0,1,92.4175,0,7,5,18,14,5,77.1298,0,NA,NA,0,NA,412.6063,308.7815,144.8102,705.1021,0
3229,"V333679_L3523_1_P.jpg",NA,528.8088,0,NA,0,0,NA,0,1,90.2441,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
3230,"V333679_L3523_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,2,337.5204,306.6203,0,699.7142,483.2556,NA,NA,718.0975,0
3231,"V333680_L3524_1_P.jpg",4903.801,NA,0,NA,0,0,NA,0,1,120,0,0,0,17,14,5,196,0,NA,NA,0,NA,593.6329,484.0661,189.7367,705.3737,0
3232,"V333683_L3528_1_P.jpg",NA,399.9866,0,NA,0,0,NA,0,1,117.3456,0,0,0,0,13,5,96.421,0,NA,NA,0,146.2942,415.3131,312.2595,147,715.7437,NA
3233,"V333684_L3529_1_P.jpg",NA,558.5402,0,NA,0,1,262.3928,0,1,109.0367,0,8,9,17,0,0,NA,0,NA,NA,0,NA,NA,611.8309,NA,661.9675,0
3234,"V333690_L3535_1_P.jpg",3506.1184,416.2571,0,NA,0,0,NA,0,1,81.6088,0,0,0,15,0,4,61.1882,0,NA,NA,0,126.0357,NA,507.142,160.9969,721.5982,NA
3235,"V333691_L3536_1_P.jpg",NA,366.8101,0,NA,0,0,NA,0,1,86.3481,0,0,0,0,0,0,NA,0,NA,NA,0,NA,328.9073,363.7857,NA,662.9057,0
3236,"V333692_L3537_1_P.jpg",NA,316.2561,0,NA,0,0,NA,0,1,87.818,0,0,0,0,0,5,119.0798,2,224.9,212.0094,0,381.0354,339.5114,290.9983,NA,675.8521,NA
3237,"V333693_L3538_1_P.jpg",NA,430.4937,0,NA,0,0,NA,0,1,115.9181,0,0,0,17,13,5,123.3288,0,NA,NA,0,134.1641,478.4318,324.7214,NA,726.5762,NA
3238,"V333694_L3539_1_P.jpg",3516.9532,NA,0,NA,0,1,180.7097,0,1,68.1175,0,0,0,0,0,5,NA,0,NA,NA,0,144.4991,412,386.4298,137.9275,722.4071,NA
3239,"V333695_L3540_1_P.jpg",3288.3339,382.1138,0,NA,0,0,NA,0,1,98.0867,0,0,0,17,13,5,97.719,0,NA,NA,0,NA,462.1266,407.0393,112.0893,663.7123,0
3240,"V333696_L3541_1_P.jpg",3146.9371,383.1724,0,NA,0,1,208.9258,0,1,123.3288,0,9,8,17,12,4,115.9181,0,NA,NA,0,NA,432.6662,338.7743,NA,676.1723,0
3241,"V333698_L3544_1_P.jpg",3051.0133,391.2283,0,NA,0,1,270.15,0,1,91.2414,0,8,8,17,13,5,119.4362,0,NA,NA,0,NA,299.5497,NA,85.9069,678.1062,0
3242,"V333699_L3545_1_P.jpg",2716.483,305.0464,0,NA,0,0,NA,0,1,81.939,0,0,0,17,14,4,104.69,0,NA,NA,0,NA,394.2436,313.356,69.6563,722.8969,0
3243,"V333700_L3546_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,4,105.3423,0,NA,NA,0,255.2822,472.6309,NA,NA,677.0502,NA
3244,"V333701_L3547_1_P.jpg",3696.5369,472.6564,0,NA,0,0,NA,0,1,78,0,8,7,17,11,4,104.3552,0,NA,NA,0,174.6454,423.0106,410.1122,131.727,655.9855,NA
3245,"V333702_L3548_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,84.4808,0,0,0,0,0,0,NA,0,NA,NA,0,NA,621.5867,448.8786,NA,667.8218,0
3246,"V333704_L3550_1_P.jpg",1990.5135,257.4671,0,NA,0,0,NA,0,0,NA,0,0,0,17,12,4,42.19,0,NA,NA,0,NA,286.2516,271.3595,62.1289,NA,0
3247,"V333704_L3550_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,674.3827,0
3248,"V333706_L3552_1_P.jpg",2340.2769,321.4332,0,NA,0,0,NA,0,1,61.6117,0,0,0,16,16,4,58.3095,0,NA,NA,0,NA,314.3501,263.6968,68.7314,674.8807,0
3249,"V333708_L3554_1_P.jpg",NA,387.9554,0,NA,0,0,NA,0,1,87.4643,0,7,0,0,12,5,84,2,252.4639,NA,0,466.623,449.2594,365.089,129.0349,691.251,NA
3250,"V333709_L3555_1_P.jpg",NA,345.2695,0,NA,0,0,NA,0,0,NA,0,0,0,17,13,4,70.7107,0,NA,NA,0,NA,365.9781,466.759,NA,669.582,0
3251,"V333710_L3556_1_P.jpg",2766.1968,362.9013,0,NA,0,0,NA,0,1,79.2023,0,6,6,17,0,2,117.0385,0,NA,NA,0,NA,365.089,347.2362,105.385,666.4323,0
3252,"V333711_L3557_1_P.jpg",4134.8973,NA,1,61.1882,1,1,64.4981,0,1,85.8836,0,0,0,0,0,6,96.0833,0,NA,NA,0,NA,718.1866,438.6342,104.69,667.6167,0
3253,"V333713_L3559_1_P.jpg",NA,282.3915,0,NA,0,0,NA,0,1,49.0306,0,8,7,0,14,6,70,0,NA,NA,0,74.6726,290.6613,229.1724,89.822,659.0964,NA
3254,"V333714_L3560_1_P.jpg",NA,520.982,0,NA,0,0,NA,0,0,NA,0,9,8,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,665.3751,0
3255,"V333715_L3561_1_P.jpg",NA,549.7579,0,NA,0,0,NA,0,1,118.6802,0,10,8,18,0,0,108.0417,0,NA,NA,0,NA,593.075,NA,NA,673.1307,0
3256,"V333716_L3562_1_P.jpg",NA,599.1417,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,5,149.4523,0,NA,NA,0,NA,NA,NA,268.7452,687.3136,0
3257,"V333717_L3563_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,36.7696,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,657.3218,0
3258,"V333719_L3565_1_P.jpg",2687.4006,341.8569,0,NA,0,0,NA,0,1,64.2028,0,0,0,17,13,5,43.2666,0,NA,NA,0,NA,301.4963,306.2352,114.826,664.3493,0
3259,"V333723_L3569_1_P.jpg",NA,549.8725,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,315.0143,NA,0,792.142,630.457,437.7225,NA,664.5254,NA
3260,"V333727_L3573_1_P.jpg",NA,509.5623,0,NA,0,1,261.1972,0,1,108.074,0,8,7,0,15,5,136.0588,0,NA,NA,0,NA,622.0096,464.4308,173.6663,668.431,0
3261,"V333731_L3577_1_P.jpg",4769.8268,584.4662,0,NA,0,0,NA,0,1,121.062,0,0,0,18,11,5,120.3329,0,NA,NA,0,150.7846,454.5415,NA,208.0385,680.2941,NA
3262,"V333734_L3580_1_P.jpg",NA,513.6876,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,5,137.4118,0,NA,NA,0,NA,NA,NA,166.331,588.5202,0
3263,"V333737_L3583_1_P.jpg",3108.54,381.2159,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,597.2713,0
3264,"V333738_L3584_1_P.jpg",NA,295.3399,0,NA,0,0,NA,0,1,89.5819,0,8,8,18,0,0,90.1359,0,NA,NA,0,NA,NA,NA,NA,586.721,0
3265,"V333744_L3590_1_P.jpg",NA,366.4727,0,NA,0,0,NA,0,1,85.9069,0,0,0,0,0,4,92.0272,0,NA,NA,0,154.2012,NA,429.8488,154.8709,580.056,NA
3266,"V333745_L3591_1_P.jpg",3439.5535,444.1837,0,NA,0,0,NA,0,1,89.1964,0,8,8,16,14,5,79.2023,0,NA,NA,0,188.3083,596.4872,459.5095,115.4123,590.1771,NA
3267,"V333752_L3598_1_P.jpg",NA,462.0042,0,NA,0,0,NA,0,1,92.3472,0,0,0,0,0,0,NA,0,NA,NA,0,NA,548.7149,NA,196.1224,596.8584,0
3268,"V333752_L3598_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,142.9405,0,NA,NA,0,NA,NA,NA,NA,NA,0
3269,"V333756_L3602_1_P.jpg",1587.7632,NA,0,NA,0,1,167.0449,0,1,79.1202,0,8,7,16,13,4,46.0435,0,NA,NA,0,NA,220.1454,201.8019,62.1289,695.2697,0
3270,"V333757_L3603_1_P.jpg",NA,364.5041,0,NA,0,0,NA,0,1,62.6418,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0
3271,"V333757_L3603_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,4,54.3323,0,NA,NA,0,NA,410.0793,324.4996,NA,685.9577,0
3272,"V333764_L3610_1_P.jpg",3180.3184,408.2759,0,NA,0,0,NA,0,1,81.6088,0,0,0,16,0,5,90.1998,0,NA,NA,0,NA,403.2183,344.1773,141.0319,684.9007,0
3273,"V333765_L3611_1_P.jpg",3361.6187,404.6732,0,NA,0,0,NA,0,1,97.4064,0,0,0,21,0,4,72.4431,0,NA,NA,0,NA,NA,NA,168.7602,692.6355,0
3274,"V333821_L3667_1_P.jpg",4132.4356,615.5836,0,NA,0,0,NA,0,1,62.6099,0,0,0,16,13,3,128.0625,0,NA,NA,0,NA,NA,NA,NA,709.3659,0
3275,"V333843_L3689_1_P.jpg",3000.6134,382.9484,0,NA,0,0,NA,0,1,82.9759,0,8,7,17,14,4,160.3808,0,NA,NA,0,NA,306,351.5252,66.6108,733.8481,0
