fish_id,part_row_id,measure,part_value,part_scale,cpart_row_id,cpart_value,cpart_scale,var_type,scale,absolute_diff,relative_diff,exceeds_threshold
V330557,178,MAF,8,704.5566,176,0,682.7825,count,693.6695500000001,8,1,TRUE
V330557,178,MCV,18,704.5566,176,0,682.7825,count,693.6695500000001,18,1,TRUE
V330557,178,MAV,9,704.5566,176,0,682.7825,count,693.6695500000001,9,1,TRUE
V330558,181,MDS3,1,711.6516,180,0,715.5977,binary,713.62465,1,1,TRUE
V330558,181,MDS2NA,0,711.6516,179,1,NA,binary,711.6516,1,1,TRUE
V330558,181,DS3,117.6435,711.6516,180,0,715.5977,continuous,713.62465,117.6435,0.16485347023817074,TRUE
V330558,181,CLE,539.2291,711.6516,179,461.5106,NA,continuous,711.6516,77.7185,0.10920863523668042,TRUE
V330558,181,MCV,18,711.6516,179,0,NA,count,711.6516,18,1,TRUE
V330558,181,MCV,18,711.6516,180,0,715.5977,count,713.62465,18,1,TRUE
V330558,181,MAV,11,711.6516,179,10,NA,count,711.6516,1,1,TRUE
V330558,181,MAV,11,711.6516,180,0,715.5977,count,713.62465,11,1,TRUE
V330558,181,MPT,5,711.6516,179,3,NA,count,711.6516,2,1,TRUE
V330558,181,MPT,5,711.6516,180,0,715.5977,count,713.62465,5,1,TRUE
V330559,183,MDS1,0,723,182,1,721.224,binary,722.1120000000001,1,1,TRUE
V330559,183,MDS2,1,723,182,0,721.224,binary,722.1120000000001,1,1,TRUE
V330559,183,MDS2NA,0,723,182,1,721.224,binary,722.1120000000001,1,1,TRUE
V330559,183,DS1,0,723,182,202.8694,721.224,continuous,722.1120000000001,202.8694,0.28093896791633427,TRUE
V330559,183,ECT,386.6277,723,182,331.8795,721.224,continuous,722.1120000000001,54.7482,0.07581677080563679,TRUE
V330559,183,MDF,9,723,182,0,721.224,count,722.1120000000001,9,1,TRUE
V330559,183,MAF,7,723,182,0,721.224,count,722.1120000000001,7,1,TRUE
V330559,183,MCV,18,723,182,0,721.224,count,722.1120000000001,18,1,TRUE
V330559,183,MAV,11,723,182,12,721.224,count,722.1120000000001,1,1,TRUE
V330560,185,MDS2,0,712.6402,184,1,701.2886,binary,706.9644000000001,1,1,TRUE
V330560,185,MDS3,0,712.6402,184,1,701.2886,binary,706.9644000000001,1,1,TRUE
V330560,185,DS2,0,712.6402,184,262.7206,701.2886,continuous,706.9644000000001,262.7206,0.37161786364348753,TRUE
V330560,185,DS3,0,712.6402,184,136.4177,701.2886,continuous,706.9644000000001,136.4177,0.19296261593935987,TRUE
V330560,185,LPT,128.0625,712.6402,184,176.0202,701.2886,continuous,706.9644000000001,47.95769999999999,0.06783608905908131,TRUE
V330561,187,MDF,9,NA,186,0,706.2691,count,706.2691,9,1,TRUE
V330561,187,MAF,9,NA,186,0,706.2691,count,706.2691,9,1,TRUE
V330562,190,MDS3,0,701.2589,189,1,672.7258,binary,686.99235,1,1,TRUE
V330562,190,DS3,0,701.2589,189,91.0824,672.7258,continuous,686.99235,91.0824,0.1325813890067335,TRUE
V330562,190,MPT,0,701.2589,189,4,672.7258,count,686.99235,4,1,TRUE
V330565,193,MPT,0,NA,192,6,702.9097,count,702.9097,6,1,TRUE
V330565,194,MPT,0,NA,192,6,702.9097,count,702.9097,6,1,TRUE
V330565,195,MPT,0,702.5447,192,6,702.9097,count,702.7272,6,1,TRUE
V330567,198,MDS3NA,1,717.6211,197,0,689.9623,binary,703.7917,1,1,TRUE
V330567,198,PMX,165.3269,717.6211,197,72,689.9623,continuous,703.7917,93.3269,0.13260585482892168,TRUE
V330568,200,MDS2,1,693.3181,199,0,711.7654,binary,702.54175,1,1,TRUE
V330568,200,MDS3,1,693.3181,199,0,711.7654,binary,702.54175,1,1,TRUE
V330568,200,DS2,245.5239,693.3181,199,0,711.7654,continuous,702.54175,245.5239,0.3494794437483609,TRUE
V330568,200,DS3,117.1537,693.3181,199,0,711.7654,continuous,702.54175,117.1537,0.16675692227543773,TRUE
V330568,200,MDF,7,693.3181,199,0,711.7654,count,702.54175,7,1,TRUE
V330568,200,MCV,17,693.3181,199,0,711.7654,count,702.54175,17,1,TRUE
V330568,200,MAV,11,693.3181,199,0,711.7654,count,702.54175,11,1,TRUE
V330568,200,MPT,5,693.3181,199,0,711.7654,count,702.54175,5,1,TRUE
V330569,202,MDS2,0,706.2308,201,1,704.3437,binary,705.2872500000001,1,1,TRUE
V330569,202,MDS3,0,706.2308,201,1,704.3437,binary,705.2872500000001,1,1,TRUE
V330569,202,DS2,0,706.2308,201,256.3201,704.3437,continuous,705.2872500000001,256.3201,0.36342653294810023,TRUE
V330569,202,DS3,0,706.2308,201,127.122,704.3437,continuous,705.2872500000001,127.122,0.180241454811497,TRUE
V330569,202,MDF,0,706.2308,201,9,704.3437,count,705.2872500000001,9,1,TRUE
V330569,202,MAF,0,706.2308,201,8,704.3437,count,705.2872500000001,8,1,TRUE
V330569,202,MAV,0,706.2308,201,12,704.3437,count,705.2872500000001,12,1,TRUE
V330569,202,MPT,0,706.2308,201,4,704.3437,count,705.2872500000001,4,1,TRUE
V330570,204,MDS3,1,706.9031,203,0,709.9866,binary,708.44485,1,1,TRUE
V330570,204,DS3,107.629,706.9031,203,0,709.9866,continuous,708.44485,107.629,0.15192290550210086,TRUE
V330570,204,LPT,121.6553,706.9031,203,169.1656,709.9866,continuous,708.44485,47.510300000000015,0.06706280665319257,TRUE
V330570,204,MDF,8,706.9031,203,0,709.9866,count,708.44485,8,1,TRUE
V330570,204,MAF,8,706.9031,203,0,709.9866,count,708.44485,8,1,TRUE
V330570,204,MCV,17,706.9031,203,0,709.9866,count,708.44485,17,1,TRUE
V330570,204,MAV,9,706.9031,203,0,709.9866,count,708.44485,9,1,TRUE
V330571,206,MDS2,1,708.3784,205,0,685.3816,binary,696.8800000000001,1,1,TRUE
V330571,206,DS2,174.631,708.3784,205,0,685.3816,continuous,696.8800000000001,174.631,0.25058977155320855,TRUE
V330571,206,ECT,280.5851,708.3784,205,320.0062,685.3816,continuous,696.8800000000001,39.42109999999997,0.05656798874985645,TRUE
V330571,206,MDF,9,708.3784,205,10,685.3816,count,696.8800000000001,1,1,TRUE
V330571,206,MAV,11,708.3784,205,0,685.3816,count,696.8800000000001,11,1,TRUE
V330572,208,MDF,6,710.2112,207,0,733.4303,count,721.82075,6,1,TRUE
V330572,208,MAF,7,710.2112,207,0,733.4303,count,721.82075,7,1,TRUE
V330572,208,MCV,15,710.2112,207,0,733.4303,count,721.82075,15,1,TRUE
V330572,208,MAV,10,710.2112,207,0,733.4303,count,721.82075,10,1,TRUE
V330572,208,MPT,3,710.2112,207,0,733.4303,count,721.82075,3,1,TRUE
V330578,218,MDS3,1,712.1011,217,0,745.5468,binary,728.82395,1,1,TRUE
V330578,218,DS3,141.4214,712.1011,217,0,745.5468,continuous,728.82395,141.4214,0.1940405498474632,TRUE
V330578,218,MDF,8,712.1011,217,0,745.5468,count,728.82395,8,1,TRUE
V330578,218,MAF,8,712.1011,217,0,745.5468,count,728.82395,8,1,TRUE
V330578,218,MCV,16,712.1011,217,0,745.5468,count,728.82395,16,1,TRUE
V330578,218,MAV,12,712.1011,217,0,745.5468,count,728.82395,12,1,TRUE
V330578,218,MPT,5,712.1011,217,0,745.5468,count,728.82395,5,1,TRUE
V330579,221,MDS3,1,710.2908,220,0,704.9539,binary,707.62235,1,1,TRUE
V330579,221,DS3,128.8604,710.2908,220,0,704.9539,continuous,707.62235,128.8604,0.1821033493359841,TRUE
V330579,221,MDF,9,710.2908,220,0,704.9539,count,707.62235,9,1,TRUE
V330579,221,MAF,7,710.2908,220,0,704.9539,count,707.62235,7,1,TRUE
V330579,221,MCV,16,710.2908,220,0,704.9539,count,707.62235,16,1,TRUE
V330579,221,MAV,12,710.2908,220,0,704.9539,count,707.62235,12,1,TRUE
V330579,221,MPT,5,710.2908,220,0,704.9539,count,707.62235,5,1,TRUE
V330583,224,MDS3,1,NA,223,0,723.1556,binary,723.1556,1,1,TRUE
V330583,224,DS3,87.4643,NA,223,0,723.1556,continuous,723.1556,87.4643,0.12094810577419297,TRUE
V330583,224,MPT,5,NA,223,0,723.1556,count,723.1556,5,1,TRUE
V330585,228,MDS3,1,720,227,0,704.5566,binary,712.2783,1,1,TRUE
V330585,228,DS3,129.5531,720,227,0,704.5566,continuous,712.2783,129.5531,0.18188550739226508,TRUE
V330585,228,MDF,9,720,227,0,704.5566,count,712.2783,9,1,TRUE
V330585,228,MAF,7,720,227,0,704.5566,count,712.2783,7,1,TRUE
V330585,228,MCV,16,720,227,0,704.5566,count,712.2783,16,1,TRUE
V330585,228,MAV,10,720,227,0,704.5566,count,712.2783,10,1,TRUE
V330585,228,MPT,5,720,227,0,704.5566,count,712.2783,5,1,TRUE
V330588,232,MDS3,1,NA,231,0,682.302,binary,682.302,1,1,TRUE
V330588,232,DS3,89.0449,NA,231,0,682.302,continuous,682.302,89.0449,0.1305065791980677,TRUE
V330588,232,MDF,8,NA,231,0,682.302,count,682.302,8,1,TRUE
V330588,232,MAF,7,NA,231,0,682.302,count,682.302,7,1,TRUE
V330588,232,MCV,17,NA,231,0,682.302,count,682.302,17,1,TRUE
V330588,232,MAV,12,NA,231,0,682.302,count,682.302,12,1,TRUE
V330588,232,MPT,4,NA,231,0,682.302,count,682.302,4,1,TRUE
V330590,237,MDS1NA,0,720.3999,236,1,689.6724,binary,705.03615,1,1,TRUE
V330590,237,MDS2NA,0,720.3999,236,1,689.6724,binary,705.03615,1,1,TRUE
V330590,237,MDS3NA,0,720.3999,236,1,689.6724,binary,705.03615,1,1,TRUE
V330591,240,MDS2,1,700.731,239,0,716.1787,binary,708.4548500000001,1,1,TRUE
V330591,240,MDS3,1,700.731,238,0,NA,binary,700.731,1,1,TRUE
V330591,240,DS2,419.6951,700.731,239,0,716.1787,continuous,708.4548500000001,419.6951,0.5924090998882992,TRUE
V330591,240,DS3,162.4315,700.731,238,0,NA,continuous,700.731,162.4315,0.23180293151009446,TRUE
V330591,240,SL,4005.487,700.731,238,4093.9612,NA,continuous,700.731,88.47420000000011,0.12625986291458507,TRUE
V330591,240,CAV,510.5848,700.731,238,568.2632,NA,continuous,700.731,57.67840000000001,0.082311757293455,TRUE
V330591,240,MDF,0,700.731,239,9,716.1787,count,708.4548500000001,9,1,TRUE
V330591,240,MAF,0,700.731,239,6,716.1787,count,708.4548500000001,6,1,TRUE
V330591,240,MCV,0,700.731,239,16,716.1787,count,708.4548500000001,16,1,TRUE
V330591,240,MAV,0,700.731,239,10,716.1787,count,708.4548500000001,10,1,TRUE
V330592,243,MDS3,1,708.3685,242,0,712.1826,binary,710.2755500000001,1,1,TRUE
V330592,243,DS3,133.154,708.3685,242,0,712.1826,continuous,710.2755500000001,133.154,0.18746808896913317,TRUE
V330592,243,CAV,407.7761,708.3685,241,516.7118,NA,continuous,708.3685,108.93570000000005,0.15378394155019603,TRUE
V330592,243,MPT,4,708.3685,242,0,712.1826,count,710.2755500000001,4,1,TRUE
V330594,246,MDS1NA,0,728.0549,245,1,NA,binary,728.0549,1,1,TRUE
V330594,246,MDS2NA,0,728.0549,245,1,NA,binary,728.0549,1,1,TRUE
V330594,246,MDS3NA,0,728.0549,245,1,NA,binary,728.0549,1,1,TRUE
V330595,248,MDS3,0,716.774,247,1,707.6722,binary,712.2230999999999,1,1,TRUE
V330595,248,DS3,0,716.774,247,99.1615,707.6722,continuous,712.2230999999999,99.1615,0.13922814354097757,TRUE
V330595,248,MPT,0,716.774,247,5,707.6722,count,712.2230999999999,5,1,TRUE
V330600,253,MDS3,1,NA,251,0,705.1021,binary,705.1021,1,1,TRUE
V330600,253,DS3,113.7014,NA,251,0,705.1021,continuous,705.1021,113.7014,0.1612552281435554,TRUE
V330601,255,MDS3,1,NA,254,0,723.3982,binary,723.3982,1,1,TRUE
V330601,255,DS3,147.611,NA,254,0,723.3982,continuous,723.3982,147.611,0.20405220803701196,TRUE
V330601,255,MPT,6,NA,254,0,723.3982,count,723.3982,6,1,TRUE
V330603,258,MDS3,1,721.5608,257,0,706.3852,binary,713.973,1,1,TRUE
V330603,258,DS3,106.4049,721.5608,257,0,706.3852,continuous,713.973,106.4049,0.14903210625611893,TRUE
V330603,258,MAV,11,721.5608,257,0,706.3852,count,713.973,11,1,TRUE
V330603,258,MPT,4,721.5608,257,0,706.3852,count,713.973,4,1,TRUE
V330605,260,MDS3,1,717.8858,259,0,704,binary,710.9429,1,1,TRUE
V330605,260,DS3,141.4214,717.8858,259,0,704,continuous,710.9429,141.4214,0.1989208978667626,TRUE
V330605,260,PMX,141.8732,717.8858,259,194.0309,704,continuous,710.9429,52.157700000000006,0.07336411967824702,TRUE
V330605,260,MCV,15,717.8858,259,0,704,count,710.9429,15,1,TRUE
V330605,260,MAV,11,717.8858,259,0,704,count,710.9429,11,1,TRUE
V330605,260,MPT,5,717.8858,259,0,704,count,710.9429,5,1,TRUE
V330607,264,MDS1NA,0,713.2812,263,1,707.7241,binary,710.50265,1,1,TRUE
V330607,264,MDS2NA,0,713.2812,263,1,707.7241,binary,710.50265,1,1,TRUE
V330607,264,MDS3NA,0,713.2812,263,1,707.7241,binary,710.50265,1,1,TRUE
V330607,264,MCV,17,713.2812,263,0,707.7241,count,710.50265,17,1,TRUE
V330607,264,MPSP,0,713.2812,263,2,707.7241,count,710.50265,2,1,TRUE
V330610,268,MDS2,1,695.4632,267,0,694.3947,binary,694.92895,1,1,TRUE
V330610,268,MDS3,1,695.4632,267,0,694.3947,binary,694.92895,1,1,TRUE
V330610,268,DS2,257.9477,695.4632,267,0,694.3947,continuous,694.92895,257.9477,0.37118571618004975,TRUE
V330610,268,DS3,157.035,695.4632,267,0,694.3947,continuous,694.92895,157.035,0.22597274152990748,TRUE
V330610,268,MAV,10,695.4632,267,0,694.3947,count,694.92895,10,1,TRUE
V330610,268,MPT,5,695.4632,267,0,694.3947,count,694.92895,5,1,TRUE
V330610,268,MPSP,2,695.4632,267,0,694.3947,count,694.92895,2,1,TRUE
V330612,273,MDS3NA,0,712.6184,271,1,NA,binary,712.6184,1,1,TRUE
V330612,273,DS2,235.7626,712.6184,271,0,NA,continuous,712.6184,235.7626,0.33083989972754,TRUE
V330612,273,DS2,235.7626,712.6184,272,0,720.9688,continuous,716.7936,235.7626,0.32891281395369604,TRUE
V330613,275,MCV,0,718.8992,274,17,708.0452,count,713.4721999999999,17,1,TRUE
V330613,275,MAV,0,718.8992,274,10,708.0452,count,713.4721999999999,10,1,TRUE
V330613,275,MPT,4,718.8992,274,0,708.0452,count,713.4721999999999,4,1,TRUE
V330614,277,MDS3,1,712.6184,276,0,702.0256,binary,707.322,1,1,TRUE
V330614,277,ECT,440.6733,712.6184,276,278.2894,702.0256,continuous,707.322,162.38389999999998,0.22957563881796408,TRUE
V330614,277,DS3,135.2997,712.6184,276,0,702.0256,continuous,707.322,135.2997,0.19128445036348368,TRUE
V330614,277,MDF,10,712.6184,276,0,702.0256,count,707.322,10,1,TRUE
V330614,277,MPT,6,712.6184,276,0,702.0256,count,707.322,6,1,TRUE
V330615,279,MDS3,1,693.1039,278,0,715.5418,binary,704.32285,1,1,TRUE
V330615,279,DS3,80.4984,693.1039,278,0,715.5418,continuous,704.32285,80.4984,0.11429190462867987,TRUE
V330615,279,MDF,6,693.1039,278,0,715.5418,count,704.32285,6,1,TRUE
V330615,279,MAF,6,693.1039,278,0,715.5418,count,704.32285,6,1,TRUE
V330615,279,MPT,5,693.1039,278,0,715.5418,count,704.32285,5,1,TRUE
V330618,282,MDS1,1,728.5554,281,0,718.0599,binary,723.30765,1,1,TRUE
V330618,282,MDS2,1,728.5554,281,0,718.0599,binary,723.30765,1,1,TRUE
V330618,282,MDS3,1,728.5554,281,0,718.0599,binary,723.30765,1,1,TRUE
V330618,282,DS2,357.7555,728.5554,281,0,718.0599,continuous,723.30765,357.7555,0.4946104192317059,TRUE
V330618,282,DS1,170.5784,728.5554,281,0,718.0599,continuous,723.30765,170.5784,0.23583104644337716,TRUE
V330618,282,DS3,117.8813,728.5554,281,0,718.0599,continuous,723.30765,117.8813,0.16297532592113467,TRUE
V330618,282,MDF,10,728.5554,281,0,718.0599,count,723.30765,10,1,TRUE
V330618,282,MAF,0,728.5554,281,8,718.0599,count,723.30765,8,1,TRUE
V330618,282,MCV,17,728.5554,281,0,718.0599,count,723.30765,17,1,TRUE
V330618,282,MAV,11,728.5554,281,0,718.0599,count,723.30765,11,1,TRUE
V330618,282,MPT,4,728.5554,281,0,718.0599,count,723.30765,4,1,TRUE
V330620,286,MDS3,1,NA,285,0,714.6748,binary,714.6748,1,1,TRUE
V330620,287,MDS3,0,707.6058,284,1,NA,binary,707.6058,1,1,TRUE
V330620,286,DS3,96.933,NA,285,0,714.6748,continuous,714.6748,96.933,0.13563231836354103,TRUE
V330620,287,DS3,0,707.6058,284,74.4312,NA,continuous,707.6058,74.4312,0.10518737975296415,TRUE
V330629,297,MDF,11,730.4683,296,0,689.6724,count,710.07035,11,1,TRUE
V330629,297,MAF,8,730.4683,296,0,689.6724,count,710.07035,8,1,TRUE
V330629,297,MCV,18,730.4683,296,0,689.6724,count,710.07035,18,1,TRUE
V330631,300,MDS3,1,730.252,299,0,710.4365,binary,720.34425,1,1,TRUE
V330631,300,MDS1NA,1,730.252,298,0,NA,binary,730.252,1,1,TRUE
V330631,300,MDS1NA,1,730.252,299,0,710.4365,binary,720.34425,1,1,TRUE
V330631,300,MDS2NA,1,730.252,298,0,NA,binary,730.252,1,1,TRUE
V330631,300,MDS2NA,1,730.252,299,0,710.4365,binary,720.34425,1,1,TRUE
V330631,300,DS3,101.6071,730.252,299,0,710.4365,continuous,720.34425,101.6071,0.14105353100271156,TRUE
V330634,303,MDS3NA,0,699.7785,302,1,692.8701,binary,696.3243,1,1,TRUE
V330637,308,MDS3,0,714.6426,306,1,NA,binary,714.6426,1,1,TRUE
V330637,308,DS3,0,714.6426,306,105,NA,continuous,714.6426,105,0.14692658959877286,TRUE
V330637,308,MPT,5,714.6426,307,0,703.8501,count,709.24635,5,1,TRUE
V330639,311,ECT,343.4705,673.6653,310,576.6325,658.997,continuous,666.33115,233.16200000000003,0.3499191055378396,TRUE
V330639,311,CAV,321.1013,673.6653,310,356.1524,658.997,continuous,666.33115,35.05110000000002,0.05260312383714917,TRUE
V330639,311,MDF,0,673.6653,310,8,658.997,count,666.33115,8,1,TRUE
V330639,311,MAF,11,673.6653,310,7,658.997,count,666.33115,4,1,TRUE
V330639,311,MCV,0,673.6653,310,16,658.997,count,666.33115,16,1,TRUE
V330639,311,MAV,0,673.6653,310,8,658.997,count,666.33115,8,1,TRUE
V330644,317,MDS2,1,NA,316,0,666.7953,binary,666.7953,1,1,TRUE
V330644,318,MDS3,1,690.2347,316,0,666.7953,binary,678.515,1,1,TRUE
V330644,317,DS2,251.0339,NA,316,0,666.7953,continuous,666.7953,251.0339,0.3764782085296642,TRUE
V330644,318,PMX,82.7587,690.2347,316,176.2385,666.7953,continuous,678.515,93.47979999999998,0.13777116202294715,TRUE
V330644,318,DS3,93.0484,690.2347,316,0,666.7953,continuous,678.515,93.0484,0.13713536178271668,TRUE
V330644,318,ECT,500.6046,690.2347,316,415.389,666.7953,continuous,678.515,85.2156,0.12559132812097004,TRUE
V330644,318,MDF,8,690.2347,316,0,666.7953,count,678.515,8,1,TRUE
V330644,318,MAF,7,690.2347,316,0,666.7953,count,678.515,7,1,TRUE
V330644,318,MCV,17,690.2347,316,0,666.7953,count,678.515,17,1,TRUE
V330644,318,MAV,11,690.2347,316,0,666.7953,count,678.515,11,1,TRUE
V330644,318,MPT,5,690.2347,316,0,666.7953,count,678.515,5,1,TRUE
V330649,325,MDS3,1,691.2019,324,0,699.6829,binary,695.4424,1,1,TRUE
V330649,325,DS3,147.5127,691.2019,324,0,699.6829,continuous,695.4424,147.5127,0.21211346906659703,TRUE
V330649,325,MDF,9,691.2019,324,0,699.6829,count,695.4424,9,1,TRUE
V330649,325,MAF,7,691.2019,324,0,699.6829,count,695.4424,7,1,TRUE
V330649,325,MCV,17,691.2019,324,0,699.6829,count,695.4424,17,1,TRUE
V330649,325,MAV,8,691.2019,324,0,699.6829,count,695.4424,8,1,TRUE
V330649,325,MPT,6,691.2019,324,0,699.6829,count,695.4424,6,1,TRUE
V330651,328,MDS3,1,666.1922,327,0,669.0269,binary,667.6095499999999,1,1,TRUE
V330651,328,DS3,87.4757,666.1922,327,0,669.0269,continuous,667.6095499999999,87.4757,0.1310282334936641,TRUE
V330651,328,MCV,17,666.1922,327,0,669.0269,count,667.6095499999999,17,1,TRUE
V330651,328,MAV,11,666.1922,327,0,669.0269,count,667.6095499999999,11,1,TRUE
V330651,328,MPT,3,666.1922,327,0,669.0269,count,667.6095499999999,3,1,TRUE
V330661,341,MDS2,1,673.6319,340,0,683.0849,binary,678.3584,1,1,TRUE
V330661,341,MDS3,1,673.6319,340,0,683.0849,binary,678.3584,1,1,TRUE
V330661,341,DS2,207.6945,673.6319,340,0,683.0849,continuous,678.3584,207.6945,0.30617222400430216,TRUE
V330661,341,ECT,287.1237,673.6319,340,409.3324,683.0849,continuous,678.3584,122.20870000000002,0.1801535884275923,TRUE
V330661,341,DS3,84.8528,673.6319,340,0,683.0849,continuous,678.3584,84.8528,0.12508550052597567,TRUE
V330661,341,MDF,6,673.6319,340,0,683.0849,count,678.3584,6,1,TRUE
V330661,341,MAF,6,673.6319,340,0,683.0849,count,678.3584,6,1,TRUE
V330661,341,MCV,19,673.6319,340,0,683.0849,count,678.3584,19,1,TRUE
V330661,341,MAV,11,673.6319,340,0,683.0849,count,678.3584,11,1,TRUE
V330661,341,MPT,4,673.6319,340,0,683.0849,count,678.3584,4,1,TRUE
V330666,347,MDS3,1,675.5265,346,0,678.1445,binary,676.8355,1,1,TRUE
V330666,347,DS3,116.619,675.5265,346,0,678.1445,continuous,676.8355,116.619,0.17230035954083378,TRUE
V330666,347,MCV,17,675.5265,346,0,678.1445,count,676.8355,17,1,TRUE
V330666,347,MAV,11,675.5265,346,0,678.1445,count,676.8355,11,1,TRUE
V330666,347,MPT,4,675.5265,346,0,678.1445,count,676.8355,4,1,TRUE
V330671,353,LPT,92.7793,753.1587,352,166.3851,684.6576,continuous,718.90815,73.60579999999999,0.10238554118492048,TRUE
V330671,353,MDF,6,753.1587,352,0,684.6576,count,718.90815,6,1,TRUE
V330671,353,MAF,6,753.1587,352,0,684.6576,count,718.90815,6,1,TRUE
V330671,353,MCV,17,753.1587,352,18,684.6576,count,718.90815,1,1,TRUE
V330674,359,MDS3,0,671.7738,357,1,678.2389,binary,675.00635,1,1,TRUE
V330674,358,ECT,324.0309,NA,357,262.6671,678.2389,continuous,678.2389,61.36379999999997,0.09047519981528629,TRUE
V330674,358,CAV,347.0176,NA,357,381.2364,678.2389,continuous,678.2389,34.21879999999999,0.05045242907771877,TRUE
V330676,363,MDS2,1,748.2673,361,0,754.4004,binary,751.33385,1,1,TRUE
V330676,363,MDS2,1,748.2673,362,0,NA,binary,748.2673,1,1,TRUE
V330676,363,MDS3,1,748.2673,361,0,754.4004,binary,751.33385,1,1,TRUE
V330676,363,MDS3,1,748.2673,362,0,NA,binary,748.2673,1,1,TRUE
V330676,363,MDS1NA,0,748.2673,362,1,NA,binary,748.2673,1,1,TRUE
V330676,363,MDS2NA,0,748.2673,362,1,NA,binary,748.2673,1,1,TRUE
V330676,363,MDS3NA,0,748.2673,362,1,NA,binary,748.2673,1,1,TRUE
V330676,363,DS2,204.1568,748.2673,361,0,754.4004,continuous,751.33385,204.1568,0.2717258113686745,TRUE
V330676,363,DS3,134.4024,748.2673,361,0,754.4004,continuous,751.33385,134.4024,0.17888505888560724,TRUE
V330676,363,MDF,7,748.2673,361,0,754.4004,count,751.33385,7,1,TRUE
V330676,363,MDF,7,748.2673,362,0,NA,count,748.2673,7,1,TRUE
V330676,363,MAF,8,748.2673,361,0,754.4004,count,751.33385,8,1,TRUE
V330676,363,MAF,8,748.2673,362,0,NA,count,748.2673,8,1,TRUE
V330676,363,MCV,17,748.2673,361,0,754.4004,count,751.33385,17,1,TRUE
V330676,363,MCV,17,748.2673,362,0,NA,count,748.2673,17,1,TRUE
V330676,363,MAV,15,748.2673,361,0,754.4004,count,751.33385,15,1,TRUE
V330676,363,MAV,15,748.2673,362,0,NA,count,748.2673,15,1,TRUE
V330676,363,MPT,4,748.2673,361,0,754.4004,count,751.33385,4,1,TRUE
V330676,363,MPT,4,748.2673,362,0,NA,count,748.2673,4,1,TRUE
V330676,363,MPSP,0,748.2673,361,1,754.4004,count,751.33385,1,1,TRUE
V330676,363,MPSP,0,748.2673,362,1,NA,count,748.2673,1,1,TRUE
V330677,366,MDS3,0,746.4047,364,1,677.4024,binary,711.90355,1,1,TRUE
V330677,366,DS3,0,746.4047,364,102.528,677.4024,continuous,711.90355,102.528,0.1440195093843822,TRUE
V330677,366,ECT,482.5971,746.4047,364,386.9884,677.4024,continuous,711.90355,95.6087,0.13430007477838818,TRUE
V330677,366,CLE,367.2274,746.4047,364,282,677.4024,continuous,711.90355,85.22739999999999,0.11971762186043318,TRUE
V330677,365,CAV,485.5141,NA,364,439.8412,677.4024,continuous,677.4024,45.67289999999997,0.06742358751607608,TRUE
V330677,366,TPG,164.1585,746.4047,364,207.1956,677.4024,continuous,711.90355,43.03710000000001,0.0604535544175893,TRUE
V330677,365,MDF,10,NA,364,9,677.4024,count,677.4024,1,1,TRUE
V330677,365,MCV,0,NA,364,15,677.4024,count,677.4024,15,1,TRUE
V330677,365,MAV,0,NA,364,11,677.4024,count,677.4024,11,1,TRUE
V330677,366,MDF,0,746.4047,364,9,677.4024,count,711.90355,9,1,TRUE
V330677,366,MAF,0,746.4047,364,8,677.4024,count,711.90355,8,1,TRUE
V330677,366,MCV,0,746.4047,364,15,677.4024,count,711.90355,15,1,TRUE
V330677,366,MAV,12,746.4047,364,11,677.4024,count,711.90355,1,1,TRUE
V330677,366,MPT,4,746.4047,364,5,677.4024,count,711.90355,1,1,TRUE
V330683,372,MDS3,0,661.1513,371,1,762.9974,binary,712.07435,1,1,TRUE
V330683,372,ECT,331.3608,661.1513,371,505.5067,762.9974,continuous,712.07435,174.14590000000004,0.24456140008413454,TRUE
V330683,372,DS3,0,661.1513,371,130.9733,762.9974,continuous,712.07435,130.9733,0.1839320570948806,TRUE
V330683,372,LPT,75.2396,661.1513,371,111.6468,762.9974,continuous,712.07435,36.4072,0.05112836882833935,TRUE
V330683,372,MDF,0,661.1513,371,8,762.9974,count,712.07435,8,1,TRUE
V330693,384,MCV,17,749.1782,383,18,747.6818,count,748.43,1,1,TRUE
V330695,387,MDS2,0,661.6827,386,1,760.4735,binary,711.0781,1,1,TRUE
V330695,387,DS2,0,661.6827,386,428.8963,760.4735,continuous,711.0781,428.8963,0.6031634218519738,TRUE
V330695,387,TPG,228.3156,661.6827,386,446.1749,760.4735,continuous,711.0781,217.8593,0.30637886330629505,TRUE
V330695,387,CAV,533.6339,661.6827,386,601.047,760.4735,continuous,711.0781,67.41309999999999,0.09480407285781968,TRUE
V330695,387,MDF,7,661.6827,386,10,760.4735,count,711.0781,3,1,TRUE
V330695,387,MAF,0,661.6827,386,8,760.4735,count,711.0781,8,1,TRUE
V330695,387,MAV,0,661.6827,386,9,760.4735,count,711.0781,9,1,TRUE
V330695,387,MPT,5,661.6827,386,4,760.4735,count,711.0781,1,1,TRUE
V330697,390,MDS1NA,0,733.9891,389,1,675.0067,binary,704.4979000000001,1,1,TRUE
V330697,390,MDS2NA,0,733.9891,389,1,675.0067,binary,704.4979000000001,1,1,TRUE
V330697,390,MDS3NA,0,733.9891,389,1,675.0067,binary,704.4979000000001,1,1,TRUE
