fish_id,part_row_id,measure,part_value,part_scale,cpart_row_id,cpart_value,cpart_scale,var_type,scale,absolute_diff,relative_diff,exceeds_threshold
V330697,390,ECT,538.9323,733.9891,389,610.2475,675.0067,continuous,704.4979000000001,71.31519999999989,0.10122840678446292,TRUE
V330697,390,CLE,554.083,733.9891,389,500.9281,675.0067,continuous,704.4979000000001,53.1549,0.0754507571988504,TRUE
V330697,390,MCV,16,733.9891,389,0,675.0067,count,704.4979000000001,16,1,TRUE
V330697,390,MAV,11,733.9891,389,0,675.0067,count,704.4979000000001,11,1,TRUE
V330697,390,MPT,4,733.9891,389,0,675.0067,count,704.4979000000001,4,1,TRUE
V330697,390,MPSP,0,733.9891,389,1,675.0067,count,704.4979000000001,1,1,TRUE
V330698,392,MDS3,1,764.7235,391,0,766.5748,binary,765.64915,1,1,TRUE
V330698,392,DS3,123.0366,764.7235,391,0,766.5748,continuous,765.64915,123.0366,0.16069579650156995,TRUE
V330698,392,MDF,0,764.7235,391,10,766.5748,count,765.64915,10,1,TRUE
V330698,392,MAF,0,764.7235,391,7,766.5748,count,765.64915,7,1,TRUE
V330698,392,MPT,5,764.7235,391,0,766.5748,count,765.64915,5,1,TRUE
V330700,396,MDS3,0,773.5696,394,1,NA,binary,773.5696,1,1,TRUE
V330700,396,MDS2NA,0,773.5696,394,1,NA,binary,773.5696,1,1,TRUE
V330702,399,MDS1,1,717.6071,398,0,747.7286,binary,732.66785,1,1,TRUE
V330702,399,MDS2,1,717.6071,398,0,747.7286,binary,732.66785,1,1,TRUE
V330702,399,MDS3,1,717.6071,398,0,747.7286,binary,732.66785,1,1,TRUE
V330702,399,DS1,160.2248,717.6071,398,0,747.7286,continuous,732.66785,160.2248,0.21868681695259315,TRUE
V330702,399,CAV,426.0953,717.6071,398,373.1234,747.7286,continuous,732.66785,52.971900000000005,0.07230001971561875,TRUE
V330702,399,MDF,0,717.6071,398,7,747.7286,count,732.66785,7,1,TRUE
V330702,399,MAF,0,717.6071,398,6,747.7286,count,732.66785,6,1,TRUE
V330702,399,MCV,0,717.6071,398,18,747.7286,count,732.66785,18,1,TRUE
V330702,399,MPT,6,717.6071,398,0,747.7286,count,732.66785,6,1,TRUE
V330703,401,MDS2,1,NA,400,0,688.0211,binary,688.0211,1,1,TRUE
V330703,401,MDS3,1,NA,400,0,688.0211,binary,688.0211,1,1,TRUE
V330703,401,DS2,268.881,NA,400,0,688.0211,continuous,688.0211,268.881,0.3908034215811113,TRUE
V330703,401,DS3,130.6981,NA,400,0,688.0211,continuous,688.0211,130.6981,0.18996234272466353,TRUE
V330703,401,MPT,6,NA,400,0,688.0211,count,688.0211,6,1,TRUE
V330704,404,MDS3,1,772.6849,403,0,763.7905,binary,768.2376999999999,1,1,TRUE
V330704,404,DS3,143.5618,772.6849,403,0,763.7905,continuous,768.2376999999999,143.5618,0.18687158935313905,TRUE
V330704,404,TPG,198.5674,772.6849,403,259.6151,763.7905,continuous,768.2376999999999,61.04769999999999,0.07946459800137379,TRUE
V330704,404,MPSP,0,772.6849,403,2,763.7905,count,768.2376999999999,2,1,TRUE
V330709,410,PMX,168.2409,723.504,409,225.8584,681.2378,continuous,702.3709,57.61749999999998,0.08203286895855164,TRUE
V330709,410,MPT,5,723.504,409,0,681.2378,count,702.3709,5,1,TRUE
V330712,414,CLE,356.4828,708.1335,413,258.9401,724.7655,continuous,716.4495,97.54270000000002,0.13614734883617063,TRUE
V330712,414,MCV,17,708.1335,413,0,724.7655,count,716.4495,17,1,TRUE
V330712,414,MAV,0,708.1335,413,9,724.7655,count,716.4495,9,1,TRUE
V330718,422,MPSP,2,708.8766,421,0,735.6915,count,722.28405,2,1,TRUE
V330719,424,DS2,107.0794,684.697,423,294.7032,677.4024,continuous,681.0497,187.62379999999996,0.27549208229590283,TRUE
V330719,424,DS3,238.665,684.697,423,115.8016,677.4024,continuous,681.0497,122.8634,0.18040298674237723,TRUE
V330719,424,ECT,335.0478,684.697,423,442.5076,677.4024,continuous,681.0497,107.45980000000003,0.15778554780950646,TRUE
V330719,424,CLE,362.4914,684.697,423,297.0606,677.4024,continuous,681.0497,65.43079999999998,0.09607345836875043,TRUE
V330719,424,LPT,132.1363,684.697,423,77.8845,677.4024,continuous,681.0497,54.2518,0.07965909095914733,TRUE
V330719,424,MCV,0,684.697,423,17,677.4024,count,681.0497,17,1,TRUE
V330719,424,MAV,0,684.697,423,12,677.4024,count,681.0497,12,1,TRUE
V330719,424,MPT,5,684.697,423,4,677.4024,count,681.0497,1,1,TRUE
V330721,427,MDS2,1,735.2279,426,0,670.8003,binary,703.0141,1,1,TRUE
V330721,427,MDS3,1,735.2279,426,0,670.8003,binary,703.0141,1,1,TRUE
V330721,427,DS2,281.3112,735.2279,426,0,670.8003,continuous,703.0141,281.3112,0.4001501534606489,TRUE
V330721,427,DS3,130.292,735.2279,426,0,670.8003,continuous,703.0141,130.292,0.1853334093868103,TRUE
V330721,427,MPT,5,735.2279,426,0,670.8003,count,703.0141,5,1,TRUE
V330722,429,MDS2,1,NA,428,0,706.0198,binary,706.0198,1,1,TRUE
V330722,429,MDS3,1,NA,428,0,706.0198,binary,706.0198,1,1,TRUE
V330722,429,DS2,424.3018,NA,428,0,706.0198,continuous,706.0198,424.3018,0.6009771963902428,TRUE
V330722,429,DS3,248.129,NA,428,0,706.0198,continuous,706.0198,248.129,0.3514476506182971,TRUE
V330724,432,MDS3,1,713.2685,431,0,712.2359,binary,712.7522,1,1,TRUE
V330724,432,DS3,110.0227,713.2685,431,0,712.2359,continuous,712.7522,110.0227,0.15436318541002048,TRUE
V330724,432,MPT,5,713.2685,431,0,712.2359,count,712.7522,5,1,TRUE
V330731,441,MDF,10,692.3828,440,0,711.2278,count,701.8053,10,1,TRUE
V330731,441,MAF,7,692.3828,440,0,711.2278,count,701.8053,7,1,TRUE
V330734,445,MDS3,1,672.5489,444,0,673.3513,binary,672.9501,1,1,TRUE
V330734,445,DS3,86.3771,672.5489,444,0,673.3513,continuous,672.9501,86.3771,0.1283558766095733,TRUE
V330734,445,MPT,1,672.5489,444,4,673.3513,count,672.9501,3,1,TRUE
V330735,447,MDS3,1,683.0849,446,0,754.3434,binary,718.71415,1,1,TRUE
V330735,447,DS3,88.2326,683.0849,446,0,754.3434,continuous,718.71415,88.2326,0.12276452328091773,TRUE
V330735,447,MDF,7,683.0849,446,0,754.3434,count,718.71415,7,1,TRUE
V330735,447,MAF,7,683.0849,446,0,754.3434,count,718.71415,7,1,TRUE
V330735,447,MCV,17,683.0849,446,0,754.3434,count,718.71415,17,1,TRUE
V330735,447,MAV,13,683.0849,446,0,754.3434,count,718.71415,13,1,TRUE
V330735,447,MPT,6,683.0849,446,0,754.3434,count,718.71415,6,1,TRUE
V330740,455,MDS2,1,672.3095,454,0,683.1179,binary,677.7137,1,1,TRUE
V330740,455,MDS3,1,672.3095,454,0,683.1179,binary,677.7137,1,1,TRUE
V330740,455,DS2,153.1013,672.3095,454,0,683.1179,continuous,677.7137,153.1013,0.22590852154825852,TRUE
V330740,455,DS3,110.6345,672.3095,454,0,683.1179,continuous,677.7137,110.6345,0.16324666300828802,TRUE
V330740,455,MDF,9,672.3095,454,0,683.1179,count,677.7137,9,1,TRUE
V330740,455,MAF,6,672.3095,454,0,683.1179,count,677.7137,6,1,TRUE
V330740,455,MCV,17,672.3095,454,0,683.1179,count,677.7137,17,1,TRUE
V330740,455,MAV,12,672.3095,454,0,683.1179,count,677.7137,12,1,TRUE
V330742,457,SL,4081.4292,711.0668,456,3791.2109,650.4276,continuous,680.7472,290.2183,0.426323163723626,TRUE
V330742,457,PMX,208.6912,711.0668,456,142.0422,650.4276,continuous,680.7472,66.649,0.09790565425755698,TRUE
V330742,457,MCV,0,711.0668,456,16,650.4276,count,680.7472,16,1,TRUE
V330742,457,MAV,0,711.0668,456,10,650.4276,count,680.7472,10,1,TRUE
V330745,462,MDS3,1,672.5831,460,0,NA,binary,672.5831,1,1,TRUE
V330745,462,MDS3,1,672.5831,461,0,671.0767,binary,671.8299,1,1,TRUE
V330745,462,DS3,60,672.5831,461,0,671.0767,continuous,671.8299,60,0.08930832045432929,TRUE
V330745,462,DS3,60,672.5831,460,0,NA,continuous,672.5831,60,0.08920830749389927,TRUE
V330745,462,MCV,0,672.5831,460,16,NA,count,672.5831,16,1,TRUE
V330745,462,MAV,0,672.5831,460,13,NA,count,672.5831,13,1,TRUE
V330745,462,MPT,4,672.5831,460,0,NA,count,672.5831,4,1,TRUE
V330745,462,MPT,4,672.5831,461,0,671.0767,count,671.8299,4,1,TRUE
V330746,464,MDS3,1,712.1826,463,0,692.8781,binary,702.53035,1,1,TRUE
V330746,464,DS3,73.0548,712.1826,463,0,692.8781,continuous,702.53035,73.0548,0.10398810528256894,TRUE
V330749,468,MDS2,1,717.4016,467,0,672.0603,binary,694.73095,1,1,TRUE
V330749,468,MDS3,1,717.4016,467,0,672.0603,binary,694.73095,1,1,TRUE
V330749,468,DS2,398.221,717.4016,467,0,672.0603,continuous,694.73095,398.221,0.5732017552982202,TRUE
V330749,468,DS3,132.8157,717.4016,467,0,672.0603,continuous,694.73095,132.8157,0.19117573500935864,TRUE
V330749,468,MAV,12,717.4016,467,0,672.0603,count,694.73095,12,1,TRUE
V330749,468,MPT,5,717.4016,467,0,672.0603,count,694.73095,5,1,TRUE
V330752,471,MDS3,0,NA,470,1,678.852,binary,678.852,1,1,TRUE
V330752,472,MDS3,0,684.0263,470,1,678.852,binary,681.4391499999999,1,1,TRUE
V330752,471,DS3,0,NA,470,120.1499,678.852,continuous,678.852,120.1499,0.1769898298892837,TRUE
V330752,472,DS3,0,684.0263,470,120.1499,678.852,continuous,681.4391499999999,120.1499,0.1763178707886097,TRUE
V330752,471,MPT,0,NA,470,4,678.852,count,678.852,4,1,TRUE
V330752,472,MPT,0,684.0263,470,4,678.852,count,681.4391499999999,4,1,TRUE
V330753,474,MDS3,1,727.987,473,0,719.9111,binary,723.9490499999999,1,1,TRUE
V330753,474,DS3,106.066,727.987,473,0,719.9111,continuous,723.9490499999999,106.066,0.14651031035954812,TRUE
V330753,474,MPT,4,727.987,473,0,719.9111,count,723.9490499999999,4,1,TRUE
V330755,477,MDS2,1,NA,476,0,720.0444,binary,720.0444,1,1,TRUE
V330755,477,MDS3,1,NA,476,0,720.0444,binary,720.0444,1,1,TRUE
V330755,478,ECT,641.2488,702.5667,476,302.4169,720.0444,continuous,711.30555,338.83189999999996,0.4763521105662678,TRUE
V330755,477,DS2,309.9677,NA,476,0,720.0444,continuous,720.0444,309.9677,0.43048414792198925,TRUE
V330755,477,DS3,167.0928,NA,476,0,720.0444,continuous,720.0444,167.0928,0.23205902302691336,TRUE
V330755,478,CLE,365.4039,702.5667,476,447.3209,720.0444,continuous,711.30555,81.91699999999997,0.11516429191365085,TRUE
V330755,477,MDF,10,NA,476,0,720.0444,count,720.0444,10,1,TRUE
V330755,477,MAF,9,NA,476,0,720.0444,count,720.0444,9,1,TRUE
V330755,477,MCV,17,NA,476,0,720.0444,count,720.0444,17,1,TRUE
V330755,477,MAV,13,NA,476,0,720.0444,count,720.0444,13,1,TRUE
V330755,477,MPT,5,NA,476,0,720.0444,count,720.0444,5,1,TRUE
V330755,477,MPSP,2,NA,476,0,720.0444,count,720.0444,2,1,TRUE
V330757,482,ECT,532.6162,699.9264,481,313.0511,681.2048,continuous,690.5655999999999,219.56510000000003,0.317949663290497,TRUE
V330757,482,TPG,150.03,699.9264,481,240.8423,681.2048,continuous,690.5655999999999,90.8123,0.13150423363109892,TRUE
V330757,482,CAV,528.5904,699.9264,481,613.4013,681.2048,continuous,690.5655999999999,84.81089999999995,0.12281367620976191,TRUE
V330757,482,PMX,170.8157,699.9264,481,126.0357,681.2048,continuous,690.5655999999999,44.77999999999999,0.06484539629544245,TRUE
V330757,482,MDF,8,699.9264,481,0,681.2048,count,690.5655999999999,8,1,TRUE
V330757,482,MAV,13,699.9264,481,0,681.2048,count,690.5655999999999,13,1,TRUE
V330759,486,MDS3,1,708.9718,485,0,701.3815,binary,705.17665,1,1,TRUE
V330759,486,MDS3NA,0,708.9718,485,1,701.3815,binary,705.17665,1,1,TRUE
V330759,486,CLE,319.581,708.9718,485,230.8679,701.3815,continuous,705.17665,88.71310000000003,0.12580266235417753,TRUE
V330759,486,ECT,352.6372,708.9718,485,414.56,701.3815,continuous,705.17665,61.922799999999995,0.08781175610394927,TRUE
V330764,492,MCV,16,711.1681,491,15,709.9408,count,710.55445,1,1,TRUE
V330764,492,MAV,14,711.1681,491,12,709.9408,count,710.55445,2,1,TRUE
V330765,494,MDS2,1,717.0077,493,0,710.7208,binary,713.8642500000001,1,1,TRUE
V330765,494,MDS3,1,717.0077,493,0,710.7208,binary,713.8642500000001,1,1,TRUE
V330765,494,DS2,157.5436,717.0077,493,0,710.7208,continuous,713.8642500000001,157.5436,0.2206912588773005,TRUE
V330765,494,DS3,100.02,717.0077,493,0,710.7208,continuous,713.8642500000001,100.02,0.14011067230219187,TRUE
V330766,496,MDS2,1,NA,495,0,695.081,binary,695.081,1,1,TRUE
V330766,497,MDS3,1,710.3478,495,0,695.081,binary,702.7144000000001,1,1,TRUE
V330766,496,DS2,237.6826,NA,495,0,695.081,continuous,695.081,237.6826,0.34194949941086006,TRUE
V330766,497,DS3,126,710.3478,495,0,695.081,continuous,702.7144000000001,126,0.17930470757394468,TRUE
V330766,497,MCV,18,710.3478,495,0,695.081,count,702.7144000000001,18,1,TRUE
V330766,497,MAV,8,710.3478,495,0,695.081,count,702.7144000000001,8,1,TRUE
V330766,497,MPSP,2,710.3478,495,0,695.081,count,702.7144000000001,2,1,TRUE
V330770,501,MDS1,1,716.2716,500,0,737.2008,binary,726.7362,1,1,TRUE
V330770,501,MDS2,1,716.2716,500,0,737.2008,binary,726.7362,1,1,TRUE
V330770,501,MDS3,1,716.2716,500,0,737.2008,binary,726.7362,1,1,TRUE
V330770,501,DS3,119.4362,716.2716,500,0,737.2008,continuous,726.7362,119.4362,0.16434601716551342,TRUE
V330770,501,DS1,72.8629,716.2716,500,0,737.2008,continuous,726.7362,72.8629,0.10026045214205649,TRUE
V330770,501,MDF,11,716.2716,500,0,737.2008,count,726.7362,11,1,TRUE
V330770,501,MAF,9,716.2716,500,0,737.2008,count,726.7362,9,1,TRUE
V330770,501,MCV,17,716.2716,500,0,737.2008,count,726.7362,17,1,TRUE
V330770,501,MAV,12,716.2716,500,0,737.2008,count,726.7362,12,1,TRUE
V330770,501,MPT,5,716.2716,500,0,737.2008,count,726.7362,5,1,TRUE
V330776,509,MDS3,1,729.0981,508,0,694.1239,binary,711.6110000000001,1,1,TRUE
V330776,509,MDS2NA,0,729.0981,508,1,694.1239,binary,711.6110000000001,1,1,TRUE
V330776,509,MDS3NA,0,729.0981,508,1,694.1239,binary,711.6110000000001,1,1,TRUE
V330776,509,ECT,505.2049,729.0981,508,334.5206,694.1239,continuous,711.6110000000001,170.6843,0.23985618547211887,TRUE
V330776,509,PMX,108.8118,729.0981,508,199.0779,694.1239,continuous,711.6110000000001,90.2661,0.1268475332730944,TRUE
V330776,509,CLE,421.2173,729.0981,508,374.1444,694.1239,continuous,711.6110000000001,47.072900000000004,0.06614976440780145,TRUE
V330776,509,MPT,4,729.0981,508,0,694.1239,count,711.6110000000001,4,1,TRUE
V330777,511,MDS1NA,1,723.685,510,0,739.4681,binary,731.57655,1,1,TRUE
V330777,511,MDS2NA,1,723.685,510,0,739.4681,binary,731.57655,1,1,TRUE
V330777,511,MDS3NA,1,723.685,510,0,739.4681,binary,731.57655,1,1,TRUE
V330778,513,MDS2,1,721.224,512,0,723.1072,binary,722.1656,1,1,TRUE
V330778,513,MDS3,1,721.224,512,0,723.1072,binary,722.1656,1,1,TRUE
V330778,513,DS2,220.6173,721.224,512,0,723.1072,continuous,722.1656,220.6173,0.3054940584264883,TRUE
V330778,513,DS3,110.6345,721.224,512,0,723.1072,continuous,722.1656,110.6345,0.15319824151136527,TRUE
V330780,515,MDS2,0,718.4107,514,1,704.8688,binary,711.63975,1,1,TRUE
V330780,515,MDS3,1,718.4107,514,0,704.8688,binary,711.63975,1,1,TRUE
V330780,515,DS2,0,718.4107,514,288.2013,704.8688,continuous,711.63975,288.2013,0.4049820151277384,TRUE
V330780,515,DS3,169.7056,718.4107,514,0,704.8688,continuous,711.63975,169.7056,0.23847122086701872,TRUE
V330780,515,MCV,17,718.4107,514,0,704.8688,count,711.63975,17,1,TRUE
V330786,522,MDS3,0,710.2112,521,1,707.8093,binary,709.01025,1,1,TRUE
V330786,522,DS3,0,710.2112,521,133.154,707.8093,continuous,709.01025,133.154,0.18780264460210552,TRUE
V330786,522,ECT,536.537,710.2112,521,442.7211,707.8093,continuous,709.01025,93.81590000000006,0.13231952570502337,TRUE
V330786,522,DS2,300.7191,710.2112,521,337.6166,707.8093,continuous,709.01025,36.89749999999998,0.05204085554475408,TRUE
V330786,522,MAV,0,710.2112,521,13,707.8093,count,709.01025,13,1,TRUE
V330788,526,MCV,0,736.4679,524,16,NA,count,736.4679,16,1,TRUE
V330788,526,MAV,0,736.4679,525,13,720.025,count,728.24645,13,1,TRUE
V330788,526,MPT,4,736.4679,524,0,NA,count,736.4679,4,1,TRUE
V330788,526,MPT,4,736.4679,525,0,720.025,count,728.24645,4,1,TRUE
V330792,530,MDS2,0,730.1507,529,1,708.9034,binary,719.52705,1,1,TRUE
V330792,530,MDS1NA,0,730.1507,529,1,708.9034,binary,719.52705,1,1,TRUE
V330792,530,DS2,0,730.1507,529,288.1111,708.9034,continuous,719.52705,288.1111,0.400417329688995,TRUE
V330793,532,MCV,0,708.7172,531,16,717.083,count,712.9001000000001,16,1,TRUE
V330793,532,MAV,0,708.7172,531,10,717.083,count,712.9001000000001,10,1,TRUE
V330797,536,MDS2,1,705.0574,535,0,712.5054,binary,708.7814000000001,1,1,TRUE
V330797,536,MDS3,1,705.0574,535,0,712.5054,binary,708.7814000000001,1,1,TRUE
V330797,536,DS2,206.8478,705.0574,535,0,712.5054,continuous,708.7814000000001,206.8478,0.2918358184907222,TRUE
V330797,536,DS3,116.7305,705.0574,535,0,712.5054,continuous,708.7814000000001,116.7305,0.16469182176620323,TRUE
V330797,536,MPT,5,705.0574,535,0,712.5054,count,708.7814000000001,5,1,TRUE
V330812,550,TPG,310.8585,708.4321,549,163.7681,697.4532,continuous,702.94265,147.0904,0.20924950278660712,TRUE
V330812,550,MDF,7,708.4321,549,8,697.4532,count,702.94265,1,1,TRUE
V330812,550,MCV,15,708.4321,549,17,697.4532,count,702.94265,2,1,TRUE
V330812,550,MAV,13,708.4321,549,0,697.4532,count,702.94265,13,1,TRUE
V330816,554,MDS3,1,NA,553,0,690.163,binary,690.163,1,1,TRUE
V330816,554,DS3,142.5237,NA,553,0,690.163,continuous,690.163,142.5237,0.2065073033471803,TRUE
V330816,554,MAV,13,NA,553,0,690.163,count,690.163,13,1,TRUE
V330816,554,MPT,4,NA,553,0,690.163,count,690.163,4,1,TRUE
V330818,558,MDS2,1,708.6353,557,0,706.4347,binary,707.5350000000001,1,1,TRUE
V330818,558,MDS3,1,708.6353,557,0,706.4347,binary,707.5350000000001,1,1,TRUE
V330818,558,DS2,267.1516,708.6353,557,0,706.4347,continuous,707.5350000000001,267.1516,0.3775807557223317,TRUE
V330818,558,DS3,145.6468,708.6353,557,0,706.4347,continuous,707.5350000000001,145.6468,0.20585101797084243,TRUE
V330828,568,MDS2,1,693.5416,567,0,699.3854,binary,696.4635000000001,1,1,TRUE
V330828,568,MDS3,1,693.5416,567,0,699.3854,binary,696.4635000000001,1,1,TRUE
V330828,568,DS2,180.2498,693.5416,567,0,699.3854,continuous,696.4635000000001,180.2498,0.2588072454622532,TRUE
V330828,568,DS3,97.719,693.5416,567,0,699.3854,continuous,696.4635000000001,97.719,0.14030742458147483,TRUE
V330828,568,TPG,214.8953,693.5416,567,133.8208,699.3854,continuous,696.4635000000001,81.0745,0.11640882831620034,TRUE
V330828,568,CLE,206.8913,693.5416,567,280.5281,699.3854,continuous,696.4635000000001,73.6368,0.10572958956212349,TRUE
V330828,568,MCV,18,693.5416,567,0,699.3854,count,696.4635000000001,18,1,TRUE
V330828,568,MAV,10,693.5416,567,0,699.3854,count,696.4635000000001,10,1,TRUE
V330828,568,MPT,4,693.5416,567,0,699.3854,count,696.4635000000001,4,1,TRUE
V330828,568,MPSP,0,693.5416,567,2,699.3854,count,696.4635000000001,2,1,TRUE
V330829,570,MDS2,1,694.0641,569,0,708.6353,binary,701.3497,1,1,TRUE
V330829,570,MDS3,1,694.0641,569,0,708.6353,binary,701.3497,1,1,TRUE
V330829,570,DS2,209.6139,694.0641,569,0,708.6353,continuous,701.3497,209.6139,0.2988721603502504,TRUE
V330829,570,DS3,117.3456,694.0641,569,0,708.6353,continuous,701.3497,117.3456,0.16731396619974317,TRUE
V330836,578,MDS2,1,700.4113,577,0,697.0366,binary,698.7239500000001,1,1,TRUE
V330836,578,MDS3,1,700.4113,577,0,697.0366,binary,698.7239500000001,1,1,TRUE
V330836,578,DS2,239.6414,700.4113,577,0,697.0366,continuous,698.7239500000001,239.6414,0.34297006707727706,TRUE
V330836,578,DS3,118.2709,700.4113,577,0,697.0366,continuous,698.7239500000001,118.2709,0.16926699020407127,TRUE
V330836,578,MAF,8,700.4113,577,0,697.0366,count,698.7239500000001,8,1,TRUE
V330836,578,MPT,5,700.4113,577,0,697.0366,count,698.7239500000001,5,1,TRUE
V330840,583,MDS3,1,703.4202,582,0,709.6253,binary,706.5227500000001,1,1,TRUE
V330840,583,ECT,334.9746,703.4202,582,437.1727,709.6253,continuous,706.5227500000001,102.19810000000001,0.14464941150161123,TRUE
V330840,583,DS3,86.1626,703.4202,582,0,709.6253,continuous,706.5227500000001,86.1626,0.12195304397487552,TRUE
V330840,583,MCV,18,703.4202,582,0,709.6253,count,706.5227500000001,18,1,TRUE
V330840,583,MPT,5,703.4202,582,0,709.6253,count,706.5227500000001,5,1,TRUE
V330848,592,MDS2,1,712.9656,591,0,701.3202,binary,707.1429,1,1,TRUE
V330848,592,MDS3,1,712.9656,591,0,701.3202,binary,707.1429,1,1,TRUE
V330848,592,DS2,329.3175,712.9656,591,0,701.3202,continuous,707.1429,329.3175,0.46570148692718255,TRUE
V330848,592,DS3,126.5701,712.9656,591,0,701.3202,continuous,707.1429,126.5701,0.17898800935426204,TRUE
V330853,598,MDS1NA,0,720.5061,597,1,714.4788,binary,717.49245,1,1,TRUE
V330853,598,MDS2NA,0,720.5061,597,1,714.4788,binary,717.49245,1,1,TRUE
V330853,598,MDS3NA,0,720.5061,597,1,714.4788,binary,717.49245,1,1,TRUE
V330855,600,MDS3,0,699.9264,599,1,695.0364,binary,697.4813999999999,1,1,TRUE
V330855,600,DS3,0,699.9264,599,125.6025,695.0364,continuous,697.4813999999999,125.6025,0.18008007095242973,TRUE
V330855,600,MPT,0,699.9264,599,5,695.0364,count,697.4813999999999,5,1,TRUE
V330860,608,MDS3,1,698.2492,607,0,711.1013,binary,704.67525,1,1,TRUE
V330860,608,DS3,116.2755,698.2492,607,0,711.1013,continuous,704.67525,116.2755,0.16500579522269299,TRUE
V330860,608,MCV,16,698.2492,607,0,711.1013,count,704.67525,16,1,TRUE
V330860,608,MAV,10,698.2492,607,0,711.1013,count,704.67525,10,1,TRUE
V330860,608,MPT,4,698.2492,607,0,711.1013,count,704.67525,4,1,TRUE
V330860,608,MPSP,2,698.2492,607,0,711.1013,count,704.67525,2,1,TRUE
V330863,612,MDS1NA,0,708.4067,611,1,NA,binary,708.4067,1,1,TRUE
V330863,612,MDS2NA,0,708.4067,611,1,NA,binary,708.4067,1,1,TRUE
V330863,612,MDS3NA,0,708.4067,611,1,NA,binary,708.4067,1,1,TRUE
V330866,614,MDS3,1,NA,613,0,699,binary,699,1,1,TRUE
V330866,614,DS3,129.5531,NA,613,0,699,continuous,699,129.5531,0.1853406294706724,TRUE
V330866,615,MDF,8,692.4161,613,0,699,count,695.70805,8,1,TRUE
V330866,615,MAF,7,692.4161,613,0,699,count,695.70805,7,1,TRUE
V330866,615,MCV,16,692.4161,613,0,699,count,695.70805,16,1,TRUE
V330866,615,MAV,10,692.4161,613,0,699,count,695.70805,10,1,TRUE
V330866,615,MPT,4,692.4161,613,0,699,count,695.70805,4,1,TRUE
V330870,621,MDS2,0,703.4408,619,1,NA,binary,703.4408,1,1,TRUE
V330870,621,MDS3,0,703.4408,620,1,708.2161,binary,705.82845,1,1,TRUE
V330870,621,DS2,0,703.4408,619,168.9083,NA,continuous,703.4408,168.9083,0.24011729203082904,TRUE
V330870,621,DS3,0,703.4408,620,80.4984,708.2161,continuous,705.82845,80.4984,0.11404810899872342,TRUE
V330870,621,MDF,0,703.4408,620,10,708.2161,count,705.82845,10,1,TRUE
V330870,621,MAF,0,703.4408,620,7,708.2161,count,705.82845,7,1,TRUE
V330870,621,MCV,0,703.4408,620,15,708.2161,count,705.82845,15,1,TRUE
V330870,621,MAV,0,703.4408,620,12,708.2161,count,705.82845,12,1,TRUE
V330870,621,MPT,0,703.4408,620,5,708.2161,count,705.82845,5,1,TRUE
V330872,624,MDS2NA,1,NA,623,0,730.701,binary,730.701,1,1,TRUE
V330872,624,MDS3NA,1,NA,623,0,730.701,binary,730.701,1,1,TRUE
V330876,630,ECT,396.1818,716.9045,629,472.3558,708.2824,continuous,712.5934500000001,76.17399999999998,0.10689685682628709,TRUE
V330876,630,MDF,7,716.9045,629,0,708.2824,count,712.5934500000001,7,1,TRUE
V330876,630,MAF,6,716.9045,629,0,708.2824,count,712.5934500000001,6,1,TRUE
V330876,630,MCV,18,716.9045,629,16,708.2824,count,712.5934500000001,2,1,TRUE
V330876,630,MAV,10,716.9045,629,11,708.2824,count,712.5934500000001,1,1,TRUE
V330885,639,MDS2,1,691.2713,638,0,700.7232,binary,695.99725,1,1,TRUE
V330885,639,MDS3,1,691.2713,638,0,700.7232,binary,695.99725,1,1,TRUE
V330885,639,DS2,304.6309,691.2713,638,0,700.7232,continuous,695.99725,304.6309,0.43768980409046154,TRUE
V330885,639,DS3,177.6739,691.2713,638,0,700.7232,continuous,695.99725,177.6739,0.2552796006018702,TRUE
V330885,639,MCV,16,691.2713,638,0,700.7232,count,695.99725,16,1,TRUE
V330885,639,MPSP,2,691.2713,638,0,700.7232,count,695.99725,2,1,TRUE
V330888,644,MDS3,0,714.2269,642,1,700.3571,binary,707.2919999999999,1,1,TRUE
V330888,644,MDS3NA,1,714.2269,642,0,700.3571,binary,707.2919999999999,1,1,TRUE
V330888,644,MDS3NA,1,714.2269,643,0,703.6775,binary,708.9522,1,1,TRUE
V330888,644,ECT,421.7321,714.2269,642,475.6017,700.3571,continuous,707.2919999999999,53.86959999999999,0.07616316881853605,TRUE
V330888,644,CLE,423.967,714.2269,642,379.8763,700.3571,continuous,707.2919999999999,44.09069999999997,0.062337337337337304,TRUE
V330888,644,MPT,0,714.2269,642,4,700.3571,count,707.2919999999999,4,1,TRUE
V330889,646,MDS3,1,711.5125,645,0,732.4056,binary,721.95905,1,1,TRUE
V330889,646,DS3,102.528,711.5125,645,0,732.4056,continuous,721.95905,102.528,0.14201359481538461,TRUE
V330896,655,MDS2,0,690.2934,654,1,680.9523,binary,685.62285,1,1,TRUE
V330896,655,MDS3,0,690.2934,654,1,680.9523,binary,685.62285,1,1,TRUE
V330896,655,DS2,0,690.2934,654,248.129,680.9523,continuous,685.62285,248.129,0.3619030491763803,TRUE
V330896,655,CAV,333.0758,690.2934,654,517.9996,680.9523,continuous,685.62285,184.92379999999997,0.26971650667710384,TRUE
V330896,655,DS3,0,690.2934,654,142.9405,680.9523,continuous,685.62285,142.9405,0.20848269569778777,TRUE
