"X","n","ID","SL","CAV","MDS1","DS1","MDS1NA","MDS2","DS2","MDS2NA","MDS3","DS3","MDS3NA","MDF","MAF","MCV","MAV","MPT","LPT","MPSP","PSP.L","PSP.R","MPSPNA","TPG","ECT","CLE","PMX","Scale_10mm","PGNA","fish_id","bin","part_type","CSTRAT","ISTRAT","YEAR","INT"
340,340,"V330661_L315_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,409.3324,340.8005,89.1964,683.0849,0,"V330661","L0315","C",334.4,452.85,14806.075,15000
341,341,"V330661_L315_1_P.jpg",2976.8523,415.9945,0,0,0,1,207.6945,0,1,84.8528,0,6,6,19,11,4,133.154,0,NA,NA,0,67.4166,287.1237,358.5596,84.534,673.6319,NA,"V330661","L0315","P",334.4,452.85,14806.075,15000
346,346,"V330666_L321_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,462.9644,419.6475,109.3435,678.1445,0,"V330666","L0321","C",108.05,679.2,22135.945,22250
347,347,"V330666_L321_1_P.jpg",3459.2045,381.525,0,0,0,0,0,0,1,116.619,0,0,0,17,11,4,194.6484,0,NA,NA,0,NA,NA,NA,136.0588,675.5265,0,"V330666","L0321","P",108.05,679.2,22135.945,22250
352,352,"V330671_L326_1_C.jpg",3095.5654,402.8548,0,0,0,0,0,0,1,158.4045,0,0,0,18,0,4,166.3851,0,NA,NA,0,NA,450.6495,NA,86.3771,684.6576,0,"V330671","L0326","C",96.85,690.4,22498.634,22500
353,353,"V330671_L326_1_P.jpg",NA,431.5119,0,0,0,0,0,0,1,151.7893,0,6,6,17,0,NA,92.7793,0,NA,NA,0,NA,NA,NA,109.8362,753.1587,0,"V330671","L0326","P",96.85,690.4,22498.634,22500
357,357,"V330674_L329_1_C.jpg",NA,381.2364,0,0,0,0,0,0,1,115.9181,0,0,0,0,0,4,85.3815,0,NA,NA,0,134.4656,262.6671,NA,93.1933,678.2389,NA,"V330674","L0329","C",346.2,441.05,14423.957,14500
358,358,"V330674_L329_1_P.jpg",NA,347.0176,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,167.0449,324.0309,NA,NA,NA,0,"V330674","L0329","P",346.2,441.05,14423.957,14500
359,359,"V330674_L329_1_P.jpg",NA,NA,0,0,0,0,0,0,0,118.1524,0,0,0,0,0,4,108.9036,0,NA,NA,0,NA,NA,NA,NA,671.7738,0,"V330674","L0329","P",346.2,441.05,14423.957,14500
361,361,"V330676_L331_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,359.5998,416.9412,0,437.6665,400.8391,436.1651,NA,754.4004,0,"V330676","L0331","C",349,438.25,14333.285,14500
362,362,"V330676_L331_1_C.jpg",NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,0,"V330676","L0331","C",349,438.25,14333.285,14500
363,363,"V330676_L331_2_P.jpg",3714.5207,430.4381,0,0,0,1,204.1568,0,1,134.4024,0,7,8,17,15,4,128.0625,0,NA,NA,0,NA,NA,437.7762,129.5531,748.2673,0,"V330676","L0331","P",349,438.25,14333.285,14500
364,364,"V330677_L332_1_C.jpg",3170.1655,439.8412,0,0,0,0,0,0,1,102.528,0,9,8,15,11,5,87.0517,0,NA,NA,0,207.1956,386.9884,282,139.9428,677.4024,NA,"V330677","L0332","C",98.45,688.8,22446.821,22500
365,365,"V330677_L332_1_P.jpg",NA,485.5141,0,0,0,0,0,0,1,109.4166,0,10,8,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330677","L0332","P",98.45,688.8,22446.821,22500
366,366,"V330677_L332_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,12,4,78.2304,0,NA,NA,0,164.1585,482.5971,367.2274,160.9969,746.4047,0,"V330677","L0332","P",98.45,688.8,22446.821,22500
371,371,"V330683_L340_1_C.jpg",NA,424.5379,0,0,0,0,0,0,1,130.9733,0,8,0,0,0,4,111.6468,0,NA,NA,0,NA,505.5067,415.8004,NA,762.9974,0,"V330683","L0340","C",103.25,684,22291.383,22500
372,372,"V330683_L340_1_P.jpg",NA,403.9453,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75.2396,0,NA,NA,0,NA,331.3608,399.2819,137.6735,661.1513,0,"V330683","L0340","P",103.25,684,22291.383,22500
383,383,"V330693_L350_1_C.jpg",1823.1282,241.5473,0,0,0,1,137.4627,0,1,86.3481,0,0,0,18,13,4,42.0476,0,NA,NA,0,122.262,NA,NA,72.6911,747.6818,NA,"V330693","L0350","C",347.3,439.95,14388.336,14500
384,384,"V330693_L350_1_P.jpg",1819.5745,219.173,0,0,0,1,162.6038,0,1,80.2247,0,0,0,17,13,4,58.3095,0,NA,NA,0,NA,244.8265,165.469,44.0454,749.1782,0,"V330693","L0350","P",347.3,439.95,14388.336,14500
386,386,"V330695_L352_1_C.jpg",NA,601.047,0,0,0,1,428.8963,0,1,148.4318,0,10,8,17,9,4,110.0545,0,NA,NA,0,446.1749,NA,NA,NA,760.4735,NA,"V330695","L0352","C",349.4,437.85,14320.332,14500
387,387,"V330695_L352_1_P.jpg",4539.0959,533.6339,0,0,0,0,0,0,1,165.215,0,7,0,17,0,5,143.6106,0,NA,NA,0,228.3156,NA,526.1939,164.9242,661.6827,NA,"V330695","L0352","P",349.4,437.85,14320.332,14500
389,389,"V330697_L325_1_C.jpg",NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,1,NA,NA,0,NA,610.2475,500.9281,193.9124,675.0067,0,"V330697","L0325","C",344.7,442.55,14472.532,14500
390,390,"V330697_L355_1_P.jpg",4905.6471,702.7403,0,0,0,0,0,0,0,0,0,0,0,16,11,4,180,0,NA,NA,0,NA,538.9323,554.083,174.9286,733.9891,0,"V330697","L0355","P",99.65,687.6,22407.962,22500
391,391,"V330698_L356_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,10,7,0,0,0,NA,0,NA,NA,0,198.658,NA,393.9264,NA,766.5748,NA,"V330698","L0356","C",351.4,435.85,14255.566,14500
392,392,"V330698_L356_1_P.jpg",NA,434.6186,0,0,0,0,0,0,1,123.0366,0,0,0,0,0,5,101.8676,0,NA,NA,0,177.1017,394.1434,375.5875,164.7544,764.7235,NA,"V330698","L0356","P",351.4,435.85,14255.566,14500
398,398,"V330702_L360_1_C.jpg",3057.0059,373.1234,0,0,0,0,0,0,0,0,0,7,6,18,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,747.7286,0,"V330702","L0360","C",343.8,443.45,14501.676,14750
399,399,"V330702_L360_1_P.jpg",NA,426.0953,1,160.2248,0,1,NA,0,1,NA,0,0,0,0,0,6,88.0909,0,NA,NA,0,117.3882,262.9373,263.7347,76.9675,717.6071,NA,"V330702","L0360","P",343.8,443.45,14501.676,14750
400,400,"V330703_L361_1_C.jpg",NA,499.9756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,688.0211,0,"V330703","L0361","C",344,443.25,14495.2,14500
401,401,"V330703_L361_1_P.jpg",NA,NA,0,0,0,1,268.881,0,1,130.6981,0,0,0,0,0,6,171.1052,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330703","L0361","P",344,443.25,14495.2,14500
402,402,"V330703_L361_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,727.1767,0,"V330703","L0361","P",344,443.25,14495.2,14500
403,403,"V330704_L362_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,131.0267,123.3207,0,259.6151,NA,NA,NA,763.7905,NA,"V330704","L0362","C",364.85,422.4,13820.016,14000
404,404,"V330704_L362_1_P.jpg",NA,576.7361,0,0,0,0,0,0,1,143.5618,0,0,0,0,0,NA,NA,0,NA,NA,0,198.5674,NA,NA,NA,772.6849,NA,"V330704","L0362","P",364.85,422.4,13820.016,14000
409,409,"V330709_L368_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,150.6586,NA,NA,225.8584,681.2378,NA,"V330709","L0368","C",341.7,445.55,14569.68,14750
410,410,"V330709_L368_1_P.jpg",NA,635.908,0,0,0,0,0,0,0,0,0,0,0,0,0,5,129.8692,0,NA,NA,0,NA,NA,NA,168.2409,723.504,0,"V330709","L0368","P",341.7,445.55,14569.68,14750
413,413,"V330712_L371A_1_C.jpg",NA,421.8138,0,0,0,0,0,0,1,133.9627,0,8,8,0,9,4,112.0893,0,NA,NA,0,NA,300.9585,258.9401,153.2645,724.7655,0,"V330712","L0371A","C",NA,NA,NA,NA
414,414,"V330712_L371A_1_P.jpg",3391.2117,433.3417,0,0,0,0,0,0,1,152.7645,0,8,8,17,0,4,139.5887,0,NA,NA,0,NA,332.662,356.4828,168.2409,708.1335,0,"V330712","L0371A","P",NA,NA,NA,NA
421,421,"V330718_L373_1_C.jpg",NA,455.6876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,735.6915,0,"V330718","L0373","C",336.3,450.95,14744.548,14750
422,422,"V330718_L373_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,321.84,NA,0,363.1859,234,288.2499,138.9748,708.8766,NA,"V330718","L0373","P",336.3,450.95,14744.548,14750
423,423,"V330719_L374_1_C.jpg",3284.1924,401.4331,0,0,0,1,294.7032,0,1,115.8016,0,0,0,17,12,4,77.8845,0,NA,NA,0,171.84,442.5076,297.0606,127.4559,677.4024,NA,"V330719","L0374","C",348.4,438.85,14352.715,14500
424,424,"V330719_L374_1_P.jpg",NA,390.9924,0,0,0,1,107.0794,0,1,238.665,0,0,0,0,0,5,132.1363,0,NA,NA,0,194.3296,335.0478,362.4914,143.6558,684.697,NA,"V330719","L0374","P",348.4,438.85,14352.715,14500
426,426,"V330721_L376_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,191.8593,397.1347,346.9899,NA,670.8003,NA,"V330721","L0376","C",339.1,448.15,14653.876,14750
427,427,"V330721_L376_1_P.jpg",4747.7287,553.1735,0,0,0,1,281.3112,0,1,130.292,0,0,0,0,0,5,145.9863,0,NA,NA,0,NA,NA,NA,226.4509,735.2279,0,"V330721","L0376","P",339.1,448.15,14653.876,14750
428,428,"V330722_L377_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,706.0198,0,"V330722","L0377","C",349.9,437.35,14304.14,14500
429,429,"V330722_L377_1_P.jpg",NA,NA,0,0,0,1,424.3018,0,1,248.129,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,444.6684,358.522,178.3171,NA,0,"V330722","L0377","P",349.9,437.35,14304.14,14500
431,431,"V330724_L381_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,386.2642,NA,NA,712.2359,0,"V330724","L0381","C",91.35,695.9,22676.74,22750
432,432,"V330724_L381_1_P.jpg",NA,579.5978,0,0,0,0,0,0,1,110.0227,0,0,0,0,0,5,132.8495,0,NA,NA,0,NA,404.4997,433.1028,142.6184,713.2685,0,"V330724","L0381","P",91.35,695.9,22676.74,22750
440,440,"V330731_L388_1_C.jpg",NA,438.4584,0,0,0,0,0,0,1,98.6813,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,711.2278,0,"V330731","L0388","C",113.95,673.3,21944.886,22000
441,441,"V330731_L388_1_P.jpg",NA,448.2104,0,0,0,0,0,0,1,123.584,0,10,7,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,692.3828,0,"V330731","L0388","P",113.95,673.3,21944.886,22000
444,444,"V330734_L391_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,107.0794,0,NA,NA,0,NA,NA,NA,NA,673.3513,0,"V330734","L0391","C",115.95,671.3,21880.12,22000
445,445,"V330734_L391_1_P.jpg",NA,353.1235,0,0,0,0,0,0,1,86.3771,0,0,0,0,0,1,NA,0,NA,NA,0,135.5655,364.0275,287.5622,69.7782,672.5489,NA,"V330734","L0391","P",115.95,671.3,21880.12,22000
446,446,"V330735_L392_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,336.0268,NA,754.3434,0,"V330735","L0392","C",94.05,693.2,22589.306,22750
447,447,"V330735_L392_1_P.jpg",2954.1288,353.4502,0,0,0,0,0,0,1,88.2326,0,7,7,17,13,6,115.4123,0,NA,NA,0,NA,413.3038,NA,112.45,683.0849,0,"V330735","L0392","P",94.05,693.2,22589.306,22750
454,454,"V330740_L397_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,384.4802,NA,683.1179,0,"V330740","L0397","C",415.35,371.9,12184.68,12250
455,455,"V330740_L397_1_P.jpg",3644.0549,400.8865,0,0,0,1,153.1013,0,1,110.6345,0,9,6,17,12,NA,132,0,NA,NA,0,263.6968,468.615,NA,164.9242,672.3095,NA,"V330740","L0397","P",415.35,371.9,12184.68,12250
456,456,"V330742_L399_1_C.jpg",3791.2109,518.2702,0,0,0,0,0,0,1,128.9961,0,9,7,16,10,5,121.6553,0,NA,NA,0,200,544.0147,NA,142.0422,650.4276,NA,"V330742","L0399","C",338,449.25,14689.497,14750
457,457,"V330742_L399_1_P.jpg",4081.4292,522.8476,0,0,0,0,0,0,1,119.3315,0,9,7,0,0,NA,NA,0,NA,NA,0,208.0385,NA,NA,208.6912,711.0668,NA,"V330742","L0399","P",338,449.25,14689.497,14750
460,460,"V330745_L402_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,16,13,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330745","L0402","C",116.35,670.9,21867.167,22000
461,461,"V330745_L402_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,671.0767,0,"V330745","L0402","C",116.35,670.9,21867.167,22000
462,462,"V330745_L402_1_P.jpg",NA,241.9331,0,0,0,0,0,0,1,60,0,0,0,0,0,4,100.7174,0,NA,NA,0,NA,314.5155,NA,NA,672.5831,0,"V330745","L0402","P",116.35,670.9,21867.167,22000
463,463,"V330746_L403_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,426.2769,100.2397,692.8781,0,"V330746","L0403","C",366.05,421.2,13781.157,14000
464,464,"V330746_L403_1_P.jpg",NA,466.9187,0,0,0,0,0,0,1,73.0548,0,0,0,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,712.1826,NA,"V330746","L0403","P",366.05,421.2,13781.157,14000
467,467,"V330749_L406_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,133.2216,672.0603,0,"V330749","L0406","C",363.65,423.6,13858.876,14000
468,468,"V330749_L406_1_P.jpg",NA,443.1177,0,0,0,1,398.221,0,1,132.8157,0,0,0,0,12,5,171.2104,0,NA,NA,0,280.3034,574.1376,459.2254,NA,717.4016,NA,"V330749","L0406","P",363.65,423.6,13858.876,14000
470,470,"V330752_L409_1_C.jpg",NA,428.2879,0,0,0,0,0,0,1,120.1499,0,0,0,0,0,4,158.3161,0,NA,NA,0,NA,385.1493,NA,NA,678.852,0,"V330752","L0409","C",117.55,669.7,21828.308,22000
471,471,"V330752_L409_1_P.jpg",3282.0014,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330752","L0409","P",117.55,669.7,21828.308,22000
472,472,"V330752_L409_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,684.0263,0,"V330752","L0409","P",117.55,669.7,21828.308,22000
473,473,"V330753_L410_1_C.jpg",NA,408.0476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,719.9111,0,"V330753","L0410","C",117.35,669.9,21834.784,22000
474,474,"V330753_L410_1_P.jpg",NA,NA,0,0,0,0,0,0,1,106.066,0,0,0,0,0,4,92.4175,0,NA,NA,0,117.1537,473.8576,434.762,87,727.987,NA,"V330753","L0410","P",117.35,669.9,21834.784,22000
476,476,"V330755_L412_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,371.2034,0,NA,302.4169,447.3209,104.69,720.0444,NA,"V330755","L0412","C",346.5,440.75,14414.242,14500
477,477,"V330755_L412_1_P.jpg",3813.324,439.4566,0,0,0,1,309.9677,0,1,167.0928,0,10,9,17,13,5,73.5391,2,400.7393,NA,0,NA,NA,NA,NA,NA,NA,"V330755","L0412","P",346.5,440.75,14414.242,14500
478,478,"V330755_L412_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,602.289,641.2488,365.4039,101.9804,702.5667,NA,"V330755","L0412","P",346.5,440.75,14414.242,14500
481,481,"V330757_L414_1_C.jpg",NA,613.4013,0,0,0,0,0,0,1,115.7627,0,0,0,0,0,5,118.1863,0,NA,NA,0,240.8423,313.0511,384.796,126.0357,681.2048,NA,"V330757","L0414","C",119.35,667.9,21770.018,22000
482,482,"V330757_L414_1_P.jpg",NA,528.5904,0,0,0,0,0,0,1,127.3146,0,8,0,0,13,5,134.1641,0,NA,NA,0,150.03,532.6162,NA,170.8157,699.9264,NA,"V330757","L0414","P",119.35,667.9,21770.018,22000
485,485,"V330759_L416_1_C.jpg",NA,NA,0,0,0,0,0,0,0,NA,1,0,0,0,0,5,74.027,0,NA,NA,0,NA,414.56,230.8679,NA,701.3815,0,"V330759","L0416","C",367.85,419.4,13722.867,13750
486,486,"V330759_L416_1_P.jpg",2905.4872,343.3271,0,0,0,0,0,0,1,85.3288,0,0,0,0,0,5,84.4808,0,NA,NA,0,NA,352.6372,319.581,79.2023,708.9718,0,"V330759","L0416","P",367.85,419.4,13722.867,13750
491,491,"V330764_L422_1_C.jpg",4562.2538,599.8012,0,0,0,0,0,0,1,128.0625,0,8,7,15,12,5,201.4349,0,NA,NA,0,NA,NA,NA,124.5793,709.9408,0,"V330764","L0422","C",92.15,695.1,22650.833,22750
492,492,"V330764_L422_1_P.jpg",NA,622.9485,0,0,0,0,0,0,1,118.9285,0,8,7,16,14,5,197.4639,0,NA,NA,0,NA,NA,NA,NA,711.1681,0,"V330764","L0422","P",92.15,695.1,22650.833,22750
493,493,"V330765_L423_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,659.4695,528.8024,NA,710.7208,0,"V330765","L0423","C",93.25,694,22615.212,22750
494,494,"V330765_L423_1_P.jpg",4764.426,692.6999,0,0,0,1,157.5436,0,1,100.02,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,717.0077,0,"V330765","L0423","P",93.25,694,22615.212,22750
495,495,"V330766_L424_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,83.1865,0,NA,NA,0,NA,NA,NA,NA,695.081,0,"V330766","L0424","C",354.7,432.55,14148.703,14250
496,496,"V330766_L424_1_P.jpg",2785.2056,302.878,0,0,0,1,237.6826,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330766","L0424","P",354.7,432.55,14148.703,14250
497,497,"V330766_L424_1_P.jpg",NA,NA,0,0,0,0,0,0,1,126,0,0,0,18,8,NA,NA,2,333.1216,NA,0,302.688,396.84,267.32,65.521,710.3478,0,"V330766","L0424","P",354.7,432.55,14148.703,14250
500,500,"V330770_L428_1_C.jpg",NA,NA,0,0,0,0,273.2471,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,549.8845,NA,134.4656,737.2008,0,"V330770","L0428","C",339.4,447.85,14644.161,14750
501,501,"V330770_L428_1_P.jpg",NA,450.547,1,72.8629,0,1,269.8629,0,1,119.4362,0,11,9,17,12,5,110.6345,0,NA,NA,0,180.05,NA,348.3231,NA,716.2716,NA,"V330770","L0428","P",339.4,447.85,14644.161,14750
508,508,"V330776_L435_1_C.jpg",NA,NA,0,0,0,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,334.5206,374.1444,199.0779,694.1239,0,"V330776","L0435","C",368.35,418.9,13706.676,13750
509,509,"V330776_L435_2_P.jpg",4275.6932,524.3845,0,0,0,0,0,0,1,104,0,0,0,0,0,4,235.423,0,NA,NA,0,NA,505.2049,421.2173,108.8118,729.0981,0,"V330776","L0435","P",368.35,418.9,13706.676,13750
512,512,"V330778_L437_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,352.2783,NA,113.4372,723.1072,0,"V330778","L0437","C",368.55,418.7,13700.199,13750
513,513,"V330778_L437_1_P.jpg",NA,NA,0,0,0,1,220.6173,0,1,110.6345,0,0,0,0,0,NA,NA,0,NA,NA,0,123.6932,NA,NA,NA,721.224,NA,"V330778","L0437","P",368.55,418.7,13700.199,13750
514,514,"V330780_L441_1_C.jpg",NA,NA,0,0,0,1,288.2013,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,704.8688,0,"V330780","L0441","C",370.85,416.4,13625.719,13750
515,515,"V330780_L441_1_P.jpg",NA,526.6081,0,0,0,0,0,0,1,169.7056,0,0,0,17,0,NA,144.0312,0,NA,NA,0,180.8978,NA,NA,NA,718.4107,NA,"V330780","L0441","P",370.85,416.4,13625.719,13750
521,521,"V330786_L447_1_C.jpg",NA,490.4941,0,0,0,1,337.6166,0,1,133.154,0,0,0,0,13,5,132.8495,0,NA,NA,0,144,442.7211,396.2953,128.1601,707.8093,NA,"V330786","L0447","C",348.6,438.65,14346.238,14500
522,522,"V330786_L447_1_P.jpg",NA,NA,0,0,0,1,300.7191,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,152.0526,536.537,395.3732,149.3452,710.2112,NA,"V330786","L0447","P",348.6,438.65,14346.238,14500
524,524,"V330788_L449_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,16,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,"V330788","L0449","C",95.05,692.2,22556.923,22750
525,525,"V330788_L449_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,13,0,NA,0,NA,NA,0,NA,478.5917,NA,NA,720.025,0,"V330788","L0449","C",95.05,692.2,22556.923,22750
526,526,"V330788_L449_1_P.jpg",4415.0379,534.8382,0,0,0,0,0,0,0,0,0,0,0,0,0,4,144.7791,0,NA,NA,0,NA,NA,NA,171.2367,736.4679,0,"V330788","L0449","P",95.05,692.2,22556.923,22750
529,529,"V330792_L453_1_C.jpg",NA,595.9334,0,NA,1,1,288.1111,0,1,134.937,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,708.9034,0,"V330792","L0453","C",368.05,419.2,13716.391,13750
530,530,"V330792_L453_1_P.jpg",NA,NA,0,0,0,0,0,0,1,116.2755,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,730.1507,0,"V330792","L0453","P",368.05,419.2,13716.391,13750
531,531,"V330793_L454_1_C.jpg",2906.6462,370.5522,0,0,0,0,0,0,0,0,0,0,0,16,10,4,114.4028,0,NA,NA,0,152.3155,209.7236,322.4903,58.2409,717.083,NA,"V330793","L0454","C",368.55,418.7,13700.199,13750
532,532,"V330793_L454_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,123.6285,0,NA,NA,0,NA,NA,NA,83.1865,708.7172,0,"V330793","L0454","P",368.55,418.7,13700.199,13750
535,535,"V330797_L458_1_C.jpg",NA,413.8178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,712.5054,0,"V330797","L0458","C",369.45,417.8,13671.055,13750
536,536,"V330797_L458_1_P.jpg",NA,NA,0,0,0,1,206.8478,0,1,116.7305,0,0,0,0,0,5,141.7956,0,NA,NA,0,324.6798,354.0508,344.8434,116.8461,705.0574,NA,"V330797","L0458","P",369.45,417.8,13671.055,13750
549,549,"V330812_L474_1_C.jpg",NA,407.7428,0,0,0,0,0,0,1,138.9748,0,8,7,17,0,NA,149.459,0,NA,NA,0,163.7681,NA,NA,NA,697.4532,NA,"V330812","L0474","C",477.3,309.95,10178.559,10250
550,550,"V330812_L474_1_P.jpg",NA,437.8286,0,0,0,0,0,0,1,148.9463,0,7,7,15,13,4,132.8157,0,NA,NA,0,310.8585,507.8779,423.4678,NA,708.4321,NA,"V330812","L0474","P",477.3,309.95,10178.559,10250
553,553,"V330816_L478_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,315.5709,NA,690.163,0,"V330816","L0478","C",408.5,378.75,12406.502,12500
554,554,"V330816_L478_1_P.jpg",NA,359.0796,0,0,0,0,0,0,1,142.5237,0,0,0,0,13,4,107.5407,0,NA,NA,0,159.4522,300.6742,NA,130.6981,NA,0,"V330816","L0478","P",408.5,378.75,12406.502,12500
555,555,"V330816_L478_1_P.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,701.8333,0,"V330816","L0478","P",408.5,378.75,12406.502,12500
557,557,"V330818_L480_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,553.1727,NA,93.723,706.4347,0,"V330818","L0480","C",408.4,378.85,12409.741,12500
558,558,"V330818_L480_1_P.jpg",NA,513.1497,0,0,0,1,267.1516,0,1,145.6468,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,708.6353,0,"V330818","L0480","P",408.4,378.85,12409.741,12500
567,567,"V330828_L491_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,133.4166,NA,0,133.8208,288.2568,280.5281,56.4624,699.3854,NA,"V330828","L0491","C",495.7,291.55,9582.713,9750
568,568,"V330828_L491_1_P.jpg",2427.6693,297.4497,0,0,0,1,180.2498,0,1,97.719,0,0,0,18,10,4,104.1729,0,NA,NA,0,214.8953,298.0604,206.8913,62.6099,693.5416,NA,"V330828","L0491","P",495.7,291.55,9582.713,9750
569,569,"V330829_L492_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,142.9405,384.4216,360.1999,NA,708.6353,NA,"V330829","L0492","C",412.5,374.75,12276.971,12500
570,570,"V330829_L492_1_P.jpg",2736.9636,NA,0,0,0,1,209.6139,0,1,117.3456,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,694.0641,0,"V330829","L0492","P",412.5,374.75,12276.971,12500
577,577,"V330836_L500_1_C.jpg",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,155.0484,NA,336.8679,NA,697.0366,NA,"V330836","L0500","C",355.4,431.85,14126.034,14250
