"fish_id","C_MDS1","P_MDS1","NA_MDS1","C_MDS2","P_MDS2","NA_MDS2","C_MDS3","P_MDS3","NA_MDS3","C_MPSP","P_MPSP","NA_MPSP","C_MDS1NA","P_MDS1NA","NA_MDS1NA","C_MDS2NA","P_MDS2NA","NA_MDS2NA","C_MDS3NA","P_MDS3NA","NA_MDS3NA","C_MPSPNA","P_MPSPNA","NA_MPSPNA","C_MDF","P_MDF","NA_MDF","C_MAF","P_MAF","NA_MAF","C_MCV","P_MCV","NA_MCV","C_MAV","P_MAV","NA_MAV","C_MPT","P_MPT","NA_MPT","C_SL","P_SL","NA_SL","C_CAV","P_CAV","NA_CAV","C_DS1","P_DS1","NA_DS1","C_DS2","P_DS2","NA_DS2","C_DS3","P_DS3","NA_DS3","C_LPT","P_LPT","NA_LPT","C_PSP.L","P_PSP.L","NA_PSP.L","C_PSP.R","P_PSP.R","NA_PSP.R","C_TPG","P_TPG","NA_TPG","C_ECT","P_ECT","NA_ECT","C_CLE","P_CLE","NA_CLE","C_PMX","P_PMX","NA_PMX","C_Scale_10mm","P_Scale_10mm","NA_Scale_10mm","C_row_count","P_row_count","NA_row_count","flag_SL","flag_CAV","flag_DS1","flag_DS2","flag_DS3","flag_LPT","flag_PSP.L","flag_PSP.R","flag_TPG","flag_ECT","flag_CLE","flag_PMX","total_flags","flagged_measurements"
"V330495_L137_1",0,0,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,18,0,NA,0,0,NA,0,0,NA,NA,NA,NA,360.448,NA,NA,0,0,NA,0,0,NA,124.4508,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691.6676,702.2307,NA,1,1,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,"DS1, DS2, DS3, PSP.L, PSP.R"
"V330496_L138_1",0,0,NA,0,0,NA,0,1,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,6,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,146.697,NA,NA,112.6055,NA,0,0,NA,0,0,NA,195,NA,NA,429.0105,613.4175,NA,545.8351,456.0395,NA,68.4105,NA,NA,721.4049,695.0489,NA,1,1,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,7,"DS1, DS2, DS3, PSP.L, PSP.R, ECT, CLE"
"V330499_L141_1",NA,0,NA,NA,1,NA,NA,0,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,8,NA,NA,7,NA,NA,16,NA,NA,12,NA,NA,6,NA,NA,3781.8436,NA,NA,489.7141,NA,NA,0,NA,NA,201.598,NA,NA,NA,NA,NA,171.9448,NA,NA,330.8904,NA,NA,NA,NA,NA,488.8988,NA,NA,NA,NA,NA,610.5443,NA,NA,63.8679,NA,NA,691.575,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V330500_L142_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4,NA,NA,NA,NA,NA,448.6477,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,79.2591,NA,NA,0,NA,NA,0,NA,NA,189.4756,NA,NA,588.6731,NA,NA,563.0497,NA,NA,135.8308,NA,NA,722.5206,NA,NA,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V330502_L144_1",0,0,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,9,0,NA,6,0,NA,17,0,NA,13,0,NA,4,0,NA,3024.6443,NA,NA,404.4059,NA,NA,0,0,NA,0,0,NA,90.4489,0,NA,84.4808,NA,NA,0,0,NA,0,0,NA,148.9463,NA,NA,360.9986,NA,NA,356.7856,NA,NA,77.4209,NA,NA,714.0567,704.0455,NA,1,1,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,"DS1, DS2, DS3, PSP.L, PSP.R"
"V330504_L146_1",0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704.1818,686.1873,NA,1,1,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,"DS1, DS2, DS3, PSP.L, PSP.R"
"V330507_L149_1",0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,8,NA,NA,NA,NA,435.9136,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,82.3772,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715.3978,709.2447,NA,1,1,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,"DS1, DS2, DS3, PSP.L, PSP.R"
"V330509_L151_1",0,0,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,9,0,NA,8,0,NA,17,0,NA,11,0,NA,4,0,NA,4502.8963,NA,NA,548.429,NA,NA,0,0,NA,0,0,NA,123.4828,0,NA,104.3072,NA,NA,0,0,NA,0,0,NA,189.0608,NA,NA,340.5877,NA,NA,495.9032,NA,NA,160.9969,NA,NA,707.6722,715.6312,NA,1,1,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,"DS1, DS2, DS3, PSP.L, PSP.R"
"V330510_L152_1",0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,7,NA,NA,8,NA,NA,17,NA,NA,13,NA,NA,4,NA,NA,2937.8824,NA,NA,354.8383,NA,NA,0,NA,NA,0,NA,NA,85.9069,NA,NA,131.2136,NA,NA,0,NA,NA,0,NA,NA,115.8016,NA,NA,355.2689,NA,NA,351.8707,NA,NA,126.0357,NA,NA,726.731,NA,NA,1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V330511_L153_1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,10,NA,NA,8,NA,NA,18,NA,NA,13,NA,NA,5,NA,NA,3165.4533,NA,NA,415.654,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,109.0367,NA,NA,0,NA,NA,0,NA,NA,164.0152,NA,NA,503.607,NA,NA,395.3859,NA,NA,78.5175,NA,NA,711.4049,NA,NA,1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V330513_L155_1",0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,150.12,NA,NA,0,0,NA,0,0,NA,124.3101,NA,NA,676.4983,NA,NA,657.1918,NA,NA,113.2078,202.4253,NA,717.7527,719.5248,NA,1,1,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,6,"DS1, DS2, DS3, PSP.L, PSP.R, PMX"
"V330516_L158_1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4,NA,NA,NA,NA,NA,479.8632,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,72.308,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711.3101,NA,NA,1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V330518_L160_1",NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,7,NA,NA,7,NA,NA,18,NA,NA,13,NA,NA,0,NA,NA,3068.5866,NA,NA,362.1654,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,116.0172,NA,NA,324.5489,NA,NA,248.8453,NA,NA,NA,NA,NA,717.0077,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V330521_L163_1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,189.5943,NA,NA,591.6164,NA,NA,520.0481,NA,NA,NA,NA,NA,702.1602,NA,NA,1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V330522_L164_1",NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4,NA,NA,NA,NA,NA,426.1626,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,183.5211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700.0357,NA,NA,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V330523_L166_1",0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,2125.586,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,94.255,NA,NA,239.8833,NA,NA,222.5039,NA,77.2528,57.7235,NA,705.6005,701.6438,NA,1,1,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,6,"DS1, DS2, DS3, PSP.L, PSP.R, PMX"
"V330525_L169_1",0,0,NA,0,0,NA,0,1,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,5,NA,NA,NA,NA,NA,540.0084,NA,0,0,NA,0,0,NA,0,164.195,NA,NA,81.5843,NA,0,0,NA,0,0,NA,NA,137.6372,NA,NA,443.0621,NA,533.1866,497.9317,NA,104.3072,118.9285,NA,688.7438,713.448,NA,1,1,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,7,"DS1, DS2, DS3, PSP.L, PSP.R, CLE, PMX"
"V330526_L170_1",0,0,NA,0,0,NA,0,1,NA,0,0,NA,0,0,NA,0,1,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,5,NA,NA,NA,NA,420.028,NA,NA,0,0,NA,0,NA,NA,0,127.059,NA,NA,100.9752,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702.4101,698.1805,NA,1,1,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"DS1, DS3, PSP.L, PSP.R"
"V330527_L171_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,8,NA,NA,7,NA,NA,18,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712.4044,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V330528_L172_2",0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,13,NA,NA,5,NA,NA,NA,NA,NA,351.3761,NA,NA,0,NA,NA,121.3425,NA,NA,102.1763,NA,NA,106.066,NA,NA,0,NA,NA,0,NA,NA,161.5549,NA,NA,463.6432,NA,NA,330.4088,NA,NA,69.5845,NA,NA,696.6204,NA,NA,1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V330532_L176_1",NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,8,NA,NA,8,NA,NA,15,NA,NA,11,NA,NA,6,NA,NA,4750.4884,NA,NA,613.476,NA,NA,0,NA,NA,NA,NA,NA,163.878,NA,NA,186.8689,NA,NA,0,NA,NA,0,NA,NA,214.4108,NA,NA,675.4732,NA,NA,NA,NA,NA,231.6031,NA,NA,726.0992,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V330533_L177_1",0,0,NA,0,0,NA,0,0,NA,2,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,224.1428,0,NA,514.389,NA,NA,333.7664,NA,NA,NA,429.7953,NA,NA,NA,NA,703.1472,693.951,NA,3,2,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,"DS1, DS2, DS3, PSP.L, PSP.R"
"V330534_L178_1",0,0,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,17,0,NA,0,0,NA,4,0,NA,3178.021,NA,NA,395.527,NA,NA,0,0,NA,0,0,NA,93.723,0,NA,87.2067,NA,NA,0,0,NA,0,0,NA,160.8011,NA,NA,NA,407.3046,NA,394.4515,NA,NA,165.4358,NA,NA,695.4632,702.0256,NA,1,2,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,"DS1, DS2, DS3, PSP.L, PSP.R"
"V330535_L179_2",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,18,NA,NA,13,NA,NA,4,NA,NA,1931.434,NA,NA,219.3416,NA,NA,0,NA,NA,0,NA,NA,101.2371,NA,NA,71.6781,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V330536_L180_1",0,0,NA,0,0,NA,0,1,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,5,NA,1993.0931,NA,NA,NA,257.4936,NA,0,0,NA,0,0,NA,0,78,NA,NA,76,NA,0,0,NA,0,0,NA,NA,110.6345,NA,NA,223.6605,NA,NA,231.7585,NA,NA,51.8845,NA,682.302,706.25,NA,1,1,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,"DS1, DS2, DS3, PSP.L, PSP.R"
"V330537_L181_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,NA,NA,0,NA,NA,0,NA,NA,14,NA,NA,0,NA,NA,NA,NA,NA,601.2616,NA,NA,0,NA,NA,0,NA,NA,139.3126,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,212.3017,NA,NA,535.8358,NA,NA,601.3319,NA,NA,216.1481,NA,NA,700.1828,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V330538_L182_1",0,0,NA,0,1,NA,1,1,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,16,NA,0,13,NA,0,5,NA,NA,2784.6285,NA,362.8283,365.9392,NA,0,0,NA,0,275.7716,NA,121.6224,138.0326,NA,NA,121.4907,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,469.8808,NA,NA,NA,NA,NA,77.4209,NA,703.1472,715.2342,NA,1,1,NA,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,6,"CAV, DS1, DS2, DS3, PSP.L, PSP.R"
"V330539_L184_1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,728,NA,NA,1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V330541_L186_1",0,0,NA,1,0,NA,1,0,NA,2,0,NA,0,0,NA,0,0,NA,0,0,NA,1,0,NA,9,0,NA,6,0,NA,13,0,NA,12,0,NA,5,0,NA,NA,NA,NA,429.8542,NA,NA,0,0,NA,268.3431,0,NA,121.0785,0,NA,87.3613,NA,NA,NA,0,NA,NA,0,NA,NA,575.013,NA,421.4356,448.8786,NA,NA,NA,NA,NA,NA,NA,698.5242,693.8386,NA,1,1,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,"DS1, DS2, DS3, ECT"
"V330542_L187_1",0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,17,0,NA,10,0,NA,4,0,NA,4613.0563,NA,NA,560.0582,NA,NA,0,0,NA,0,0,NA,0,0,NA,130.2306,NA,NA,0,0,NA,0,0,NA,231.8965,NA,NA,540.7254,NA,NA,NA,636.088,NA,222.1711,123.4828,NA,688.7438,691.9075,NA,1,1,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,6,"DS1, DS2, DS3, PSP.L, PSP.R, PMX"
"V330545_L190_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,336.943,NA,NA,0,NA,NA,0,NA,NA,105.6788,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,110.0727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698.9278,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V330547_L192_1",NA,0,NA,NA,0,NA,NA,0,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,346.2369,NA,NA,449.7199,NA,NA,586.5978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735.1653,NA,NA,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V330548_L193_1",0,0,NA,0,0,NA,0,1,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,12,0,NA,0,3,NA,NA,2973.0658,NA,416.316,NA,NA,0,0,NA,0,0,NA,0,118.8486,NA,NA,61.6604,NA,0,0,NA,0,0,NA,67.8823,NA,NA,346.8833,NA,NA,311.1913,NA,NA,90.6201,NA,NA,694.2881,704.8659,NA,1,1,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,"DS1, DS2, DS3, PSP.L, PSP.R"
"V330549_L194_1",0,0,NA,0,1,NA,1,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,10,0,NA,8,0,NA,17,0,NA,12,0,NA,4,0,NA,3979.4874,NA,NA,491.098,NA,NA,0,0,NA,0,257.6199,NA,153.8831,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,534.161,350.8219,NA,NA,NA,NA,139.1402,NA,NA,710.5378,734,NA,1,1,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,6,"DS1, DS2, DS3, PSP.L, PSP.R, ECT"
"V330554_L200_1",0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,7,NA,NA,6,NA,NA,16,NA,NA,11,NA,NA,6,NA,NA,NA,NA,NA,450.8288,NA,NA,0,NA,NA,197.9091,NA,NA,134.1641,NA,NA,135.0333,NA,NA,0,NA,NA,0,NA,NA,167.3559,NA,NA,538.5731,NA,NA,357.8058,NA,NA,NA,NA,NA,699.1223,NA,NA,1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V330555_L201_1",0,0,NA,1,1,NA,1,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,5,NA,4817.1029,NA,NA,557.2685,NA,NA,0,0,NA,255.8124,261.3963,NA,210.2189,0,NA,NA,135.8308,NA,0,0,NA,0,0,NA,NA,173.9224,NA,668.766,NA,NA,749.8907,NA,NA,118.4567,NA,NA,731.1689,704.8723,NA,1,2,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,"DS1, DS2, DS3, PSP.L, PSP.R"
"V330556_L202_1",NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,12,NA,NA,4,NA,NA,NA,NA,NA,544.4902,NA,NA,0,NA,NA,0,NA,NA,147.7329,NA,NA,145.5232,NA,NA,0,NA,NA,0,NA,NA,182.1867,NA,NA,572.7565,NA,NA,394.4629,NA,NA,176.5673,NA,NA,715.8191,NA,NA,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,""
"V330557_L203_1",0,0,NA,1,1,NA,1,1,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,10,NA,0,8,NA,0,18,NA,0,9,NA,0,5,NA,NA,4448.8866,NA,592.2059,585.1762,NA,0,0,NA,301.7018,240.6657,NA,122.4418,0,NA,NA,144.5545,NA,0,0,NA,0,0,NA,NA,185.2998,NA,597.1265,543.0727,NA,NA,524.1832,NA,154.5057,101.2719,NA,682.7825,704.5566,NA,1,2,NA,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,8,"CAV, DS1, DS2, DS3, PSP.L, PSP.R, ECT, PMX"
"V330558_L204_1",0,0,NA,0,0,NA,1,1,NA,0,0,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,18,NA,10,11,NA,3,5,NA,NA,4297.4077,NA,499.7226,520.7138,NA,0,0,NA,0,0,NA,126.4911,117.6435,NA,172.0465,156.205,NA,0,0,NA,0,0,NA,184.3909,180.0444,NA,NA,400.4997,NA,461.5106,539.2291,NA,118.1863,124.0645,NA,715.5977,711.6516,NA,2,1,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,10,"CAV, DS1, DS2, DS3, LPT, PSP.L, PSP.R, TPG, CLE, PMX"
"V330559_L205_1",1,0,NA,0,1,NA,1,1,NA,0,0,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,0,9,NA,0,7,NA,0,18,NA,12,11,NA,5,0,NA,NA,NA,NA,410.3997,440.1035,NA,202.8694,0,NA,NA,247.4773,NA,103.3247,101.8676,NA,76.4199,NA,NA,0,0,NA,0,0,NA,108.0185,NA,NA,331.8795,386.6277,NA,280.8558,NA,NA,NA,NA,NA,721.224,723,NA,1,1,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,6,"CAV, DS1, DS3, PSP.L, PSP.R, ECT"
"V330560_L206_1",0,0,NA,1,0,NA,1,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,5,5,NA,NA,4940.753,NA,610.6034,577.0612,NA,0,0,NA,262.7206,0,NA,136.4177,0,NA,176.0202,128.0625,NA,0,0,NA,0,0,NA,180.0197,214.4015,NA,309.6377,NA,NA,450.4733,NA,NA,NA,97.4064,NA,701.2886,712.6402,NA,1,1,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,8,"CAV, DS1, DS2, DS3, LPT, PSP.L, PSP.R, TPG"
