"fish_id","n","ID","part_type","bin","merged","X","SL","CAV","MDS1","DS1","MDS1NA","MDS2","DS2","MDS2NA","MDS3","DS3","MDS3NA","MDF","MAF","MCV","MAV","MPT","LPT","MPSP","PSP.L","PSP.R","MPSPNA","TPG","ECT","CLE","PMX","Scale_10mm","PGNA","CSTRAT","ISTRAT","YEAR","INT"
"V331110",918,"V331110_L785_1_P.jpg","merged","L0785",TRUE,918.5,3575.821,466.4503,1,27.2947,0,1,0,0,1,0,0,8,8,17,11,5,148.0979,2,NA,386.5812,0,559.6829,547.3171,412.7045,183.8831,773.1041,0,545.6,241.65,7966.807,8000
"V331111",920,"V331111_L786_1_P.jpg","merged","L0786",TRUE,920,NA,NA,0,NA,1,0,0,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,130.1384,773.4003,0,370.65,416.6,13632.195,13750
"V331112",921,"V331112_L787_2_P.jpg","merged","L0787",TRUE,921,NA,370.9082,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,0,NA,NA,0,243.5077,NA,500.3998,NA,769.2594,NA,NA,NA,NA,NA
"V331114",925,"V331114_L789_1_C.jpg","merged","L0789",TRUE,925.5,3308.8368,373.2821,0,0,1,1,144.203,0,1,80.40055,0,0,0,16,12,4,123,2,NA,NA,0,615.702,525.9848,357.0504,68.4105,771.3793,0,NA,NA,NA,NA
"V331115",927,"V331115_L790_1_P.jpg","merged","L0790",TRUE,927,NA,NA,0,0,0,0,0,0,1,149.218,0,0,0,0,0,4,88.2326,0,NA,NA,0,167.7051,564.008,619.9556,NA,772.8422,NA,NA,NA,NA,NA
"V331116",928,"V331116_L791_1_P.jpg","merged","L0791",TRUE,928,NA,410.3228,0,0,0,0,NA,1,1,171.6566,0,10,7,18,0,NA,NA,2,312.9505,NA,0,470.9522,271.529,NA,NA,745.6977,NA,NA,NA,NA,NA
"V331117",929,"V331117_L793_1_P.jpg","merged","L0793",TRUE,929,NA,431.6258,0,0,0,0,0,0,1,98.4073,0,9,7,16,0,5,146.2942,0,NA,NA,0,NA,NA,NA,NA,660.6134,0,NA,NA,NA,NA
"V331118",930,"V331118_L794_1_C.jpg","merged","L0794",TRUE,930,NA,617.6978,0,0,0,1,350.9074,0,1,201.1567,0,0,0,0,0,NA,NA,0,NA,NA,0,196.9772,658.3008,NA,NA,781.6802,NA,NA,NA,NA,NA
"V331119",931,"V331119_L795_1_P.jpg","merged","L0795",TRUE,931.5,NA,2707.2503,0,0,0,0,0,0,0,0,0,9,0,16,13,0,NA,0,NA,NA,0,NA,NA,337.3366,200.8526,768.3749,0,NA,NA,NA,NA
"V331120",933,"V331120_L796_1_P.jpg","merged","L0796",TRUE,933,NA,NA,0,0,0,0,0,0,1,124.3101,0,0,0,0,0,5,177.1017,0,NA,NA,0,NA,NA,NA,234.6913,752.8805,0,NA,NA,NA,NA
"V331121",934,"V331121_L797_1_P.jpg","merged","L0797",TRUE,934,NA,499.2624,1,188.2976,0,1,328.0244,0,1,138.8524,0,10,8,0,0,4,236.1356,2,365.6446,NA,0,588.5576,521.9808,NA,159.6997,754.7185,NA,NA,NA,NA,NA
"V331122",935,"V331122_L798_1_P.jpg","merged","L0798",TRUE,935,4242.5822,440.9576,1,197.9091,0,1,322.6143,0,1,181.1077,0,6,6,15,10,5,180.0444,2,NA,402.2735,0,753.5304,666.033,454.8055,169.517,763.8429,NA,NA,NA,NA,NA
"V331123",936,"V331123_L799_1_P.jpg","merged","L0799",TRUE,936,NA,416.512,0,0,0,0,0,0,0,NA,1,0,6,0,0,0,NA,0,NA,NA,0,228.0789,325.5657,NA,132.8495,751.0133,NA,NA,NA,NA,NA
"V331124",937,"V331124_L800_1_P.jpg","merged","L0800",TRUE,937,3486.6828,461.0864,0,0,0,1,308.3586,0,1,125.3555,0,9,5,18,12,5,139.169,2,362.6403,NA,0,581.5127,399.9125,361.0235,103.5761,762.4782,NA,NA,NA,NA,NA
"V331125",938,"V331125_L801_1_P.jpg","merged","L0801",TRUE,938,NA,NA,0,0,0,0,0,0,1,81.2219,0,0,0,0,0,NA,NA,0,NA,NA,0,172.154,420.1071,NA,154.8709,749.6519,NA,NA,NA,NA,NA
"V331126",939,"V331126_L802_1_P.jpg","merged","L0802",TRUE,939,4183.9407,500.6945,0,0,0,0,0,0,1,109.1788,0,9,6,17,11,4,122.3765,2,383.5205,NA,0,652.1963,549.2832,468.188,NA,661.8761,NA,NA,NA,NA,NA
"V331127",940,"V331127_L803_1_C.jpg","merged","L0803",TRUE,940,NA,476.5297,0,0,0,1,309.2329,0,1,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,131.4876,472.6309,352.9816,NA,754.6476,NA,NA,NA,NA,NA
"V331128",941,"V331128_L804_1_P.jpg","merged","L0804",TRUE,941,2832.2826,351.9174,0,0,0,0,0,0,1,76.8375,0,0,0,17,11,5,99.1817,0,NA,NA,0,174.5423,NA,NA,122.3765,744.8705,NA,NA,NA,NA,NA
"V331130",942,"V331130_L806_1_P.jpg","merged","L0806",TRUE,942,NA,320.4343,0,0,0,1,208.9258,0,1,102.6158,0,0,0,0,13,5,96.0469,0,NA,NA,0,136.1947,369.0122,315.0571,NA,742.0438,NA,NA,NA,NA,NA
"V331131",943,"V331131_L807_1_P.jpg","merged","L0807",TRUE,943,NA,348.4394,0,0,0,0,0,0,1,107.4151,0,0,0,0,0,5,97.6729,0,NA,NA,0,NA,523.9361,NA,123.5476,749.91,0,NA,NA,NA,NA
"V331132",944,"V331132_L808_1_C.jpg","merged","L0808",TRUE,944,NA,NA,0,0,0,0,0,0,1,112.3299,0,0,0,0,0,NA,NA,0,NA,NA,0,225.02,641.4109,NA,NA,627.0646,NA,NA,NA,NA,NA
"V331133",945,"V331133_L809_1_P.jpg","merged","L0809",TRUE,945,4576.9859,512.9132,0,0,0,0,0,0,1,132.9662,0,0,0,0,0,4,101.9804,2,302.3376,297.3214,0,664.1927,472.3558,365.1411,158.3919,736.7062,NA,NA,NA,NA,NA
"V331134",946,"V331134_L810_1_P.jpg","merged","L0810",TRUE,946,NA,494.2763,0,0,0,1,257.7382,0,1,123.0366,0,0,0,0,12,5,120.337,0,NA,NA,0,NA,NA,NA,231.7002,741.4917,0,NA,NA,NA,NA
"V331136",947,"V331136_L812_1_P.jpg","merged","L0812",TRUE,947,2843.6519,355.7704,0,0,0,0,0,0,1,150.2698,0,0,0,17,12,5,NA,2,297.6054,NA,0,472.2213,414.6951,444.2533,58.2495,750.6118,NA,NA,NA,NA,NA
"V331137",948,"V331137_L813_1_P.jpg","merged","L0813",TRUE,948,3677.0162,455.7479,0,0,0,0,0,0,1,NA,0,0,0,17,11,NA,NA,2,327.1452,NA,0,NA,NA,NA,105.6788,758.0712,NA,NA,NA,NA,NA
"V331138",949,"V331138_L814_1_P.jpg","merged","L0814",TRUE,949,3627.7685,472.366,0,0,0,0,0,0,1,115.8016,0,8,8,15,13,5,174.4133,0,NA,NA,0,188.9047,273.6421,420.2678,NA,735.7588,NA,NA,NA,NA,NA
"V331140",950,"V331140_L816_1_P.jpg","merged","L0816",TRUE,950,NA,579.5647,0,NA,1,0,NA,1,1,119.8874,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,731.9816,0,NA,NA,NA,NA
"V331142",954,"V331142_L818_1_C.jpg","merged","L0818",TRUE,954,NA,346.6542,0,0,0,0,0,0,1,108.3744,0,0,0,0,12,6,126.1428,2,244.9,NA,0,414.9663,270.15,332.0392,120.337,749.1655,NA,NA,NA,NA,NA
"V331143",955,"V331143_L819_1_P.jpg","merged","L0819",TRUE,955,NA,538.5168,0,0,0,0,NA,1,1,130.292,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,744.5267,0,NA,NA,NA,NA
"V331144",956,"V331144_L820_1_C.jpg","merged","L0820",TRUE,956,3363.6195,456.3676,0,0,0,0,0,0,1,108.3744,0,7,7,15,15,5,153.1176,0,NA,NA,0,198.2044,528.213,430.1314,129.9731,735.2999,NA,NA,NA,NA,NA
"V331145",957,"V331145_L821_1_P.jpg","merged","L0821",TRUE,957.5,NA,611.9107,0,0,0,1,150.26645,0,1,72.99315,0,8,5,0,0,6,193.0389,0,NA,NA,0,NA,NA,NA,228.1403,734.3024,0,NA,NA,NA,NA
"V331147",959,"V331147_L823_1_P.jpg","merged","L0823",TRUE,959,3237.8215,211.3011,0,0,0,0,0,0,1,97.3499,0,0,7,16,0,5,197.2258,0,NA,NA,0,NA,NA,NA,NA,734.2833,0,NA,NA,NA,NA
"V331150",962,"V331150_L826_2_P.jpg","merged","L0826",TRUE,962,NA,533.6838,0,NA,1,0,NA,1,1,104,0,0,0,0,0,NA,NA,2,338.5853,364.7246,0,733.4303,494.7727,NA,NA,754.0398,NA,NA,419.4,13722.87,13750
"V331151",963,"V331151_L827_1_P.jpg","merged","L0827",TRUE,963,3299.9072,469.0216,0,0,0,0,0,0,1,136.6236,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,397.2027,481.918,102.0441,745.7459,0,NA,NA,NA,NA
"V331153",966,"V331153_L829_1_P.jpg","merged","L0829",TRUE,966.5,2919.1697,372.2079,0,0,0,0,0,0,0,0,0,0,0,0,0,4,94.8262,0,NA,NA,0,NA,346.3409,260.2768,131.9394,741.2962,0,NA,NA,NA,NA
"V331154",968,"V331154_L830_1_P.jpg","merged","L0830",TRUE,968,NA,428.7346,0,0,0,0,0,0,1,109.2016,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,730.9726,0,NA,NA,NA,NA
"V331156",972,"V331156_L832_2_P.jpg","merged","L0832",TRUE,972,4135.7176,518.5863,0,0,0,1,230.7553,0,1,134.1044,0,7,7,17,13,5,118.1863,0,NA,NA,0,153.3101,370.5995,550.8539,205.9126,733.7902,NA,NA,NA,NA,NA
"V331157",973,"V331157_L833_1_P.jpg","merged","L0833",TRUE,973,NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,308.8041,NA,0,NA,NA,NA,NA,728.4065,NA,NA,NA,NA,NA
"V331158",974,"V331158_L834_1_P.jpg","merged","L0834",TRUE,974,NA,NA,0,0,0,0,NA,1,1,98.7927,0,0,0,0,0,NA,NA,0,NA,NA,0,196.652,NA,505.1574,NA,716.1006,NA,NA,NA,NA,NA
"V331159",975,"V331159_L835_1_C.jpg","merged","L0835",TRUE,975,5217.5753,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,200.5293,717.0439,0,NA,NA,NA,NA
"V331161",976,"V331161_L837_1_P.jpg","merged","L0837",TRUE,976,3790.9534,417.4439,0,0,0,1,252.2856,0,1,144.4991,0,0,0,0,0,5,113.7717,2,326.1656,NA,0,677.9971,444.7921,440.2545,113.1371,605.6005,NA,NA,NA,NA,NA
"V331162",977,"V331162_L838_1_P.jpg","merged","L0838",TRUE,977,NA,NA,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,134.4619,688.2906,NA,227.7543,607.2891,NA,NA,NA,NA,NA
"V331163",978,"V331163_L839_1_P.jpg","merged","L0839",TRUE,978,NA,460.4384,0,NA,1,1,268.6801,0,1,158.0917,0,8,7,18,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,717.7214,0,NA,NA,NA,NA
"V331165",982,"V331165_L841_1_P.jpg","merged","L0841",TRUE,982,NA,585.6384,0,0,0,0,0,0,1,105,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,717.6273,0,NA,NA,NA,NA
"V331166",983,"V331166_L842_1_P.jpg","merged","L0842",TRUE,983,NA,518.2576,0,0,0,1,302.688,0,1,132.4424,0,9,8,0,0,4,140.0714,0,NA,NA,0,190.1631,NA,NA,187.2779,735.3917,NA,NA,NA,NA,NA
"V331167",984,"V331167_L843_1_P.jpg","merged","L0843",TRUE,984,3864.383,443.6395,0,0,0,0,0,0,1,132.5443,0,0,0,17,10,4,168.8076,2,292.1096,NA,0,624,534.161,476.8731,195.3458,720.0444,NA,NA,NA,NA,NA
"V331169",985,"V331169_L845_2_P.jpg","merged","L0845",TRUE,985,3345.881,NA,1,197.6259,0,1,148.4857,0,1,NA,0,0,0,0,0,4,188.6796,0,NA,NA,0,340.6582,NA,NA,131.5751,725.1041,NA,NA,NA,NA,NA
"V331171",986,"V331171_L847_1_P.jpg","merged","L0847",TRUE,986,3752.2132,484.932,0,0,0,0,0,0,1,145.3823,0,8,0,0,11,5,192.3746,2,353.1345,345.8786,0,540.9473,585.6552,556.0576,200.4794,720.9438,NA,549.1,238.15,7853.466,8000
"V331172",987,"V331172_L848_1_P.jpg","merged","L0848",TRUE,987,NA,407.9632,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,319.7249,506.6754,100.2397,742.1051,0,387.75,399.5,13078.448,13250
"V331174",988,"V331174_L850_2_P.jpg","merged","L0850",TRUE,988,3216.878,419.6649,0,0,0,0,0,0,1,74.7262,0,6,0,16,12,4,104.9952,0,NA,NA,0,357.9944,438.6342,363.8901,136.2351,732.5681,NA,332.6,454.65,14864.365,15000
"V331175",989,"V331175_L851_1_C.jpg","merged","L0851",TRUE,989,3378.6577,430.8341,0,0,0,0,0,0,1,117.652,0,0,0,0,0,5,135.2997,2,NA,178.3928,0,562.57,425.9789,373.786,126.5701,722.5766,NA,530.4,256.85,8459.027,8500
"V331176",990,"V331176_L852_1_P.jpg","merged","L0852",TRUE,990,4085.324,553.3125,0,0,0,0,0,0,0,0,0,0,0,16,13,5,153.8831,2,257.1537,NA,0,566.0389,553.7508,454.1189,142.9405,715.0273,NA,530.4,256.85,8459.027,8500
"V331178",991,"V331178_L854_1_P.jpg","merged","L0854",TRUE,991,NA,NA,0,NA,1,0,NA,1,1,89.8999,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,718.0599,0,550.7,236.55,7801.654,8000
"V331179",992,"V331179_L855_1_P.jpg","merged","L0855",TRUE,992,NA,3940.8121,0,0,0,0,0,0,1,144.8862,0,7,7,15,11,6,164.195,2,NA,202.7807,0,588.0136,428.299,NA,202.3858,721.3876,NA,530.4,256.85,8459.027,8500
"V331180",993,"V331180_L857_1_P.jpg","merged","L0857",TRUE,993,NA,630.4838,0,0,0,0,0,0,1,158.2403,0,8,8,16,0,4,139.9428,0,NA,NA,0,769.1034,NA,NA,NA,736.0978,NA,473.7,313.55,10295.137,10500
"V331181",994,"V331181_L858_1_P.jpg","merged","L0858",TRUE,994,3703.2622,475.8564,0,0,0,0,0,0,1,101.1929,0,8,8,15,13,5,169.1863,0,NA,NA,0,652.1963,548.0584,484.1487,126.4911,708.4631,NA,530.9,256.35,8442.835,8500
"V331182",995,"V331182_L859_1_P.jpg","merged","L0859",TRUE,995,NA,368.1287,0,0,0,1,263.8977,0,1,136.0294,0,9,8,16,13,4,105,0,NA,NA,0,NA,NA,NA,NA,730.8002,0,369.45,417.8,13671.055,13750
"V331183",996,"V331183_L860_1_P.jpg","merged","L0860",TRUE,996,NA,NA,1,100.6578,0,1,287.3882,0,1,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,214.7091,522.18,477.2127,116.3787,737.3602,NA,369.25,418,13677.531,13750
"V331184",997,"V331184_L861_1_P.jpg","merged","L0861",TRUE,997,4057.6722,NA,0,0,0,1,349.4453,0,1,150.9437,0,0,0,0,12,5,163.2176,0,NA,NA,0,136.5284,NA,513.2641,190.5361,721.8753,NA,390.35,396.9,12994.252,13000
"V331185",998,"V331185_L862_1_P.jpg","merged","L0862",TRUE,998.5,4144.5193,490.145,0,0,0,1,179.7999,0,1,0,0,0,0,0,0,0,NA,2,459.913,444.5582,0,785.8855,440.1091,440.4543,113.842,724.1768,NA,548.8,238.45,7863.181,8000
"V331186",1000,"V331186_L863_1_P.jpg","merged","L0863",TRUE,1000,NA,401.8607,0,0,0,0,0,0,1,89.4986,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,737.1764,0,435.6,351.65,11528.926,11750
"V331187",1001,"V331187_L864_1_P.jpg","merged","L0864",TRUE,1001,NA,NA,0,0,0,0,0,0,1,99.8599,0,0,0,0,0,NA,NA,2,315.3569,NA,0,649.3458,311.8269,NA,NA,736.1746,NA,436.6,350.65,11496.543,11500
"V331188",1002,"V331188_L865_1_P.jpg","merged","L0865",TRUE,1002,NA,NA,0,NA,1,0,NA,1,1,138.7155,0,0,0,0,0,NA,NA,2,345.7817,NA,0,NA,NA,NA,NA,728.2342,NA,532.7,254.55,8384.546,8500
"V331189",1003,"V331189_L866_1_P.jpg","merged","L0866",TRUE,1003,3440.317,444.0426,0,0,0,0,0,0,1,111,0,9,7,17,12,5,163.7681,2,300.2699,277.982,0,472.3262,470.1968,453.9824,105.6835,722.0222,NA,553,234.25,7727.173,7750
"V331190",1004,"V331190_L867_1_P.jpg","merged","L0867",TRUE,1004.5,4316.3132,NA,0,0,0,0,0,0,1,53.8145,0,8,8,0,0,5,195.059,0,NA,NA,0,NA,588.9244,466.4762,243.836,736.5324,0,375.25,412,13483.234,13500
"V331191",1006,"V331191_L868_1_P.jpg","merged","L0868",TRUE,1006,NA,404.7058,0,0,0,0,0,0,1,78.5175,0,0,0,0,0,4,99,0,NA,NA,0,NA,435.0931,389.0758,158.3193,722.259,0,391.3,395.95,12963.488,13000
"V331192",1007,"V331192_L869_1_P.jpg","merged","L0869",TRUE,1007,NA,553.8625,0,NA,1,1,262.084,0,1,139.3126,0,7,5,16,9,NA,NA,0,NA,NA,0,550.9701,NA,NA,NA,726.3828,NA,532.7,254.55,8384.546,8500
"V331193",1008,"V331193_L870_1_P.jpg","merged","L0870",TRUE,1008,NA,439.4938,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,NA,308.4153,0,521.8582,440.2908,NA,208.8061,741.7277,NA,436.1,351.15,11512.734,11750
"V331194",1009,"V331194_L871_1_P.jpg","merged","L0871",TRUE,1009,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,0,NA,NA,0,510.6545,627.5795,676.7924,NA,712.0449,NA,476.8,310.45,10194.75,10250
"V331195",1010,"V331195_L872_1_P.jpg","merged","L0872",TRUE,1010,NA,465.9077,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,748.8444,0,388.35,398.9,13059.018,13250
"V331196",1011,"V331196_L873_1_P.jpg","merged","L0873",TRUE,1011,3633.2355,NA,0,0,0,0,0,0,1,148,0,8,10,15,10,4,147.5127,2,347.2866,329.5573,0,597.381,539.4071,473.7763,148.4857,712.7749,NA,553,234.25,7727.173,7750
"V331197",1012,"V331197_L874_1_P.jpg","merged","L0874",TRUE,1012.5,NA,500.1214,0,0,0,1,117.3648,0,1,0,0,0,0,0,0,6,133.2216,2,NA,300.5545,0,516.7059,392.5876,372.7734,129.244,720.556,0,532.7,254.55,8384.546,8500
"V331198",1014,"V331198_L875_1_P.jpg","merged","L0875",TRUE,1014,2963.8133,369.0749,0,0,0,0,0,0,1,123.3288,0,8,8,17,12,4,104.1393,2,272.472,256.2674,0,452.5925,414.0109,362.8016,83.3547,731.0404,NA,550.2,237.05,7817.845,8000
"V331199",1015,"V331199_L876_1_P.jpg","merged","L0876",TRUE,1015,3759.7702,424.3185,0,0,0,1,255.5621,0,1,101.2719,0,0,0,18,0,5,137.4627,2,NA,NA,0,547.2988,360.1999,456.0702,130.2306,712.0449,NA,532.7,254.55,8384.546,8500
"V331200",1016,"V331200_L877_1_P.jpg","merged","L0877",TRUE,1016,NA,NA,0,0,0,0,0,0,1,75,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,64.1327,723.5226,0,NA,NA,NA,NA
"V331201",1017,"V331201_L878_1_P.jpg","merged","L0878",TRUE,1017,4380.9351,555.998,0,0,0,0,0,0,1,64.4981,0,7,5,15,0,5,140.684,0,NA,NA,0,402.5916,520.5536,423.7924,114.5426,717.1164,NA,532.7,254.55,8384.546,8500
"V331202",1018,"V331202_L879_1_P.jpg","merged","L0879",TRUE,1018,NA,NA,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,420.1354,453.1627,420.5605,98.5675,708.6336,NA,370.75,416.5,13628.957,13750
"V331203",1019,"V331203_L880_2_P.jpg","merged","L0880",TRUE,1019,NA,430.9163,0,0,0,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,492.2195,470.9236,NA,732.5224,0,370.35,416.9,13641.91,13750
"V331204",1020,"V331204_L881_1_P.jpg","merged","L0881",TRUE,1020,NA,394.8941,1,157.2895,0,1,255.5152,0,1,121.8524,0,0,0,0,13,5,168.428,2,300.1466,331.0589,0,509.3722,418.9511,355.494,141.7604,735.701,NA,550.6,236.65,7804.892,8000
"V331205",1022,"V331205_L883_1_P.jpg","merged","L0883",TRUE,1022,NA,292.5115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,127.0118,294.4622,246.9413,NA,750.9407,0,385.25,402,13159.405,13250
"V331206",1023,"V331206_L884_1_P.jpg","merged","L0884",TRUE,1023,3841.7434,461.4669,0,0,0,0,0,0,1,126.4911,0,7,7,17,12,4,249.5756,2,332.0241,364.7904,0,618.2944,564.0142,515.3795,139.9428,746.5012,NA,551.4,235.85,7778.986,8000
"V331207",1024,"V331207_L885_1_P.jpg","merged","L0885",TRUE,1024,NA,NA,0,0,0,0,0,0,1,99.7246,0,0,0,0,0,4,90.2497,0,NA,NA,0,NA,373.0268,312.7059,75.7166,734.8041,0,371.15,416.1,13616.004,13750
"V331208",1025,"V331208_L886_1_P.jpg","merged","L0886",TRUE,1025,3170.1839,425.2181,1,104.0096,0,1,NA,0,1,135.5323,0,8,9,17,14,5,104.7855,0,NA,NA,0,465.8122,377.8095,384.246,100.8018,742.8923,NA,385.85,401.4,13139.975,13250
"V331210",1028,"V331210_L888_1_P.jpg","merged","L0888",TRUE,1028,NA,601.6754,0,NA,1,0,NA,1,1,220.6173,0,9,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,740.3891,0,385.65,401.6,13146.452,13250
"V331211",1029,"V331211_L889_1_P.jpg","merged","L0889",TRUE,1029,NA,547.1663,0,0,0,0,NA,1,1,207.0869,0,11,8,0,10,NA,NA,0,NA,NA,0,230.9026,680.2066,NA,NA,730.1349,NA,386.95,400.3,13104.354,13250
"V331212",1030,"V331212_L890_1_P.jpg","merged","L0890",TRUE,1030,NA,601.8036,0,0,0,0,0,0,0,0,0,0,0,0,0,5,228.5607,0,NA,NA,0,NA,730.7749,NA,189.6945,733.7575,0,374.05,413.2,13522.093,13750
"V331213",1031,"V331213_L891_1_P.jpg","merged","L0891",TRUE,1031,4489.7501,548.8984,0,0,0,1,224.0357,0,1,124.1934,0,10,8,14,12,5,175.7271,0,NA,NA,0,NA,449.8,461.7359,172.3253,734.2588,0,368.95,418.3,13687.246,13750
"V331214",1032,"V331214_L892_1_C.jpg","merged","L0892",TRUE,1032,NA,379.3512,0,0,0,1,241.2343,0,1,98.9545,0,6,6,0,0,5,145.1516,0,NA,NA,0,273.1977,420.6852,NA,135.665,739.0298,NA,368.45,418.8,13703.438,13750
"V331215",1033,"V331215_L893_1_P.jpg","merged","L0893",TRUE,1033,NA,381.7703,1,196.9772,0,1,350.2014,0,1,143.2794,0,7,6,0,12,7,125.9286,2,NA,278.3379,0,491.9726,325.5104,515.9738,169.9441,741.1518,NA,494.7,292.55,9615.096,9750
"V331217",1036,"V331217_L895_1_C.jpg","merged","L0895",TRUE,1036,NA,NA,0,0,0,0,0,0,1,80.4984,0,0,0,0,0,NA,NA,2,315.4299,320.6556,0,586.1945,NA,420.1381,125.2517,739.3105,NA,557.3,229.95,7587.927,7750
"V331218",1037,"V331218_L896_1_P.jpg","merged","L0896",TRUE,1037,NA,NA,0,0,0,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,154.4021,637.9091,594.2255,NA,760.8206,NA,473.6,313.65,10298.375,10500
"V331219",1038,"V331219_L897_1_P.jpg","merged","L0897",TRUE,1038,2457.6574,326.7181,0,0,0,0,0,0,1,108.6646,0,0,0,17,10,4,141.5097,0,NA,NA,0,115.8792,378.2975,NA,90.05,747.1205,NA,475.8,311.45,10227.133,10250
"V331221",1041,"V331221_L899_1_P.jpg","merged","L0899",TRUE,1041,NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,NA,419.4532,0,665.8175,610.0631,393.7321,NA,727.2757,NA,532.5,254.75,8391.023,8500
"V331222",1042,"V331222_L900_1_P.jpg","merged","L0900",TRUE,1042,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,0,NA,NA,0,129.6919,392.734,370.5671,106,732.6991,NA,370.35,416.9,13641.91,13750
"V331224",1045,"V331224_L902_1_P.jpg","merged","L0902",TRUE,1045,2620.6087,323.0276,1,134.1641,0,1,295.1152,0,1,133.2554,0,7,6,19,0,4,118.1863,0,NA,NA,0,176.4908,501.3232,375.012,98.6813,711.3543,NA,369.75,417.5,13661.34,13750
"V331225",1046,"V331225_L903_1_P.jpg","merged","L0903",TRUE,1046,NA,387.0918,0,0,0,0,0,0,1,78.7464,0,0,0,0,0,4,159.706,2,292.8652,NA,0,455.2296,484.8226,367.0436,128.1601,728.0549,NA,476,311.25,10220.657,10250
"V331226",1047,"V331226_L904_1_P.jpg","merged","L0904",TRUE,1047,3000.0855,350.1772,0,0,0,1,261.1551,0,1,106.3203,0,9,8,19,13,4,150.7481,2,328.6883,316.4253,0,678.6435,324.6798,334.994,124.3101,626.3609,NA,556.3,230.95,7620.309,7750
"V331227",1048,"V331227_L905_1_P.jpg","merged","L0905",TRUE,1048.5,3279.1112,444.7964,0,0,0,1,127.6411,0,1,43.18855,0,0,0,18,13,5,123.1463,2,NA,330.1636,0,451.2084,466.4011,237.9286,83.3547,720.7808,NA,551.6,235.65,7772.509,8000
"V331229",1050,"V331229_L907_1_P.jpg","merged","L0907",TRUE,1050,NA,NA,0,0,0,0,0,0,1,85.9069,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,127.5617,717.5082,0,370.75,416.5,13628.957,13750
"V331231",1051,"V331231_L909_1_P.jpg","merged","L0909",TRUE,1051,NA,452.1846,0,0,0,0,0,0,1,88.5438,0,8,6,0,0,4,NA,0,NA,NA,0,113.2078,441.2709,436.715,NA,636.704,NA,436.5,350.75,11499.781,11500
"V331233",1052,"V331233_L911_1_C.jpg","merged","L0911",TRUE,1052,NA,3096.993,0,0,0,0,0,0,1,89.8888,0,0,0,0,0,NA,NA,2,294.2924,NA,0,430.1628,378.5657,505.1574,160.8975,712.7187,NA,556.3,230.95,7620.309,7750
"V331234",1053,"V331234_L912_1_P.jpg","merged","L0912",TRUE,1053,1394.8262,189.533,0,0,0,0,0,0,1,72.2772,0,9,7,17,13,5,43.4166,0,NA,NA,0,NA,134.0821,199.4618,NA,724.8676,0,477.1,310.15,10185.035,10250
"V331235",1054,"V331235_L913_1_P.jpg","merged","L0913",TRUE,1054,NA,342.7494,0,0,0,1,117.0385,0,1,78.7464,0,6,7,17,12,4,108.0417,0,NA,NA,0,150.03,NA,311.1913,NA,718.68,NA,368.25,419,13709.914,13750
"V331236",1055,"V331236_L914_1_C.jpg","merged","L0914",TRUE,1055.5,4151.4628,NA,0,0,0,0,0,0,1,62.03225,0,0,0,0,0,4,124.5793,0,NA,NA,0,NA,476.957,NA,NA,709.907,0,390.25,397,12997.49,13000
"V331237",1057,"V331237_L915_1_P.jpg","merged","L0915",TRUE,1057,NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,355.4209,328.8662,0,NA,NA,465.9667,NA,726.0558,NA,531.7,255.55,8416.929,8500
