"fish_id","n","ID","part_type","bin","merged","X","SL","CAV","MDS1","DS1","MDS1NA","MDS2","DS2","MDS2NA","MDS3","DS3","MDS3NA","MDF","MAF","MCV","MAV","MPT","LPT","MPSP","PSP.L","PSP.R","MPSPNA","TPG","ECT","CLE","PMX","Scale_10mm","PGNA","CSTRAT","ISTRAT","YEAR","INT"
"V330388",10,"V330388_L28_1_P.jpg","merged","L0028",TRUE,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,701.5412,0,NA,NA,NA,NA
"V330391",13,"V330391_L31_1_P.jpg","merged","L0031",TRUE,13,4748.5864,566.9275,0,0,0,0,0,0,0,0,0,10,8,17,12,4,130.0615,0,NA,NA,0,NA,647.299,608.9105,102.489,689.362,0,469.85,317.4,10419.811,10500
"V330395",16,"V330395_L35_1_P.jpg","merged","L0035",TRUE,16,3080.1558,332.9897,1,NA,0,0,0,0,1,94.8683,0,9,8,18,11,4,218.0826,0,NA,NA,0,NA,387.1034,303.0891,57.3487,694.1458,0,486.7,300.55,9874.159,10000
"V330404",34,"V330404_L44_1_P.jpg","merged","L0044",TRUE,34.5,3692.0494,474.6936,0,0,0,0,0,0,1,66.7083,0,8,7,16,11,6,109.1788,2,287.1237,NA,0,681.5541,620.6319,NA,130.384,702.5667,0,510.9,276.35,9090.493,9250
"V330447",52,"V330447_L87_1_P.jpg","merged","L0087",TRUE,52,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,700.5826,1,NA,NA,NA,NA
"V330461",63,"V330461_L101_1_P.jpg","merged","L0101",TRUE,63,NA,NA,0,0,0,0,0,1,0,107.8703,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,719.9806,0,247.5,539.75,17620.15,17750
"V330480",86,"V330480_L120_1_P.jpg","merged","L0120",TRUE,87.5,NA,476.8604,0,0,0,0,0,0,0,0,0,0,0,16,12,0,NA,0,NA,NA,0,550.1309,612.0163,NA,192.333,708.0113,0,411.6,375.65,12306.115,12500
"V330488",97,"V330488_L130_1_P.jpg","merged","L0130",TRUE,97,NA,540.0207,0,0,0,0,0,0,1,163.2176,0,0,0,0,0,5,149.3452,0,NA,NA,0,NA,632.5694,596.8584,NA,720.8994,0,427.85,359.4,11779.893,12000
"V330489",98,"V330489_L131_1_P.jpg","merged","L0131",TRUE,98,2782.6306,330.8426,0,0,0,0,0,0,1,109.2016,0,9,8,17,12,4,138,0,NA,NA,0,120.1499,354,388.2074,61.8466,707.2652,NA,351.5,435.75,14252.328,14500
"V330499",116,"V330499_L141_1_P.jpg","merged","L0141",TRUE,116,3781.8436,489.7141,0,0,0,1,201.598,0,0,NA,1,8,7,16,12,6,171.9448,2,330.8904,NA,0,488.8988,NA,610.5443,63.8679,691.575,NA,413.4,373.85,12247.826,12250
"V330500",117,"V330500_L142_1_P.jpg","merged","L0142",TRUE,117.5,NA,448.6477,0,0,0,0,0,0,0,0,0,0,0,0,0,4,79.2591,0,NA,NA,0,189.4756,588.6731,563.0497,135.8308,722.5206,0,355.8,431.45,14113.081,14250
"V330504",122,"V330504_L146_1_P.jpg","merged","L0146",TRUE,122,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,686.1873,0,323.3,463.95,15165.526,15250
"V330510",127,"V330510_L152_1_C.jpg","merged","L0152",TRUE,127,2937.8824,354.8383,0,0,0,0,0,0,1,85.9069,0,7,8,17,13,4,131.2136,0,NA,NA,0,115.8016,355.2689,351.8707,126.0357,726.731,NA,326.8,460.45,15052.185,15250
"V330511",128,"V330511_L153_1_C.jpg","merged","L0153",TRUE,128,3165.4533,415.654,0,0,0,0,0,0,0,0,0,10,8,18,13,5,109.0367,0,NA,NA,0,164.0152,503.607,395.3859,78.5175,711.4049,NA,343.4,443.85,14514.629,14750
"V330516",131,"V330516_L158_1_C.jpg","merged","L0158",TRUE,131,NA,479.8632,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72.308,0,NA,NA,0,NA,NA,NA,NA,711.3101,0,341.4,445.85,14579.395,14750
"V330518",132,"V330518_L160_1_P.jpg","merged","L0160",TRUE,132,3068.5866,362.1654,0,0,0,1,228.0351,1,0,128.0625,0,7,7,18,13,NA,NA,0,NA,NA,0,116.0172,324.5489,248.8453,NA,717.0077,NA,308.25,479,15652.888,15750
"V330521",133,"V330521_L163_1_C.jpg","merged","L0163",TRUE,133,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,189.5943,591.6164,520.0481,NA,702.1602,NA,326.5,460.75,15061.9,15250
"V330522",134,"V330522_L164_1_P.jpg","merged","L0164",TRUE,134.5,NA,426.1626,0,0,0,1,125.39935,0,0,0,1,0,0,0,0,4,NA,0,NA,NA,0,183.5211,NA,NA,NA,700.0357,0,325.7,461.55,15087.807,15250
"V330523",137,"V330523_L166_1_P.jpg","merged","L0166",TRUE,137,2125.586,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,94.255,239.8833,222.5039,57.7235,701.6438,0,325.9,461.35,15081.33,15250
"V330527",142,"V330527_L171_1_P.jpg","merged","L0171",TRUE,142,NA,NA,0,NA,1,0,NA,1,0,NA,1,8,7,18,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,712.4044,0,336.4,450.85,14741.31,14750
"V330528",143,"V330528_L172_2_C.jpg","merged","L0172",TRUE,143,NA,351.3761,0,0,0,1,121.3425,0,1,102.1763,0,0,0,0,13,5,106.066,0,NA,NA,0,161.5549,463.6432,330.4088,69.5845,696.6204,NA,NA,NA,NA,NA
"V330532",144,"V330532_L176_1_P.jpg","merged","L0176",TRUE,144,4750.4884,613.476,0,0,0,1,289.8068,1,1,163.878,0,8,8,15,11,6,186.8689,0,NA,NA,0,214.4108,675.4732,NA,231.6031,726.0992,NA,329.9,457.35,14951.798,15000
"V330537",156,"V330537_L181_1_P.jpg","merged","L0181",TRUE,156,NA,601.2616,0,0,0,0,0,0,1,139.3126,0,9,0,0,14,NA,NA,0,NA,NA,0,212.3017,535.8358,601.3319,216.1481,700.1828,NA,330.3,456.95,14938.845,15000
"V330539",159,"V330539_L184_1_C.jpg","merged","L0184",TRUE,159,NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,728,0,351.2,436.05,14262.043,14500
"V330545",164,"V330545_L190_1_P.jpg","merged","L0190",TRUE,164,NA,336.943,0,0,0,0,0,0,1,105.6788,0,0,0,0,0,NA,NA,0,NA,NA,0,110.0727,NA,NA,NA,698.9278,NA,330.3,456.95,14938.845,15000
"V330547",165,"V330547_L192_1_P.jpg","merged","L0192",TRUE,165.5,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,346.2369,449.7199,0,586.5978,NA,NA,NA,735.1653,0,351.2,436.05,14262.043,14500
"V330554",171,"V330554_L200_1_C.jpg","merged","L0200",TRUE,171,NA,450.8288,0,0,0,1,197.9091,0,1,134.1641,0,7,6,16,11,6,135.0333,0,NA,NA,0,167.3559,538.5731,357.8058,NA,699.1223,NA,350.6,436.65,14281.472,14500
"V330556",175,"V330556_L202_1_P.jpg","merged","L0202",TRUE,175,NA,544.4902,0,0,0,0,0,0,1,147.7329,0,0,0,0,12,4,145.5232,0,NA,NA,0,182.1867,572.7565,394.4629,176.5673,715.8191,NA,350.1,437.15,14297.664,14500
"V330564",191,"V330564_L213_1_P.jpg","merged","L0213",TRUE,191,NA,360.7634,0,0,0,0,0,0,1,71.4703,0,0,0,0,0,NA,NA,0,NA,NA,0,122.4091,268.9015,290.682,62.6418,710.5519,NA,345.9,441.35,14433.672,14500
"V330573",209,"V330573_L222_1_P.jpg","merged","L0222",TRUE,209.5,3275.5979,409.2483,0,0,0,0,0,0,0,0,0,0,0,0,0,4,106.5317,0,NA,NA,0,NA,432.3852,NA,108.1665,702.5895,0,96.15,691.1,22521.302,22750
"V330574",211,"V330574_L223_1_P.jpg","merged","L0223",TRUE,211,NA,NA,0,0,0,0,0,0,0,0,0,9,10,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,705.2744,0,93.45,693.8,22608.736,22750
"V330575",212,"V330575_L224_1_P.jpg","merged","L0224",TRUE,212.5,NA,522.8476,0,0,0,0,0,0,0,0,0,9,11,17,0,5,109.4897,0,NA,NA,0,NA,NA,NA,NA,728.3763,0,356.7,430.55,14083.937,14250
"V330576",215,"V330576_L225_1_P.jpg","merged","L0225",TRUE,215,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,97.949,731.225,0,96.35,690.9,22514.825,22750
"V330577",216,"V330577_L226_1_P.jpg","merged","L0226",TRUE,216,2783.9163,340.4082,0,0,0,0,0,0,1,110.1454,0,10,7,18,13,5,110.1454,0,NA,NA,0,138.2932,399.89,381.1889,96.0469,711.1076,NA,334.1,453.15,14815.79,15000
"V330581",222,"V330581_L230_1_P.jpg","merged","L0230",TRUE,222,NA,550.3356,0,0,0,0,0,0,0,0,0,0,0,0,0,5,144.2221,0,NA,NA,0,175.4537,636.2012,608.4866,NA,734.7925,NA,344.8,442.45,14469.293,14500
"V330584",226,"V330584_L283_1_P.jpg","merged","L0283",TRUE,226,4643.3186,599.7169,0,0,0,0,0,0,1,120.5985,0,8,9,17,11,5,108.6646,0,NA,NA,0,166.3731,604.053,612.8882,224.8911,704.5566,NA,351.6,435.65,14249.089,14250
"V330586",229,"V330586_L237_1_P.jpg","merged","L0237",TRUE,229,3141.4255,416.7743,0,0,0,0,0,0,1,67.4166,0,9,7,0,0,4,NA,0,NA,NA,0,NA,420.1071,NA,131.8977,712.0688,0,93.85,693.4,22595.782,22750
"V330587",230,"V330587_L238_1_P.jpg","merged","L0238",TRUE,230,3045.9235,402.4831,0,0,0,1,280.1428,0,1,155.7691,0,8,7,17,11,5,162.2498,0,NA,NA,0,NA,312.5188,NA,78,721.2302,0,345,442.25,14462.817,14500
"V330589",234,"V330589_L240_1_P.jpg","merged","L0240",TRUE,234.5,3525.6545,458.2601,0,0,0,0,0,0,1,39.8497,0,0,0,19,11,3,183.5211,0,NA,NA,0,NA,340.5877,489.5386,75.4718,700.4113,0,97.85,689.4,22466.251,22500
"V330590",237,"V330590_L241_1_P.jpg","merged","L0241",TRUE,237,NA,520.7012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,720.3999,0,342.3,444.95,14550.25,14750
"V330593",244,"V330593_L244_1_C.jpg","merged","L0244",TRUE,244,3840.1949,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,688,0,90.85,696.4,22692.931,22750
"V330594",246,"V330594_L245_1_P.jpg","merged","L0245",TRUE,246,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,78.9177,728.0549,0,108.25,679,22129.469,22250
"V330598",249,"V330598_L249_1_P.jpg","merged","L0249",TRUE,249,2745.6671,351.6829,0,0,0,1,292.2499,0,1,152.7645,0,0,0,19,11,4,97.6729,0,NA,NA,0,NA,379.5208,395.0557,107.3313,705.0511,0,353.1,434.15,14200.515,14250
"V330599",250,"V330599_L250_1_P.jpg","merged","L0250",TRUE,250,NA,NA,0,0,0,0,0,0,1,121.6553,0,0,0,0,0,4,124.1934,0,NA,NA,0,NA,NA,NA,116.8247,722.0416,0,109.25,678,22097.086,22250
"V330606",261,"V330606_L257_1_P.jpg","merged","L0257",TRUE,261.5,NA,497.5689,0,0,1,0,0,1,1,65.1153,0,10,9,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,723.1072,0,94.55,692.7,22573.114,22750
"V330608",265,"V330608_L259_1_P.jpg","merged","L0259",TRUE,265,2274.3819,299.2981,0,0,0,0,0,0,1,91.0934,0,0,0,0,0,4,75.8947,0,NA,NA,0,NA,320.0312,323.6943,51.264,696.685,0,100.85,686.4,22369.102,22500
"V330609",266,"V330609_L260_1_P.jpg","merged","L0260",TRUE,266,NA,NA,1,165.7468,0,1,247.3863,0,1,136.8211,0,0,0,0,0,NA,NA,2,NA,NA,0,NA,NA,NA,NA,670.3432,0,358.6,428.65,14022.409,14250
"V330611",269,"V330611_L262_1_P.jpg","merged","L0262",TRUE,269.5,2685.0151,NA,0,0,0,0,0,0,1,51.08815,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,704.7957,0,99.45,687.8,22414.438,22500
"V330616",280,"V330616_L267_2_P.jpg","merged","L0267",TRUE,280,3455.4249,NA,0,0,0,0,0,0,1,145.561,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,201.3579,714.7433,0,NA,NA,NA,NA
"V330619",283,"V330619_L270_1_P.jpg","merged","L0270",TRUE,283,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,309.076,390,80.6226,726.9938,0,353.9,433.35,14174.609,14250
"V330621",288,"V330621_L272_1_P.jpg","merged","L0272",TRUE,288,NA,NA,0,0,0,0,0,0,1,131.5751,0,0,0,0,0,5,105.2236,0,NA,NA,0,NA,NA,NA,NA,688.9761,0,356.9,430.35,14077.46,14250
"V330622",289,"V330622_L273_1_P.jpg","merged","L0273",TRUE,289,NA,751.9444,0,0,0,0,0,0,1,134.4619,0,0,0,0,11,5,117.0982,0,NA,NA,0,246.7387,522.2107,541.4795,NA,708.5309,NA,99.15,688.1,22424.153,22500
"V330623",290,"V330623_L274_1_P.jpg","merged","L0274",TRUE,290,2907.3034,360.4053,0,0,0,0,0,0,1,91.4822,0,0,0,0,0,5,83.9345,0,NA,NA,0,NA,426.7552,374.7746,87.367,713.3309,0,109.45,677.8,22090.609,22250
"V330624",291,"V330624_L276_1_P.jpg","merged","L0276",TRUE,291,NA,561.4508,0,0,0,0,0,0,1,102.2155,0,0,0,17,10,4,104.69,0,NA,NA,0,NA,456.2806,302.6549,NA,716.0112,0,109.45,677.8,22090.609,22250
"V330625",292,"V330625_L277_1_P.jpg","merged","L0277",TRUE,292,NA,557.9066,0,0,0,0,0,0,0,0,0,0,0,0,0,3,239.3658,0,NA,NA,0,NA,NA,NA,125.6025,716.0447,0,91.05,696.2,22686.455,22750
"V330627",293,"V330627_L280_1_P.jpg","merged","L0280",TRUE,293,NA,651.8356,0,0,0,0,0,0,1,140.6165,0,8,7,17,0,NA,147.1224,0,NA,NA,0,NA,NA,NA,NA,708.1589,0,92.75,694.5,22631.404,22750
"V330628",294,"V330628_L281_2_P.jpg","merged","L0281",TRUE,294.5,4348.6716,603.7732,0,0,0,0,0,0,1,144.4991,0,0,0,0,0,5,130.2306,0,NA,NA,0,NA,538.8581,538.5908,124.964,712.8759,0,NA,NA,NA,NA
"V330633",301,"V330633_L287_1_P.jpg","merged","L0287",TRUE,301,NA,371.0082,0,0,0,0,0,0,1,136.4588,0,0,0,16,9,4,93.1933,0,NA,NA,0,NA,NA,NA,NA,703.0505,0,356.7,430.55,14083.937,14250
"V330634",303,"V330634_L288_1_P.jpg","merged","L0288",TRUE,303,NA,520.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,138.1304,561.2005,464.6127,NA,699.7785,0,109.45,677.8,22090.609,22250
"V330635",304,"V330635_L289_1_P.jpg","merged","L0289",TRUE,304,3028.6826,447.9802,0,0,0,1,257.6199,0,1,114.5426,0,7,5,16,10,5,131.9394,0,NA,NA,0,117.6435,388.0206,354.2654,96.1665,710.1549,NA,346.1,441.15,14427.195,14500
"V330636",305,"V330636_L290_1_C.jpg","merged","L0290",TRUE,305,NA,NA,0,0,0,0,0,0,1,121.4907,0,0,0,17,12,4,121.5648,0,NA,NA,0,NA,411.9624,NA,NA,750.18,0,338.1,449.15,14686.259,14750
"V330638",309,"V330638_L292_1_P.jpg","merged","L0292",TRUE,309,2832.5803,360.047,0,0,0,0,0,0,1,112.0089,0,9,8,17,12,5,99.7246,0,NA,NA,0,187.1096,NA,NA,144.8102,665.4457,NA,348.1,439.15,14362.43,14500
"V330640",312,"V330640_L294_1_P.jpg","merged","L0294",TRUE,312,2385.1434,267.1655,0,0,0,0,0,0,1,124.7798,0,0,0,0,0,3,88.2836,0,NA,NA,0,NA,333.054,302.6434,73.7902,692.4868,0,89.75,697.5,22728.552,22750
"V330641",313,"V330641_L295_1_C.jpg","merged","L0295",TRUE,313,2704.3997,381.1498,0,0,0,0,0,0,1,93.4345,0,8,7,17,9,5,110.0227,0,NA,NA,0,NA,NA,NA,72.5603,699.0579,0,89.15,698.1,22747.982,22750
"V330642",314,"V330642_L296_1_P.jpg","merged","L0296",TRUE,314,4326.4623,491.5301,0,0,0,1,305.1819,1,1,NA,0,9,8,18,10,4,116.619,0,NA,NA,0,160,549.2832,610.7569,187.3606,660.63,NA,94.05,693.2,22589.306,22750
"V330643",315,"V330643_L297_2_P.jpg","merged","L0297",TRUE,315,2788.8853,358.6178,0,0,0,0,0,0,1,75.1798,0,8,7,18,12,4,163.878,0,NA,NA,0,NA,348.8911,283.5913,36.1248,705.9759,0,NA,NA,NA,NA
"V330645",319,"V330645_L299_1_P.jpg","merged","L0299",TRUE,319,2842.17,353.2299,0,0,0,0,0,0,1,85.8021,0,0,0,0,0,4,121.8236,0,NA,NA,0,147.489,459.627,NA,100.5783,669.9142,NA,93.65,693.6,22602.259,22750
"V330646",320,"V330646_L300_2_P.jpg","merged","L0300",TRUE,320,NA,592.0369,0,0,0,0,0,0,1,113.1371,0,8,9,17,13,6,98.7927,0,NA,NA,0,NA,494.6595,628.0127,NA,679.1171,0,NA,NA,NA,NA
"V330647",321,"V330647_L301_1_P.jpg","merged","L0301",TRUE,321.5,NA,576.3952,0,0,0,0,0,0,0,26.68335,0,0,0,0,11,4,116,0,NA,NA,0,164,651.2265,NA,196.8146,683.5671,0,89.75,697.5,22728.552,22750
"V330648",323,"V330648_L302_1_P.jpg","merged","L0302",TRUE,323,NA,331.4875,0,0,0,0,0,0,1,69.0652,0,0,0,0,0,4,99.4082,0,NA,NA,0,NA,335.4773,384.0469,112.45,666.277,0,93.05,694.2,22621.689,22750
"V330650",326,"V330650_L304_1_P.jpg","merged","L0304",TRUE,326,4344.4711,494.349,0,0,0,1,328,0,1,164.1463,0,0,0,0,0,4,138.1593,0,NA,NA,0,235.491,451.0078,516.9913,141.8732,704.284,NA,341,446.25,14592.348,14750
"V330654",329,"V330654_L308_1_P.jpg","merged","L0308",TRUE,329,NA,477.6182,0,0,0,0,0,0,1,130.7823,0,0,0,0,0,4,125.2198,0,NA,NA,0,393.304,437.9589,500.3839,172.6963,662.0816,NA,95.95,691.3,22527.778,22750
"V330655",330,"V330655_L309_1_P.jpg","merged","L0309",TRUE,330.5,4289.0536,453.9842,0,0,0,1,124.01615,0,1,71.0211,1,9,6,16,8,5,136,0,NA,NA,0,154.5574,499.4717,388.3298,116.8247,665.2037,0,346.9,440.35,14401.289,14500
"V330656",332,"V330656_L310_1_P.jpg","merged","L0310",TRUE,332.5,3916.2451,467.9892,0,0,0,0,0,0,1,64.77655,0,8,6,18,10,3,221.8468,0,NA,NA,0,180.7097,476.0672,517.8726,104.69,669.0531,0,345.5,441.75,14446.625,14500
"V330658",337,"V330658_L312_1_C.jpg","merged","L0312",TRUE,337,NA,374.6619,0,0,0,0,0,0,1,101.9117,0,8,7,16,14,5,91.4385,0,NA,NA,0,140.0714,NA,NA,NA,681.1057,NA,348.6,438.65,14346.238,14500
"V330659",338,"V330659_L313_1_C.jpg","merged","L0313",TRUE,338,2537.1736,342.7971,0,0,0,0,0,0,1,128.1601,0,9,8,17,13,4,129.0349,0,NA,NA,0,113.842,288.9516,277.4311,102,681.0066,NA,336.3,450.95,14744.548,14750
"V330660",339,"V330660_L314_2_P.jpg","merged","L0314",TRUE,339,2974.3854,379.6502,0,0,0,0,0,0,1,133.2066,0,10,8,15,12,5,109.252,0,NA,NA,0,134.4619,NA,306.6203,95.4149,684.0468,NA,NA,NA,NA,NA
"V330662",342,"V330662_L316_1_P.jpg","merged","L0316",TRUE,342,NA,543.7114,0,0,0,0,0,0,1,72,0,0,0,0,0,5,142.7725,0,NA,NA,0,NA,NA,NA,NA,685.1686,0,361.1,426.15,13941.452,14000
"V330663",343,"V330663_L317_1_P.jpg","merged","L0317",TRUE,343,3281.3604,402.4917,0,0,0,0,0,0,1,81.8841,0,0,0,17,12,3,240.1874,0,NA,NA,0,NA,442.5076,334.5101,88.2326,713.6974,0,86.95,700.3,22819.224,23000
"V330664",344,"V330664_L318_1_P.jpg","merged","L0318",TRUE,344,2884.9286,346.9247,0,0,0,0,0,0,1,68.4105,0,9,8,0,0,2,234.3075,0,NA,NA,0,NA,NA,300.8538,109.2016,680.3124,0,361.5,425.75,13928.499,14000
"V330665",345,"V330665_L320_1_P.jpg","merged","L0320",TRUE,345,NA,326.9908,0,0,0,0,0,0,0,NA,1,0,0,0,0,4,138.1304,0,NA,NA,0,NA,393.6407,365.2739,73.2393,662.3753,0,100.45,686.8,22382.055,22500
"V330667",348,"V330667_L322_1_P.jpg","merged","L0322",TRUE,348,NA,426.2542,0,0,0,0,0,0,0,0,0,0,0,0,9,4,106.3015,0,NA,NA,0,104.4031,410.7018,372.1505,96.6644,695.0396,NA,362.85,424.4,13884.782,14000
"V330668",349,"V330668_L323_1_P.jpg","merged","L0323",TRUE,349,2882.8814,361.5396,0,0,0,0,0,0,1,129.3136,0,9,9,18,13,4,117.3456,0,NA,NA,0,150.03,342.0526,310.8006,68.4105,687.3209,NA,336.7,450.55,14731.595,14750
"V330669",350,"V330669_L324_1_P.jpg","merged","L0324",TRUE,350,2156.5343,276.9243,0,0,0,0,0,0,1,99.6393,0,8,7,0,0,5,71.8053,0,NA,NA,0,NA,310.4835,280.1285,79.6994,680.5762,0,127.05,660.2,21520.67,21750
"V330670",351,"V330670_L325_1_P.jpg","merged","L0325",TRUE,351,4223.911,487.516,0,0,0,1,272.1176,0,1,121.062,0,9,8,16,12,5,181.1077,0,NA,NA,0,224.1428,490.8442,455.807,138.8524,766.5507,NA,344.7,442.55,14472.532,14500
"V330672",354,"V330672_L327_1_P.jpg","merged","L0327",TRUE,354.5,3666.1347,475.88,0,0,0,1,162.8005,1,1,0,0,6,6,17,13,6,126.3012,0,NA,NA,0,449.8,470.4721,431.203,NA,754.0504,0,340.5,446.75,14608.54,14750
"V330673",356,"V330673_L328_1_P.jpg","merged","L0328",TRUE,356,NA,340.8778,0,0,0,0,0,0,1,120.6151,0,0,0,0,0,4,111.8034,0,NA,NA,0,NA,421.3739,283.2102,114.0175,749.4238,0,99.95,687.3,22398.247,22500
"V330675",360,"V330675_L330_1_P.jpg","merged","L0330",TRUE,360,NA,504.3174,1,272.7343,0,0,NA,1,0,NA,1,0,0,0,7,NA,NA,0,NA,NA,0,153.1013,510.3097,506.3596,NA,668.012,NA,347.5,439.75,14381.859,14500
"V330678",367,"V330678_L333_1_P.jpg","merged","L0333",TRUE,367.5,2986.4107,371.0807,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,NA,0,104.69,394.0355,324.6167,NA,666.033,0,361.8,425.45,13918.784,14000
"V330680",369,"V330680_L336_1_C.jpg","merged","L0336",TRUE,369,4955.64,615.4187,0,0,0,0,0,0,1,149.4523,0,7,5,17,11,4,165.9397,0,NA,NA,0,236.8122,420.4759,NA,277.0415,771.0875,NA,347.6,439.65,14378.621,14500
"V330682",370,"V330682_L339_1_P.jpg","merged","L0339",TRUE,370,NA,NA,0,0,0,1,226.9097,0,1,153.3101,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,777.7815,0,104.95,682.3,22236.332,22250
"V330684",373,"V330684_L341_1_P.jpg","merged","L0341",TRUE,373.5,NA,588.9928,0,0,0,0,0,1,1,75.2396,0,9,8,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,750.216,0,103.95,683.3,22268.715,22500
"V330685",375,"V330685_L342_1_P.jpg","merged","L0342",TRUE,375,NA,NA,0,0,0,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,499.5518,NA,NA,765,0,347.1,440.15,14394.813,14500
"V330687",376,"V330687_L344_1_C.jpg","merged","L0344",TRUE,376,4321.446,520.6988,0,0,0,1,303.8157,0,1,155.3319,0,9,10,16,10,5,272.9982,0,NA,NA,0,288.7213,725.3358,583.0952,251.0777,720.1,NA,348.9,438.35,14336.523,14500
"V330688",377,"V330688_L345_1_P.jpg","merged","L0345",TRUE,377,2614.3068,316.6641,0,0,0,0,0,0,1,118.6802,0,6,7,17,11,4,94.7259,0,NA,NA,0,NA,336.6556,291.0618,69.9714,653.4493,0,99.45,687.8,22414.438,22500
"V330689",378,"V330689_L346_1_C.jpg","merged","L0346",TRUE,378.5,NA,NA,0,0,1,0,0,1,0,0,1,0,0,0,0,0,NA,2,335.3163,NA,0,643.0435,533.0638,492.0457,NA,749.4598,0,375.75,411.5,13467.042,13500
"V330690",380,"V330690_L347_1_P.jpg","merged","L0347",TRUE,380,3936.8289,526.5121,0,0,0,0,0,0,1,128.5613,0,0,0,17,11,3,220.1454,0,NA,NA,0,175.4537,666.8853,512.8899,168.1904,745.5575,NA,105.15,682.1,22229.856,22250
"V330691",381,"V330691_L348_1_P.jpg","merged","L0348",TRUE,381,NA,NA,0,0,0,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,184.6943,NA,NA,NA,618.5014,NA,106.85,680.4,22174.805,22250
"V330692",382,"V330692_L349_1_P.jpg","merged","L0349",TRUE,382,2638.0002,367.2735,0,0,0,0,0,0,1,114.9826,0,0,0,0,0,5,119.4362,0,NA,NA,0,NA,375.851,339.8353,101.8676,717.1004,0,104.85,682.4,22239.571,22250
"V330694",385,"V330694_L351_1_P.jpg","merged","L0351",TRUE,385,3395.173,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,764.0942,0,349.4,437.85,14320.332,14500
"V330696",388,"V330696_L353_1_P.jpg","merged","L0353",TRUE,388,NA,NA,0,0,0,1,331.3065,0,1,185.3213,0,10,0,0,0,NA,NA,0,NA,NA,0,NA,NA,509.2583,NA,670.8003,0,347.8,439.45,14372.145,14500
"V330699",393,"V330699_L357_2_P.jpg","merged","L0357",TRUE,393,2587.3693,348.3836,0,0,0,0,0,0,1,122.3765,0,0,0,13,9,5,79.6994,0,NA,NA,0,72.111,406.8415,326.7537,45.607,662.8182,NA,NA,NA,NA,NA
"V330700",396,"V330700_L358_1_P.jpg","merged","L0358",TRUE,396,NA,363.1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,413.1404,306.6023,NA,773.5696,0,350.9,436.35,14271.758,14500
"V330701",397,"V330701_L359_1_P.jpg","merged","L0359",TRUE,397,NA,447.7718,0,0,0,1,120.1499,0,1,102.0441,0,0,0,0,0,5,180.6239,0,NA,NA,0,114.5513,542.8259,406.5969,NA,691.8042,NA,112.05,675.2,22006.414,22250
"V330705",405,"V330705_L363_2_P.jpg","merged","L0363",TRUE,405,3546.3249,440.0872,1,98.4073,0,1,290.3188,0,1,114.1578,0,9,7,17,12,6,155.9134,0,NA,NA,0,NA,416.4277,304.245,157.4929,649.124,0,NA,NA,NA,NA
"V330707",406,"V330707_L366_1_P.jpg","merged","L0366",TRUE,406.5,NA,311.9025,0,0,0,0,0,0,1,66.4417,0,9,8,18,11,5,99.363,0,NA,NA,0,177.1017,342.171,367.7295,NA,713.4325,0,347.3,439.95,14388.336,14500
