"","fish_id","n","ID","part_type","bin","merged","SL","CAV","MDS1","DS1","MDS1NA","MDS2","DS2","MDS2NA","MDS3","DS3","MDS3NA","MDF","MAF","MCV","MAV","MPT","LPT","MPSP","PSP.L","PSP.R","MPSPNA","TPG","ECT","CLE","PMX","Scale_10mm"
"1","V330388",10,"V330388_L28_1_P.jpg","merged","L0028",TRUE,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,701.5412
"2","V330391",13,"V330391_L31_1_P.jpg","merged","L0031",TRUE,4748.5864,566.9275,0,0,0,0,0,0,0,0,0,10,8,17,12,4,130.0615,0,NA,NA,0,NA,647.299,608.9105,102.489,689.362
"3","V330395",16,"V330395_L35_1_P.jpg","merged","L0035",TRUE,3080.1558,332.9897,1,NA,0,0,0,0,1,94.8683,0,9,8,18,11,4,218.0826,0,NA,NA,0,NA,387.1034,303.0891,57.3487,694.1458
"4","V330404",34,"V330404_L44_1_P.jpg","merged","L0044",TRUE,3692.0494,474.6936,0,0,0,0,0,0,1,66.7083,0,8,7,16,11,6,109.1788,2,287.1237,NA,0,681.5541,620.6319,NA,130.384,702.5667
"5","V330447",52,"V330447_L87_1_P.jpg","merged","L0087",TRUE,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,700.5826
"6","V330461",63,"V330461_L101_1_P.jpg","merged","L0101",TRUE,NA,NA,0,0,0,0,0,1,0,107.8703,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,719.9806
"7","V330480",86,"V330480_L120_1_P.jpg","merged","L0120",TRUE,NA,476.8604,0,0,0,0,0,0,0,0,0,0,0,16,12,0,NA,0,NA,NA,0,550.1309,612.0163,NA,192.333,708.0113
"8","V330488",97,"V330488_L130_1_P.jpg","merged","L0130",TRUE,NA,540.0207,0,0,0,0,0,0,1,163.2176,0,0,0,0,0,5,149.3452,0,NA,NA,0,NA,632.5694,596.8584,NA,720.8994
"9","V330489",98,"V330489_L131_1_P.jpg","merged","L0131",TRUE,2782.6306,330.8426,0,0,0,0,0,0,1,109.2016,0,9,8,17,12,4,138,0,NA,NA,0,120.1499,354,388.2074,61.8466,707.2652
"10","V330499",116,"V330499_L141_1_P.jpg","merged","L0141",TRUE,3781.8436,489.7141,0,0,0,1,201.598,0,0,NA,1,8,7,16,12,6,171.9448,2,330.8904,NA,0,488.8988,NA,610.5443,63.8679,691.575
"11","V330500",117,"V330500_L142_1_P.jpg","merged","L0142",TRUE,NA,448.6477,0,0,0,0,0,0,0,0,0,0,0,0,0,4,79.2591,0,NA,NA,0,189.4756,588.6731,563.0497,135.8308,722.5206
"12","V330504",122,"V330504_L146_1_P.jpg","merged","L0146",TRUE,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,686.1873
"13","V330510",127,"V330510_L152_1_C.jpg","merged","L0152",TRUE,2937.8824,354.8383,0,0,0,0,0,0,1,85.9069,0,7,8,17,13,4,131.2136,0,NA,NA,0,115.8016,355.2689,351.8707,126.0357,726.731
"14","V330511",128,"V330511_L153_1_C.jpg","merged","L0153",TRUE,3165.4533,415.654,0,0,0,0,0,0,0,0,0,10,8,18,13,5,109.0367,0,NA,NA,0,164.0152,503.607,395.3859,78.5175,711.4049
"15","V330516",131,"V330516_L158_1_C.jpg","merged","L0158",TRUE,NA,479.8632,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72.308,0,NA,NA,0,NA,NA,NA,NA,711.3101
"16","V330518",132,"V330518_L160_1_P.jpg","merged","L0160",TRUE,3068.5866,362.1654,0,0,0,1,228.0351,1,0,128.0625,0,7,7,18,13,NA,NA,0,NA,NA,0,116.0172,324.5489,248.8453,NA,717.0077
"17","V330521",133,"V330521_L163_1_C.jpg","merged","L0163",TRUE,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,189.5943,591.6164,520.0481,NA,702.1602
"18","V330522",134,"V330522_L164_1_P.jpg","merged","L0164",TRUE,NA,426.1626,0,0,0,1,125.39935,0,0,0,1,0,0,0,0,4,NA,0,NA,NA,0,183.5211,NA,NA,NA,700.0357
"19","V330523",137,"V330523_L166_1_P.jpg","merged","L0166",TRUE,2125.586,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,94.255,239.8833,222.5039,57.7235,701.6438
"20","V330527",142,"V330527_L171_1_P.jpg","merged","L0171",TRUE,NA,NA,0,NA,1,0,NA,1,0,NA,1,8,7,18,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,712.4044
"21","V330528",143,"V330528_L172_2_C.jpg","merged","L0172",TRUE,NA,351.3761,0,0,0,1,121.3425,0,1,102.1763,0,0,0,0,13,5,106.066,0,NA,NA,0,161.5549,463.6432,330.4088,69.5845,696.6204
"22","V330532",144,"V330532_L176_1_P.jpg","merged","L0176",TRUE,4750.4884,613.476,0,0,0,1,289.8068,1,1,163.878,0,8,8,15,11,6,186.8689,0,NA,NA,0,214.4108,675.4732,NA,231.6031,726.0992
"23","V330537",156,"V330537_L181_1_P.jpg","merged","L0181",TRUE,NA,601.2616,0,0,0,0,0,0,1,139.3126,0,9,0,0,14,NA,NA,0,NA,NA,0,212.3017,535.8358,601.3319,216.1481,700.1828
"24","V330539",159,"V330539_L184_1_C.jpg","merged","L0184",TRUE,NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,728
"25","V330545",164,"V330545_L190_1_P.jpg","merged","L0190",TRUE,NA,336.943,0,0,0,0,0,0,1,105.6788,0,0,0,0,0,NA,NA,0,NA,NA,0,110.0727,NA,NA,NA,698.9278
"26","V330547",165,"V330547_L192_1_P.jpg","merged","L0192",TRUE,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,346.2369,449.7199,0,586.5978,NA,NA,NA,735.1653
"27","V330554",171,"V330554_L200_1_C.jpg","merged","L0200",TRUE,NA,450.8288,0,0,0,1,197.9091,0,1,134.1641,0,7,6,16,11,6,135.0333,0,NA,NA,0,167.3559,538.5731,357.8058,NA,699.1223
"28","V330556",175,"V330556_L202_1_P.jpg","merged","L0202",TRUE,NA,544.4902,0,0,0,0,0,0,1,147.7329,0,0,0,0,12,4,145.5232,0,NA,NA,0,182.1867,572.7565,394.4629,176.5673,715.8191
"29","V330564",191,"V330564_L213_1_P.jpg","merged","L0213",TRUE,NA,360.7634,0,0,0,0,0,0,1,71.4703,0,0,0,0,0,NA,NA,0,NA,NA,0,122.4091,268.9015,290.682,62.6418,710.5519
"30","V330573",209,"V330573_L222_1_P.jpg","merged","L0222",TRUE,3275.5979,409.2483,0,0,0,0,0,0,0,0,0,0,0,0,0,4,106.5317,0,NA,NA,0,NA,432.3852,NA,108.1665,702.5895
"31","V330574",211,"V330574_L223_1_P.jpg","merged","L0223",TRUE,NA,NA,0,0,0,0,0,0,0,0,0,9,10,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,705.2744
"32","V330575",212,"V330575_L224_1_P.jpg","merged","L0224",TRUE,NA,522.8476,0,0,0,0,0,0,0,0,0,9,11,17,0,5,109.4897,0,NA,NA,0,NA,NA,NA,NA,728.3763
"33","V330576",215,"V330576_L225_1_P.jpg","merged","L0225",TRUE,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,97.949,731.225
"34","V330577",216,"V330577_L226_1_P.jpg","merged","L0226",TRUE,2783.9163,340.4082,0,0,0,0,0,0,1,110.1454,0,10,7,18,13,5,110.1454,0,NA,NA,0,138.2932,399.89,381.1889,96.0469,711.1076
"35","V330581",222,"V330581_L230_1_P.jpg","merged","L0230",TRUE,NA,550.3356,0,0,0,0,0,0,0,0,0,0,0,0,0,5,144.2221,0,NA,NA,0,175.4537,636.2012,608.4866,NA,734.7925
"36","V330584",226,"V330584_L283_1_P.jpg","merged","L0283",TRUE,4643.3186,599.7169,0,0,0,0,0,0,1,120.5985,0,8,9,17,11,5,108.6646,0,NA,NA,0,166.3731,604.053,612.8882,224.8911,704.5566
"37","V330586",229,"V330586_L237_1_P.jpg","merged","L0237",TRUE,3141.4255,416.7743,0,0,0,0,0,0,1,67.4166,0,9,7,0,0,4,NA,0,NA,NA,0,NA,420.1071,NA,131.8977,712.0688
"38","V330587",230,"V330587_L238_1_P.jpg","merged","L0238",TRUE,3045.9235,402.4831,0,0,0,1,280.1428,0,1,155.7691,0,8,7,17,11,5,162.2498,0,NA,NA,0,NA,312.5188,NA,78,721.2302
"39","V330589",234,"V330589_L240_1_P.jpg","merged","L0240",TRUE,3525.6545,458.2601,0,0,0,0,0,0,1,39.8497,0,0,0,19,11,3,183.5211,0,NA,NA,0,NA,340.5877,489.5386,75.4718,700.4113
"40","V330590",237,"V330590_L241_1_P.jpg","merged","L0241",TRUE,NA,520.7012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,720.3999
"41","V330593",244,"V330593_L244_1_C.jpg","merged","L0244",TRUE,3840.1949,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,688
"42","V330594",246,"V330594_L245_1_P.jpg","merged","L0245",TRUE,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,78.9177,728.0549
"43","V330598",249,"V330598_L249_1_P.jpg","merged","L0249",TRUE,2745.6671,351.6829,0,0,0,1,292.2499,0,1,152.7645,0,0,0,19,11,4,97.6729,0,NA,NA,0,NA,379.5208,395.0557,107.3313,705.0511
"44","V330599",250,"V330599_L250_1_P.jpg","merged","L0250",TRUE,NA,NA,0,0,0,0,0,0,1,121.6553,0,0,0,0,0,4,124.1934,0,NA,NA,0,NA,NA,NA,116.8247,722.0416
"45","V330606",261,"V330606_L257_1_P.jpg","merged","L0257",TRUE,NA,497.5689,0,0,1,0,0,1,1,65.1153,0,10,9,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,723.1072
"46","V330608",265,"V330608_L259_1_P.jpg","merged","L0259",TRUE,2274.3819,299.2981,0,0,0,0,0,0,1,91.0934,0,0,0,0,0,4,75.8947,0,NA,NA,0,NA,320.0312,323.6943,51.264,696.685
"47","V330609",266,"V330609_L260_1_P.jpg","merged","L0260",TRUE,NA,NA,1,165.7468,0,1,247.3863,0,1,136.8211,0,0,0,0,0,NA,NA,2,NA,NA,0,NA,NA,NA,NA,670.3432
"48","V330611",269,"V330611_L262_1_P.jpg","merged","L0262",TRUE,2685.0151,NA,0,0,0,0,0,0,1,51.08815,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,704.7957
"49","V330616",280,"V330616_L267_2_P.jpg","merged","L0267",TRUE,3455.4249,NA,0,0,0,0,0,0,1,145.561,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,201.3579,714.7433
"50","V330619",283,"V330619_L270_1_P.jpg","merged","L0270",TRUE,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,309.076,390,80.6226,726.9938
"51","V330621",288,"V330621_L272_1_P.jpg","merged","L0272",TRUE,NA,NA,0,0,0,0,0,0,1,131.5751,0,0,0,0,0,5,105.2236,0,NA,NA,0,NA,NA,NA,NA,688.9761
"52","V330622",289,"V330622_L273_1_P.jpg","merged","L0273",TRUE,NA,751.9444,0,0,0,0,0,0,1,134.4619,0,0,0,0,11,5,117.0982,0,NA,NA,0,246.7387,522.2107,541.4795,NA,708.5309
"53","V330623",290,"V330623_L274_1_P.jpg","merged","L0274",TRUE,2907.3034,360.4053,0,0,0,0,0,0,1,91.4822,0,0,0,0,0,5,83.9345,0,NA,NA,0,NA,426.7552,374.7746,87.367,713.3309
"54","V330624",291,"V330624_L276_1_P.jpg","merged","L0276",TRUE,NA,561.4508,0,0,0,0,0,0,1,102.2155,0,0,0,17,10,4,104.69,0,NA,NA,0,NA,456.2806,302.6549,NA,716.0112
"55","V330625",292,"V330625_L277_1_P.jpg","merged","L0277",TRUE,NA,557.9066,0,0,0,0,0,0,0,0,0,0,0,0,0,3,239.3658,0,NA,NA,0,NA,NA,NA,125.6025,716.0447
"56","V330627",293,"V330627_L280_1_P.jpg","merged","L0280",TRUE,NA,651.8356,0,0,0,0,0,0,1,140.6165,0,8,7,17,0,NA,147.1224,0,NA,NA,0,NA,NA,NA,NA,708.1589
"57","V330628",294,"V330628_L281_2_P.jpg","merged","L0281",TRUE,4348.6716,603.7732,0,0,0,0,0,0,1,144.4991,0,0,0,0,0,5,130.2306,0,NA,NA,0,NA,538.8581,538.5908,124.964,712.8759
"58","V330633",301,"V330633_L287_1_P.jpg","merged","L0287",TRUE,NA,371.0082,0,0,0,0,0,0,1,136.4588,0,0,0,16,9,4,93.1933,0,NA,NA,0,NA,NA,NA,NA,703.0505
"59","V330634",303,"V330634_L288_1_P.jpg","merged","L0288",TRUE,NA,520.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,138.1304,561.2005,464.6127,NA,699.7785
"60","V330635",304,"V330635_L289_1_P.jpg","merged","L0289",TRUE,3028.6826,447.9802,0,0,0,1,257.6199,0,1,114.5426,0,7,5,16,10,5,131.9394,0,NA,NA,0,117.6435,388.0206,354.2654,96.1665,710.1549
"61","V330636",305,"V330636_L290_1_C.jpg","merged","L0290",TRUE,NA,NA,0,0,0,0,0,0,1,121.4907,0,0,0,17,12,4,121.5648,0,NA,NA,0,NA,411.9624,NA,NA,750.18
"62","V330638",309,"V330638_L292_1_P.jpg","merged","L0292",TRUE,2832.5803,360.047,0,0,0,0,0,0,1,112.0089,0,9,8,17,12,5,99.7246,0,NA,NA,0,187.1096,NA,NA,144.8102,665.4457
"63","V330640",312,"V330640_L294_1_P.jpg","merged","L0294",TRUE,2385.1434,267.1655,0,0,0,0,0,0,1,124.7798,0,0,0,0,0,3,88.2836,0,NA,NA,0,NA,333.054,302.6434,73.7902,692.4868
"64","V330641",313,"V330641_L295_1_C.jpg","merged","L0295",TRUE,2704.3997,381.1498,0,0,0,0,0,0,1,93.4345,0,8,7,17,9,5,110.0227,0,NA,NA,0,NA,NA,NA,72.5603,699.0579
"65","V330642",314,"V330642_L296_1_P.jpg","merged","L0296",TRUE,4326.4623,491.5301,0,0,0,1,305.1819,1,1,NA,0,9,8,18,10,4,116.619,0,NA,NA,0,160,549.2832,610.7569,187.3606,660.63
"66","V330643",315,"V330643_L297_2_P.jpg","merged","L0297",TRUE,2788.8853,358.6178,0,0,0,0,0,0,1,75.1798,0,8,7,18,12,4,163.878,0,NA,NA,0,NA,348.8911,283.5913,36.1248,705.9759
"67","V330645",319,"V330645_L299_1_P.jpg","merged","L0299",TRUE,2842.17,353.2299,0,0,0,0,0,0,1,85.8021,0,0,0,0,0,4,121.8236,0,NA,NA,0,147.489,459.627,NA,100.5783,669.9142
"68","V330646",320,"V330646_L300_2_P.jpg","merged","L0300",TRUE,NA,592.0369,0,0,0,0,0,0,1,113.1371,0,8,9,17,13,6,98.7927,0,NA,NA,0,NA,494.6595,628.0127,NA,679.1171
"69","V330647",321,"V330647_L301_1_P.jpg","merged","L0301",TRUE,NA,576.3952,0,0,0,0,0,0,0,26.68335,0,0,0,0,11,4,116,0,NA,NA,0,164,651.2265,NA,196.8146,683.5671
"70","V330648",323,"V330648_L302_1_P.jpg","merged","L0302",TRUE,NA,331.4875,0,0,0,0,0,0,1,69.0652,0,0,0,0,0,4,99.4082,0,NA,NA,0,NA,335.4773,384.0469,112.45,666.277
"71","V330650",326,"V330650_L304_1_P.jpg","merged","L0304",TRUE,4344.4711,494.349,0,0,0,1,328,0,1,164.1463,0,0,0,0,0,4,138.1593,0,NA,NA,0,235.491,451.0078,516.9913,141.8732,704.284
"72","V330654",329,"V330654_L308_1_P.jpg","merged","L0308",TRUE,NA,477.6182,0,0,0,0,0,0,1,130.7823,0,0,0,0,0,4,125.2198,0,NA,NA,0,393.304,437.9589,500.3839,172.6963,662.0816
"73","V330655",330,"V330655_L309_1_P.jpg","merged","L0309",TRUE,4289.0536,453.9842,0,0,0,1,124.01615,0,1,71.0211,1,9,6,16,8,5,136,0,NA,NA,0,154.5574,499.4717,388.3298,116.8247,665.2037
"74","V330656",332,"V330656_L310_1_P.jpg","merged","L0310",TRUE,3916.2451,467.9892,0,0,0,0,0,0,1,64.77655,0,8,6,18,10,3,221.8468,0,NA,NA,0,180.7097,476.0672,517.8726,104.69,669.0531
"75","V330658",337,"V330658_L312_1_C.jpg","merged","L0312",TRUE,NA,374.6619,0,0,0,0,0,0,1,101.9117,0,8,7,16,14,5,91.4385,0,NA,NA,0,140.0714,NA,NA,NA,681.1057
"76","V330659",338,"V330659_L313_1_C.jpg","merged","L0313",TRUE,2537.1736,342.7971,0,0,0,0,0,0,1,128.1601,0,9,8,17,13,4,129.0349,0,NA,NA,0,113.842,288.9516,277.4311,102,681.0066
"77","V330660",339,"V330660_L314_2_P.jpg","merged","L0314",TRUE,2974.3854,379.6502,0,0,0,0,0,0,1,133.2066,0,10,8,15,12,5,109.252,0,NA,NA,0,134.4619,NA,306.6203,95.4149,684.0468
"78","V330662",342,"V330662_L316_1_P.jpg","merged","L0316",TRUE,NA,543.7114,0,0,0,0,0,0,1,72,0,0,0,0,0,5,142.7725,0,NA,NA,0,NA,NA,NA,NA,685.1686
"79","V330663",343,"V330663_L317_1_P.jpg","merged","L0317",TRUE,3281.3604,402.4917,0,0,0,0,0,0,1,81.8841,0,0,0,17,12,3,240.1874,0,NA,NA,0,NA,442.5076,334.5101,88.2326,713.6974
"80","V330664",344,"V330664_L318_1_P.jpg","merged","L0318",TRUE,2884.9286,346.9247,0,0,0,0,0,0,1,68.4105,0,9,8,0,0,2,234.3075,0,NA,NA,0,NA,NA,300.8538,109.2016,680.3124
"81","V330665",345,"V330665_L320_1_P.jpg","merged","L0320",TRUE,NA,326.9908,0,0,0,0,0,0,0,NA,1,0,0,0,0,4,138.1304,0,NA,NA,0,NA,393.6407,365.2739,73.2393,662.3753
"82","V330667",348,"V330667_L322_1_P.jpg","merged","L0322",TRUE,NA,426.2542,0,0,0,0,0,0,0,0,0,0,0,0,9,4,106.3015,0,NA,NA,0,104.4031,410.7018,372.1505,96.6644,695.0396
"83","V330668",349,"V330668_L323_1_P.jpg","merged","L0323",TRUE,2882.8814,361.5396,0,0,0,0,0,0,1,129.3136,0,9,9,18,13,4,117.3456,0,NA,NA,0,150.03,342.0526,310.8006,68.4105,687.3209
"84","V330669",350,"V330669_L324_1_P.jpg","merged","L0324",TRUE,2156.5343,276.9243,0,0,0,0,0,0,1,99.6393,0,8,7,0,0,5,71.8053,0,NA,NA,0,NA,310.4835,280.1285,79.6994,680.5762
"85","V330670",351,"V330670_L325_1_P.jpg","merged","L0325",TRUE,4223.911,487.516,0,0,0,1,272.1176,0,1,121.062,0,9,8,16,12,5,181.1077,0,NA,NA,0,224.1428,490.8442,455.807,138.8524,766.5507
"86","V330672",354,"V330672_L327_1_P.jpg","merged","L0327",TRUE,3666.1347,475.88,0,0,0,1,162.8005,1,1,0,0,6,6,17,13,6,126.3012,0,NA,NA,0,449.8,470.4721,431.203,NA,754.0504
"87","V330673",356,"V330673_L328_1_P.jpg","merged","L0328",TRUE,NA,340.8778,0,0,0,0,0,0,1,120.6151,0,0,0,0,0,4,111.8034,0,NA,NA,0,NA,421.3739,283.2102,114.0175,749.4238
"88","V330675",360,"V330675_L330_1_P.jpg","merged","L0330",TRUE,NA,504.3174,1,272.7343,0,0,NA,1,0,NA,1,0,0,0,7,NA,NA,0,NA,NA,0,153.1013,510.3097,506.3596,NA,668.012
"89","V330678",367,"V330678_L333_1_P.jpg","merged","L0333",TRUE,2986.4107,371.0807,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,NA,0,104.69,394.0355,324.6167,NA,666.033
"90","V330680",369,"V330680_L336_1_C.jpg","merged","L0336",TRUE,4955.64,615.4187,0,0,0,0,0,0,1,149.4523,0,7,5,17,11,4,165.9397,0,NA,NA,0,236.8122,420.4759,NA,277.0415,771.0875
"91","V330682",370,"V330682_L339_1_P.jpg","merged","L0339",TRUE,NA,NA,0,0,0,1,226.9097,0,1,153.3101,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,777.7815
"92","V330684",373,"V330684_L341_1_P.jpg","merged","L0341",TRUE,NA,588.9928,0,0,0,0,0,1,1,75.2396,0,9,8,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,750.216
"93","V330685",375,"V330685_L342_1_P.jpg","merged","L0342",TRUE,NA,NA,0,0,0,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,499.5518,NA,NA,765
"94","V330687",376,"V330687_L344_1_C.jpg","merged","L0344",TRUE,4321.446,520.6988,0,0,0,1,303.8157,0,1,155.3319,0,9,10,16,10,5,272.9982,0,NA,NA,0,288.7213,725.3358,583.0952,251.0777,720.1
"95","V330688",377,"V330688_L345_1_P.jpg","merged","L0345",TRUE,2614.3068,316.6641,0,0,0,0,0,0,1,118.6802,0,6,7,17,11,4,94.7259,0,NA,NA,0,NA,336.6556,291.0618,69.9714,653.4493
"96","V330689",378,"V330689_L346_1_C.jpg","merged","L0346",TRUE,NA,NA,0,0,1,0,0,1,0,0,1,0,0,0,0,0,NA,2,335.3163,NA,0,643.0435,533.0638,492.0457,NA,749.4598
"97","V330690",380,"V330690_L347_1_P.jpg","merged","L0347",TRUE,3936.8289,526.5121,0,0,0,0,0,0,1,128.5613,0,0,0,17,11,3,220.1454,0,NA,NA,0,175.4537,666.8853,512.8899,168.1904,745.5575
"98","V330691",381,"V330691_L348_1_P.jpg","merged","L0348",TRUE,NA,NA,0,0,0,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,184.6943,NA,NA,NA,618.5014
"99","V330692",382,"V330692_L349_1_P.jpg","merged","L0349",TRUE,2638.0002,367.2735,0,0,0,0,0,0,1,114.9826,0,0,0,0,0,5,119.4362,0,NA,NA,0,NA,375.851,339.8353,101.8676,717.1004
"100","V330694",385,"V330694_L351_1_P.jpg","merged","L0351",TRUE,3395.173,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,764.0942
"101","V330696",388,"V330696_L353_1_P.jpg","merged","L0353",TRUE,NA,NA,0,0,0,1,331.3065,0,1,185.3213,0,10,0,0,0,NA,NA,0,NA,NA,0,NA,NA,509.2583,NA,670.8003
"102","V330699",393,"V330699_L357_2_P.jpg","merged","L0357",TRUE,2587.3693,348.3836,0,0,0,0,0,0,1,122.3765,0,0,0,13,9,5,79.6994,0,NA,NA,0,72.111,406.8415,326.7537,45.607,662.8182
"103","V330700",396,"V330700_L358_1_P.jpg","merged","L0358",TRUE,NA,363.1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,413.1404,306.6023,NA,773.5696
"104","V330701",397,"V330701_L359_1_P.jpg","merged","L0359",TRUE,NA,447.7718,0,0,0,1,120.1499,0,1,102.0441,0,0,0,0,0,5,180.6239,0,NA,NA,0,114.5513,542.8259,406.5969,NA,691.8042
"105","V330705",405,"V330705_L363_2_P.jpg","merged","L0363",TRUE,3546.3249,440.0872,1,98.4073,0,1,290.3188,0,1,114.1578,0,9,7,17,12,6,155.9134,0,NA,NA,0,NA,416.4277,304.245,157.4929,649.124
"106","V330707",406,"V330707_L366_1_P.jpg","merged","L0366",TRUE,NA,311.9025,0,0,0,0,0,0,1,66.4417,0,9,8,18,11,5,99.363,0,NA,NA,0,177.1017,342.171,367.7295,NA,713.4325
"107","V330708",408,"V330708_L367_1_C.jpg","merged","L0367",TRUE,NA,451.9017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.6468,0,NA,NA,0,139.7176,324.5689,379.4377,NA,675.0267
"108","V330710",411,"V330710_L369_1_P.jpg","merged","L0369",TRUE,NA,545.6771,0,0,0,0,0,0,0,0,0,0,0,0,0,5,129.1395,0,NA,NA,0,168.1339,NA,593.1281,NA,639.1408
"109","V330711",412,"V330711_L370_1_C.jpg","merged","L0370",TRUE,2844.0016,345.6337,0,0,0,0,0,0,0,0,0,9,7,18,13,4,81.0555,0,NA,NA,0,141.2869,NA,NA,84.8528,712.8268
"110","V330713",415,"V330713_L371B_2_C.jpg","merged","L0371B",TRUE,2616.1651,315.4228,0,0,0,0,0,0,0,0,1,9,8,0,0,4,70.8802,0,NA,NA,0,212,258.1472,211.5467,81.5083,715.6494
"111","V330714",417,"V330714_L371C_1_P.jpg","merged","L0371C",TRUE,3596.5606,NA,0,0,0,1,235.3211,0,1,137.7534,0,0,0,0,0,5,107.7033,0,NA,NA,0,284.4785,341.9708,386.2642,NA,764.8477
"112","V330716",419,"V330716_L371E_1_P.jpg","merged","L0371E",TRUE,2725.4937,NA,0,0,0,0,0,0,0,NA,1,9,6,0,0,0,NA,0,NA,NA,0,129.5222,232.2434,228.0197,64.1327,690.6844
"113","V330717",420,"V330717_L372_1_P.jpg","merged","L0372",TRUE,NA,354.4214,0,0,0,1,196.1046,0,1,119.4362,0,10,6,17,10,4,100.8464,0,NA,NA,0,NA,NA,NA,NA,685.5903
"114","V330720",425,"V330720_L375_1_P.jpg","merged","L0375",TRUE,NA,NA,0,0,0,1,203.7351,0,1,112.0089,0,0,0,0,0,NA,NA,0,NA,NA,0,162.2498,NA,NA,NA,689.8956
"115","V330723",430,"V330723_L378_2_P.jpg","merged","L0378",TRUE,2776.0555,357.8134,0,0,0,0,0,0,1,111,0,7,7,17,12,4,114.9826,0,NA,NA,0,NA,384.7493,308.4753,89.8999,713.2244
"116","V330725",433,"V330725_L382_1_P.jpg","merged","L0382",TRUE,NA,NA,0,0,0,0,0,0,1,110.1454,0,0,0,0,0,NA,129.244,0,NA,NA,0,110.1454,NA,356.8487,NA,678.9551
"117","V330726",434,"V330726_L383_1_C.jpg","merged","L0383",TRUE,NA,349.6672,0,0,0,0,0,0,1,95.5196,0,6,7,17,12,4,106,0,NA,NA,0,NA,NA,NA,NA,672.5058
"118","V330727",435,"V330727_L384_1_P.jpg","merged","L0384",TRUE,1372.1181,179.5229,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64.2806,0,NA,NA,0,NA,123.6932,158.8081,40.7922,703.8466
"119","V330728",436,"V330728_L385_1_P.jpg","merged","L0385",TRUE,4897.575,573.0738,0,0,0,0,0,0,1,93.3809,0,0,0,17,10,3,205.2511,0,NA,NA,0,161.79,471.1857,NA,121.6553,764.9209
"120","V330729",437,"V330729_L386_1_P.jpg","merged","L0386",TRUE,5424.7905,598.0324,0,0,0,0,0,0,1,88.3091,0,0,0,0,0,4,134.7665,0,NA,NA,0,NA,NA,NA,NA,726.6505
"121","V330730",439,"V330730_L387_1_P.jpg","merged","L0387",TRUE,NA,447.1834,0,0,0,0,0,0,1,103.0922,0,0,0,17,0,4,86.3713,0,NA,NA,0,NA,208.9593,312,NA,664.8699
"122","V330732",442,"V330732_L389_1_P.jpg","merged","L0389",TRUE,NA,384.6004,0,0,0,0,0,0,0,0,0,0,0,17,0,4,102.0441,0,NA,NA,0,NA,347.6119,338.4021,NA,713.2812
"123","V330733",443,"V330733_L390_1_C.jpg","merged","L0390",TRUE,NA,442.2212,0,0,0,0,0,0,1,99.3177,0,0,0,0,14,5,109.0367,0,NA,NA,0,NA,502.5873,465.2419,NA,676.3786
"124","V330736",448,"V330736_L393_1_P.jpg","merged","L0393",TRUE,3352.7016,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,125.028,0,NA,NA,0,NA,464.4308,336.8798,167.0928,701.5412
