"","fish_id","n","ID","part_type","bin","merged","SL","CAV","MDS1","DS1","MDS1NA","MDS2","DS2","MDS2NA","MDS3","DS3","MDS3NA","MDF","MAF","MCV","MAV","MPT","LPT","MPSP","PSP.L","PSP.R","MPSPNA","TPG","ECT","CLE","PMX","Scale_10mm"
"303","V331020",813,"V331020_L694_1_P.jpg","merged","L0694",TRUE,4584.2112,533.8631,0,0,0,0,0,0,1,121.062,0,7,5,16,13,4,129.5531,0,NA,NA,0,102.45,NA,555.6978,202.1485,712.2808
"304","V331021",814,"V331021_L695_1_P.jpg","merged","L0695",TRUE,4576.9247,599.6051,0,0,0,0,0,0,1,NA,0,8,7,16,0,4,NA,0,NA,NA,0,132.2422,326.8272,325.6501,216.3331,724.0442
"305","V331024",819,"V331024_L698_1_P.jpg","merged","L0698",TRUE,3012.7887,373.1086,0,0,0,1,113.22545,0,1,63.6553,0,0,0,0,0,6,105.9056,2,288.4441,NA,0,388.1855,328.2926,NA,NA,721.3432
"306","V331027",823,"V331027_L701_1_P.jpg","merged","L0701",TRUE,NA,NA,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,197.9091,NA,NA,NA,742.2196
"307","V331028",824,"V331028_L702_1_P.jpg","merged","L0702",TRUE,NA,451.0168,0,0,0,0,0,0,1,93.9628,0,0,0,0,0,3,137.1167,0,NA,NA,0,112.45,454.2004,387.4184,NA,707.0651
"308","V331029",825,"V331029_L703_1_P.jpg","merged","L0703",TRUE,3084.7061,376.6493,0,0,0,0,0,0,1,89.4986,0,0,0,17,12,5,118.8697,0,NA,NA,0,210.2784,424.7941,262.3928,107.7079,708.4067
"309","V331030",826,"V331030_L704_1_P.jpg","merged","L0704",TRUE,3903.5574,483.0822,0,0,0,0,0,0,1,118.1863,0,7,0,16,11,5,136.0588,0,NA,NA,0,153.8831,600.653,560.6425,138.1014,705.2375
"310","V331031",827,"V331031_L705_1_P.jpg","merged","L0705",TRUE,NA,518.5588,0,0,0,0,0,0,1,145.3823,0,0,0,0,0,4,168.0476,2,338.2834,NA,0,784.1369,499.9075,532.9899,NA,708.6353
"311","V331032",828,"V331032_L706_1_P.jpg","merged","L0706",TRUE,NA,582.9282,0,0,0,1,190.6417,0,1,169.7056,0,7,8,18,0,4,189.2142,2,447.151,NA,0,640.7652,397.1121,NA,NA,710.5378
"312","V331033",830,"V331033_L707_1_P.jpg","merged","L0707",TRUE,4055.5601,489.5661,0,0,0,0,0,0,1,108.8118,0,8,7,16,13,5,153.3101,0,NA,NA,0,450.422,532.3608,468.6833,100,712.0674
"313","V331034",831,"V331034_L708_1_P.jpg","merged","L0708",TRUE,5115.3827,519.0157,0,0,0,0,0,0,1,128.8255,0,0,0,0,0,5,138.1304,2,383.7186,NA,0,567.5632,519.6499,571.7657,214.4108,712.2837
"314","V331036",832,"V331036_L710_1_P.jpg","merged","L0710",TRUE,3805.2974,496.4964,1,154.4021,0,1,342.415,0,1,160.9969,0,0,0,0,0,NA,NA,2,381.0302,NA,0,803.3928,497.7067,452.5837,158.6443,707.1294
"315","V331038",835,"V331038_L712_1_P.jpg","merged","L0712",TRUE,4416.9003,487.2779,0,0,0,0,0,0,1,142.7725,0,8,0,17,0,4,211.5467,0,NA,NA,0,137.4627,469.9106,382.7689,98.7927,754.7185
"316","V331039",836,"V331039_L713_1_P.jpg","merged","L0713",TRUE,NA,514.4401,0,0,0,0,0,0,0,0,0,0,0,17,0,3,308,0,NA,NA,0,229.7129,593.7946,475.9328,NA,750.1786
"317","V331040",837,"V331040_L714_1_P.jpg","merged","L0714",TRUE,NA,320.1139,0,0,0,0,0,0,1,126.1784,0,0,0,0,11,5,99.4082,2,NA,227.4071,0,355.2689,NA,NA,99.8599,743.6733
"318","V331041",838,"V331041_L715_1_P.jpg","merged","L0715",TRUE,NA,366.7719,0,0,0,0,0,0,1,129.3136,0,0,0,0,0,4,130.6981,2,NA,274.6434,0,611.5072,314.1274,337.0831,108.1665,755.619
"319","V331042",839,"V331042_L716_1_P.jpg","merged","L0716",TRUE,NA,390.1015,0,0,0,0,0,0,1,105,0,0,0,0,0,4,125.9286,0,NA,NA,0,142.6184,386.6743,346.3019,87,756.595
"320","V331043",840,"V331043_L717_1_P.jpg","merged","L0717",TRUE,NA,NA,0,0,0,1,215.4159,0,1,99.0454,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,473.6296,NA,750.3839
"321","V331044",841,"V331044_L718_1_P.jpg","merged","L0718",TRUE,NA,429.6171,0,0,0,0,0,0,1,79.2023,0,9,7,16,0,5,148.4924,0,NA,NA,0,128.2653,462.3505,411.1751,NA,732.7435
"322","V331048",847,"V331048_L722_1_P.jpg","merged","L0722",TRUE,NA,660.4104,0,NA,1,0,NA,1,1,103.2279,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,738.8748
"323","V331049",848,"V331049_L723_1_C.jpg","merged","L0723",TRUE,3822.5688,NA,0,NA,1,0,NA,1,1,128.0625,0,0,0,0,0,5,128,2,377.7195,NA,0,718.1866,604.4766,562.1103,168.428,751.9362
"324","V331050",849,"V331050_L724_1_C.jpg","merged","L0724",TRUE,NA,505.1581,0,0,0,0,0,0,1,116.619,0,0,0,0,0,6,116.0689,0,NA,NA,0,139.1402,428.3176,NA,172,752.8612
"325","V331051",850,"V331051_L725_1_P.jpg","merged","L0725",TRUE,4821.7196,599.485,0,0,0,0,0,0,1,151.9079,0,9,7,17,10,5,162.1111,0,NA,NA,0,NA,702.9225,NA,246,745.0154
"326","V331052",851,"V331052_L726_1_C.jpg","merged","L0726",TRUE,NA,420.3674,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,169.7999,242.157,294.3739,178.3928,704.1023
"327","V331056",852,"V331056_L730_2_P.jpg","merged","L0730",TRUE,4656.311,624.3713,0,0,0,0,0,0,1,148.4857,0,10,8,17,9,4,123.2234,0,NA,NA,0,268.1194,636.5532,NA,243.3105,781.025
"328","V331059",855,"V331059_L733_1_P.jpg","merged","L0733",TRUE,4380.5278,573.7943,0,0,0,0,0,0,1,157.1751,0,8,7,17,8,5,192,2,448.0357,0,0,689.6724,585.4912,528.8781,235.185,752.3829
"329","V331060",856,"V331060_L734_1_P.jpg","merged","L0734",TRUE,NA,427.1226,0,0,0,0,0,0,1,110.6752,0,0,0,0,12,6,172.676,2,314.4281,369.5971,0,559.5302,433.1028,362.4417,86.5852,708.9781
"330","V331061",857,"V331061_L735_1_P.jpg","merged","L0735",TRUE,4860.4926,608.973,1,126.4911,0,0,NA,1,1,139.3126,0,7,7,17,15,4,176.5899,2,276.4634,NA,0,625.6644,492.065,430.8132,185.5586,717.7855
"331","V331062",858,"V331062_L736_1_P.jpg","merged","L0736",TRUE,NA,567.2748,0,0,0,0,0,0,1,136.2351,0,9,9,16,0,5,216.3331,0,NA,NA,0,680,805.1832,669.4236,NA,696.9304
"332","V331063",859,"V331063_L737_1_P.jpg","merged","L0737",TRUE,NA,NA,0,0,0,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,386.1606,NA,NA,234.3672,712.2808
"333","V331065",863,"V331065_L739_1_C.jpg","merged","L0739",TRUE,NA,NA,0,0,0,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,516.0155,265.9323,732.7319
"334","V331066",864,"V331066_L740_1_C.jpg","merged","L0740",TRUE,NA,333.825,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,151.344,354.6223,311.09,118.8697,725.4419
"335","V331067",865,"V331067_L741_1_P.jpg","merged","L0741",TRUE,4507.2447,578.3861,0,0,0,1,331.4453,0,1,164.4384,0,8,8,18,11,5,238.4617,2,467.7093,NA,0,746.3726,568.8023,549.2249,184.1738,714.837
"336","V331068",866,"V331068_L742_1_P.jpg","merged","L0742",TRUE,3725.4262,417.05,0,0,0,0,0,0,1,93.771,0,9,0,0,0,5,114.0395,0,NA,NA,0,NA,393.7321,373.6656,NA,707.0651
"337","V331069",867,"V331069_L743_1_P.jpg","merged","L0743",TRUE,NA,NA,0,0,0,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,335.738,517.177,364.0879,NA,724.5412
"338","V331070",868,"V331070_L744_1_P.jpg","merged","L0744",TRUE,NA,312.8429,0,0,0,1,248.3868,0,1,112.4455,0,9,0,0,11,5,89.1067,0,NA,NA,0,NA,NA,300.0267,120.0167,726.892
"339","V331071",869,"V331071_L745_1_P.jpg","merged","L0745",TRUE,4023.2855,514.9322,0,0,0,1,303.7269,0,1,108.1665,0,9,8,16,0,4,234.0769,2,302.1672,NA,0,672.3883,NA,399.4058,NA,706.1161
"340","V331072",870,"V331072_L746_2_P.jpg","merged","L0746",TRUE,NA,276.1718,1,78,0,1,155.7947,0,0,0,0,0,0,0,0,NA,NA,2,159.8124,177.3697,0,185.3969,NA,NA,NA,650.6028
"341","V331073",871,"V331073_L747_1_P.jpg","merged","L0747",TRUE,5328.5439,715.1051,0,0,0,1,75.1798,0,1,67.4166,0,0,0,0,0,0,NA,0,NA,NA,0,300,608.4899,693.1234,NA,720.8994
"342","V331074",873,"V331074_L748_1_P.jpg","merged","L0748",TRUE,NA,530.0045,0,0,0,0,0,1,1,71.56115,0,8,6,0,13,0,NA,0,NA,NA,0,243.0741,554.351,511.6737,100.8018,728.16
"343","V331075",875,"V331075_L750_1_P.jpg","merged","L0750",TRUE,NA,457.3425,0,0,0,1,NA,0,1,NA,0,0,0,0,0,NA,NA,2,324.1389,343.6801,0,469.3826,350.0757,381.425,NA,724.7655
"344","V331076",876,"V331076_L751_1_P.jpg","merged","L0751",TRUE,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,0,NA,NA,0,424.6787,NA,526.0114,207.6921,656.4389
"345","V331079",880,"V331079_L754_1_P.jpg","merged","L0754",TRUE,NA,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,0,NA,NA,0,167.1407,450.9989,282.6057,83.678,741.4917
"346","V331080",882,"V331080_L755_1_P.jpg","merged","L0755",TRUE,NA,656.5477,0,0,0,0,0,0,1,120.0666,0,8,6,17,12,4,96.1665,0,NA,NA,0,226.2742,518.7678,NA,NA,709.9408
"347","V331081",883,"V331081_L756_1_P.jpg","merged","L0756",TRUE,2929.3429,407.7823,0,0,0,1,201.8044,0,1,101.5135,0,0,0,0,0,5,82.5409,0,NA,NA,0,88.2326,356.4828,350.9102,85.9069,721.0617
"348","V331082",884,"V331082_L757_1_P.jpg","merged","L0757",TRUE,1907.653,247.6758,0,0,0,1,158.8081,0,1,96.8297,0,0,0,17,10,4,66.0303,2,169.0562,142.1267,0,352.511,254.0236,215.8703,94.0213,726.6196
"349","V331083",885,"V331083_L758_1_P.jpg","merged","L0758",TRUE,3944.4827,496.8742,0,0,0,0,0,0,1,172.4181,0,8,7,17,11,4,148.054,2,380.7571,377.3592,0,864.4813,597.8361,456.0877,194.8127,764.3769
"350","V331084",886,"V331084_L759_1_P.jpg","merged","L0759",TRUE,NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,NA,NA,0,655.6905,NA,493.7256,NA,756.482
"351","V331085",887,"V331085_L760_1_P.jpg","merged","L0760",TRUE,NA,497.4311,0,0,0,0,NA,1,1,91.3017,0,0,0,0,0,4,173.6663,2,NA,263.8415,0,588.1871,428.5998,NA,NA,781.8951
"352","V331086",888,"V331086_L761_1_C.jpg","merged","L0761",TRUE,NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,1,NA,NA,0,562.546,274.6434,251.4458,110.0227,765.6585
"353","V331087",889,"V331087_L762_1_P.jpg","merged","L0762",TRUE,3446.3119,416.16,1,90.9574,0,1,74.47315,0,1,56.4845,0,0,0,18,11,4,147.2753,2,429.1678,399.0113,0,606.2673,412.7045,274.2335,129.0349,782.5458
"354","V331088",891,"V331088_L763_2_P.jpg","merged","L0763",TRUE,NA,NA,0,0,0,0,0,0,1,120.9339,0,0,0,0,0,4,174.9286,0,NA,NA,0,625.016,509.276,NA,NA,765.3764
"355","V331089",892,"V331089_L764_1_P.jpg","merged","L0764",TRUE,388.223,NA,0,0,0,0,0,0,1,98.9545,0,0,0,0,0,5,99.0454,0,NA,NA,0,NA,NA,NA,123,782.195
"356","V331090",893,"V331090_L765_1_P.jpg","merged","L0765",TRUE,NA,484.004,0,0,0,1,86.7006333333333,0,1,51.4781666666667,0,7,7,0,13,6,143.5618,2,255,306.2499,0,557.096,587.1729,341.9737,207.3475,765.682
"357","V331091",896,"V331091_L766_1_P.jpg","merged","L0766",TRUE,NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,197.6259,756.9412
"358","V331093",899,"V331093_L768_1_C.jpg","merged","L0768",TRUE,NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,404,377.0411,0,796.643,826.1816,502.5376,215.2951,764.2617
"359","V331097",903,"V331097_L772_2_P.jpg","merged","L0772",TRUE,NA,529.4388,0,NA,1,0,NA,1,1,113.2784,0,0,0,17,0,NA,139.9428,2,329.6786,340.5877,0,625.3959,NA,NA,NA,764.0942
"360","V331098",904,"V331098_L773_1_P.jpg","merged","L0773",TRUE,NA,NA,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,NA,2,NA,670.7265,0,809.8444,684.3223,441.2346,NA,760.6524
"361","V331099",905,"V331099_L774_1_P.jpg","merged","L0774",TRUE,3527.0675,424.2276,0,0,0,0,0,0,1,92.6121,0,9,8,15,13,4,89.4986,0,NA,NA,0,169.7056,370.3633,413.2602,NA,762.0236
"362","V331102",908,"V331102_L777_2_P.jpg","merged","L0777",TRUE,NA,461.0023,0,0,1,1,123.96775,0,1,57.3062,0,0,0,0,0,6,144,0,NA,NA,0,NA,NA,NA,NA,771.046
"363","V331103",910,"V331103_L778_1_P.jpg","merged","L0778",TRUE,3040.0453,NA,0,0,0,0,0,0,1,118.0678,0,0,0,0,0,5,139.5421,2,NA,NA,0,478.0293,NA,378.0212,NA,786.2544
"364","V331104",911,"V331104_L779_1_P.jpg","merged","L0779",TRUE,NA,529.2996,0,0,0,0,0,0,1,127.6244,0,0,0,0,0,5,218.5772,0,NA,NA,0,NA,482.4604,NA,NA,757.0046
"365","V331105",912,"V331105_L780_1_P.jpg","merged","L0780",TRUE,NA,614.0852,0,0,0,0,NA,1,1,130.292,0,0,0,0,0,NA,NA,2,NA,NA,0,NA,614.9211,NA,NA,764.3769
"366","V331108",916,"V331108_L783_1_P.jpg","merged","L0783",TRUE,NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,247.3863,400.7194,584.6161,209.3036,777.6066
"367","V331109",917,"V331109_L784_1_P.jpg","merged","L0784",TRUE,NA,516.6726,0,0,0,1,NA,0,1,112.45,0,0,0,0,0,5,144.1249,0,NA,NA,0,118.6802,432.0208,392.9084,NA,769.247
"368","V331110",918,"V331110_L785_1_P.jpg","merged","L0785",TRUE,3575.821,466.4503,1,27.2947,0,1,0,0,1,0,0,8,8,17,11,5,148.0979,2,NA,386.5812,0,559.6829,547.3171,412.7045,183.8831,773.1041
"369","V331111",920,"V331111_L786_1_P.jpg","merged","L0786",TRUE,NA,NA,0,NA,1,0,0,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,130.1384,773.4003
"370","V331112",921,"V331112_L787_2_P.jpg","merged","L0787",TRUE,NA,370.9082,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,0,NA,NA,0,243.5077,NA,500.3998,NA,769.2594
"371","V331114",925,"V331114_L789_1_C.jpg","merged","L0789",TRUE,3308.8368,373.2821,0,0,1,1,144.203,0,1,80.40055,0,0,0,16,12,4,123,2,NA,NA,0,615.702,525.9848,357.0504,68.4105,771.3793
"372","V331115",927,"V331115_L790_1_P.jpg","merged","L0790",TRUE,NA,NA,0,0,0,0,0,0,1,149.218,0,0,0,0,0,4,88.2326,0,NA,NA,0,167.7051,564.008,619.9556,NA,772.8422
"373","V331116",928,"V331116_L791_1_P.jpg","merged","L0791",TRUE,NA,410.3228,0,0,0,0,NA,1,1,171.6566,0,10,7,18,0,NA,NA,2,312.9505,NA,0,470.9522,271.529,NA,NA,745.6977
"374","V331117",929,"V331117_L793_1_P.jpg","merged","L0793",TRUE,NA,431.6258,0,0,0,0,0,0,1,98.4073,0,9,7,16,0,5,146.2942,0,NA,NA,0,NA,NA,NA,NA,660.6134
"375","V331118",930,"V331118_L794_1_C.jpg","merged","L0794",TRUE,NA,617.6978,0,0,0,1,350.9074,0,1,201.1567,0,0,0,0,0,NA,NA,0,NA,NA,0,196.9772,658.3008,NA,NA,781.6802
"376","V331119",931,"V331119_L795_1_P.jpg","merged","L0795",TRUE,NA,2707.2503,0,0,0,0,0,0,0,0,0,9,0,16,13,0,NA,0,NA,NA,0,NA,NA,337.3366,200.8526,768.3749
"377","V331120",933,"V331120_L796_1_P.jpg","merged","L0796",TRUE,NA,NA,0,0,0,0,0,0,1,124.3101,0,0,0,0,0,5,177.1017,0,NA,NA,0,NA,NA,NA,234.6913,752.8805
"378","V331121",934,"V331121_L797_1_P.jpg","merged","L0797",TRUE,NA,499.2624,1,188.2976,0,1,328.0244,0,1,138.8524,0,10,8,0,0,4,236.1356,2,365.6446,NA,0,588.5576,521.9808,NA,159.6997,754.7185
"379","V331122",935,"V331122_L798_1_P.jpg","merged","L0798",TRUE,4242.5822,440.9576,1,197.9091,0,1,322.6143,0,1,181.1077,0,6,6,15,10,5,180.0444,2,NA,402.2735,0,753.5304,666.033,454.8055,169.517,763.8429
"380","V331123",936,"V331123_L799_1_P.jpg","merged","L0799",TRUE,NA,416.512,0,0,0,0,0,0,0,NA,1,0,6,0,0,0,NA,0,NA,NA,0,228.0789,325.5657,NA,132.8495,751.0133
"381","V331124",937,"V331124_L800_1_P.jpg","merged","L0800",TRUE,3486.6828,461.0864,0,0,0,1,308.3586,0,1,125.3555,0,9,5,18,12,5,139.169,2,362.6403,NA,0,581.5127,399.9125,361.0235,103.5761,762.4782
"382","V331125",938,"V331125_L801_1_P.jpg","merged","L0801",TRUE,NA,NA,0,0,0,0,0,0,1,81.2219,0,0,0,0,0,NA,NA,0,NA,NA,0,172.154,420.1071,NA,154.8709,749.6519
"383","V331126",939,"V331126_L802_1_P.jpg","merged","L0802",TRUE,4183.9407,500.6945,0,0,0,0,0,0,1,109.1788,0,9,6,17,11,4,122.3765,2,383.5205,NA,0,652.1963,549.2832,468.188,NA,661.8761
"384","V331127",940,"V331127_L803_1_C.jpg","merged","L0803",TRUE,NA,476.5297,0,0,0,1,309.2329,0,1,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,131.4876,472.6309,352.9816,NA,754.6476
"385","V331128",941,"V331128_L804_1_P.jpg","merged","L0804",TRUE,2832.2826,351.9174,0,0,0,0,0,0,1,76.8375,0,0,0,17,11,5,99.1817,0,NA,NA,0,174.5423,NA,NA,122.3765,744.8705
"386","V331130",942,"V331130_L806_1_P.jpg","merged","L0806",TRUE,NA,320.4343,0,0,0,1,208.9258,0,1,102.6158,0,0,0,0,13,5,96.0469,0,NA,NA,0,136.1947,369.0122,315.0571,NA,742.0438
"387","V331131",943,"V331131_L807_1_P.jpg","merged","L0807",TRUE,NA,348.4394,0,0,0,0,0,0,1,107.4151,0,0,0,0,0,5,97.6729,0,NA,NA,0,NA,523.9361,NA,123.5476,749.91
"388","V331132",944,"V331132_L808_1_C.jpg","merged","L0808",TRUE,NA,NA,0,0,0,0,0,0,1,112.3299,0,0,0,0,0,NA,NA,0,NA,NA,0,225.02,641.4109,NA,NA,627.0646
"389","V331133",945,"V331133_L809_1_P.jpg","merged","L0809",TRUE,4576.9859,512.9132,0,0,0,0,0,0,1,132.9662,0,0,0,0,0,4,101.9804,2,302.3376,297.3214,0,664.1927,472.3558,365.1411,158.3919,736.7062
"390","V331134",946,"V331134_L810_1_P.jpg","merged","L0810",TRUE,NA,494.2763,0,0,0,1,257.7382,0,1,123.0366,0,0,0,0,12,5,120.337,0,NA,NA,0,NA,NA,NA,231.7002,741.4917
"391","V331136",947,"V331136_L812_1_P.jpg","merged","L0812",TRUE,2843.6519,355.7704,0,0,0,0,0,0,1,150.2698,0,0,0,17,12,5,NA,2,297.6054,NA,0,472.2213,414.6951,444.2533,58.2495,750.6118
"392","V331137",948,"V331137_L813_1_P.jpg","merged","L0813",TRUE,3677.0162,455.7479,0,0,0,0,0,0,1,NA,0,0,0,17,11,NA,NA,2,327.1452,NA,0,NA,NA,NA,105.6788,758.0712
"393","V331138",949,"V331138_L814_1_P.jpg","merged","L0814",TRUE,3627.7685,472.366,0,0,0,0,0,0,1,115.8016,0,8,8,15,13,5,174.4133,0,NA,NA,0,188.9047,273.6421,420.2678,NA,735.7588
"394","V331140",950,"V331140_L816_1_P.jpg","merged","L0816",TRUE,NA,579.5647,0,NA,1,0,NA,1,1,119.8874,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,731.9816
"395","V331142",954,"V331142_L818_1_C.jpg","merged","L0818",TRUE,NA,346.6542,0,0,0,0,0,0,1,108.3744,0,0,0,0,12,6,126.1428,2,244.9,NA,0,414.9663,270.15,332.0392,120.337,749.1655
"396","V331143",955,"V331143_L819_1_P.jpg","merged","L0819",TRUE,NA,538.5168,0,0,0,0,NA,1,1,130.292,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,744.5267
"397","V331144",956,"V331144_L820_1_C.jpg","merged","L0820",TRUE,3363.6195,456.3676,0,0,0,0,0,0,1,108.3744,0,7,7,15,15,5,153.1176,0,NA,NA,0,198.2044,528.213,430.1314,129.9731,735.2999
"398","V331145",957,"V331145_L821_1_P.jpg","merged","L0821",TRUE,NA,611.9107,0,0,0,1,150.26645,0,1,72.99315,0,8,5,0,0,6,193.0389,0,NA,NA,0,NA,NA,NA,228.1403,734.3024
"399","V331147",959,"V331147_L823_1_P.jpg","merged","L0823",TRUE,3237.8215,211.3011,0,0,0,0,0,0,1,97.3499,0,0,7,16,0,5,197.2258,0,NA,NA,0,NA,NA,NA,NA,734.2833
"400","V331150",962,"V331150_L826_2_P.jpg","merged","L0826",TRUE,NA,533.6838,0,NA,1,0,NA,1,1,104,0,0,0,0,0,NA,NA,2,338.5853,364.7246,0,733.4303,494.7727,NA,NA,754.0398
"401","V331151",963,"V331151_L827_1_P.jpg","merged","L0827",TRUE,3299.9072,469.0216,0,0,0,0,0,0,1,136.6236,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,397.2027,481.918,102.0441,745.7459
"402","V331153",966,"V331153_L829_1_P.jpg","merged","L0829",TRUE,2919.1697,372.2079,0,0,0,0,0,0,0,0,0,0,0,0,0,4,94.8262,0,NA,NA,0,NA,346.3409,260.2768,131.9394,741.2962
"403","V331154",968,"V331154_L830_1_P.jpg","merged","L0830",TRUE,NA,428.7346,0,0,0,0,0,0,1,109.2016,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,730.9726
"404","V331156",972,"V331156_L832_2_P.jpg","merged","L0832",TRUE,4135.7176,518.5863,0,0,0,1,230.7553,0,1,134.1044,0,7,7,17,13,5,118.1863,0,NA,NA,0,153.3101,370.5995,550.8539,205.9126,733.7902
"405","V331157",973,"V331157_L833_1_P.jpg","merged","L0833",TRUE,NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,308.8041,NA,0,NA,NA,NA,NA,728.4065
"406","V331158",974,"V331158_L834_1_P.jpg","merged","L0834",TRUE,NA,NA,0,0,0,0,NA,1,1,98.7927,0,0,0,0,0,NA,NA,0,NA,NA,0,196.652,NA,505.1574,NA,716.1006
"407","V331159",975,"V331159_L835_1_C.jpg","merged","L0835",TRUE,5217.5753,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,200.5293,717.0439
"408","V331161",976,"V331161_L837_1_P.jpg","merged","L0837",TRUE,3790.9534,417.4439,0,0,0,1,252.2856,0,1,144.4991,0,0,0,0,0,5,113.7717,2,326.1656,NA,0,677.9971,444.7921,440.2545,113.1371,605.6005
"409","V331162",977,"V331162_L838_1_P.jpg","merged","L0838",TRUE,NA,NA,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,134.4619,688.2906,NA,227.7543,607.2891
"410","V331163",978,"V331163_L839_1_P.jpg","merged","L0839",TRUE,NA,460.4384,0,NA,1,1,268.6801,0,1,158.0917,0,8,7,18,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,717.7214
"411","V331165",982,"V331165_L841_1_P.jpg","merged","L0841",TRUE,NA,585.6384,0,0,0,0,0,0,1,105,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,717.6273
"412","V331166",983,"V331166_L842_1_P.jpg","merged","L0842",TRUE,NA,518.2576,0,0,0,1,302.688,0,1,132.4424,0,9,8,0,0,4,140.0714,0,NA,NA,0,190.1631,NA,NA,187.2779,735.3917
"413","V331167",984,"V331167_L843_1_P.jpg","merged","L0843",TRUE,3864.383,443.6395,0,0,0,0,0,0,1,132.5443,0,0,0,17,10,4,168.8076,2,292.1096,NA,0,624,534.161,476.8731,195.3458,720.0444
"414","V331169",985,"V331169_L845_2_P.jpg","merged","L0845",TRUE,3345.881,NA,1,197.6259,0,1,148.4857,0,1,NA,0,0,0,0,0,4,188.6796,0,NA,NA,0,340.6582,NA,NA,131.5751,725.1041
"415","V331171",986,"V331171_L847_1_P.jpg","merged","L0847",TRUE,3752.2132,484.932,0,0,0,0,0,0,1,145.3823,0,8,0,0,11,5,192.3746,2,353.1345,345.8786,0,540.9473,585.6552,556.0576,200.4794,720.9438
"416","V331172",987,"V331172_L848_1_P.jpg","merged","L0848",TRUE,NA,407.9632,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,319.7249,506.6754,100.2397,742.1051
"417","V331174",988,"V331174_L850_2_P.jpg","merged","L0850",TRUE,3216.878,419.6649,0,0,0,0,0,0,1,74.7262,0,6,0,16,12,4,104.9952,0,NA,NA,0,357.9944,438.6342,363.8901,136.2351,732.5681
"418","V331175",989,"V331175_L851_1_C.jpg","merged","L0851",TRUE,3378.6577,430.8341,0,0,0,0,0,0,1,117.652,0,0,0,0,0,5,135.2997,2,NA,178.3928,0,562.57,425.9789,373.786,126.5701,722.5766
"419","V331176",990,"V331176_L852_1_P.jpg","merged","L0852",TRUE,4085.324,553.3125,0,0,0,0,0,0,0,0,0,0,0,16,13,5,153.8831,2,257.1537,NA,0,566.0389,553.7508,454.1189,142.9405,715.0273
"420","V331178",991,"V331178_L854_1_P.jpg","merged","L0854",TRUE,NA,NA,0,NA,1,0,NA,1,1,89.8999,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,718.0599
"421","V331179",992,"V331179_L855_1_P.jpg","merged","L0855",TRUE,NA,3940.8121,0,0,0,0,0,0,1,144.8862,0,7,7,15,11,6,164.195,2,NA,202.7807,0,588.0136,428.299,NA,202.3858,721.3876
"422","V331180",993,"V331180_L857_1_P.jpg","merged","L0857",TRUE,NA,630.4838,0,0,0,0,0,0,1,158.2403,0,8,8,16,0,4,139.9428,0,NA,NA,0,769.1034,NA,NA,NA,736.0978
"423","V331181",994,"V331181_L858_1_P.jpg","merged","L0858",TRUE,3703.2622,475.8564,0,0,0,0,0,0,1,101.1929,0,8,8,15,13,5,169.1863,0,NA,NA,0,652.1963,548.0584,484.1487,126.4911,708.4631
