fish_id,measure,part_value,part_scale,has_multiple_values.x,cpart_value,cpart_scale,has_multiple_values.y,var_type,scale,absolute_diff,relative_diff,exceeds_threshold,multiple_measurements
V330568,MCV,17,693.3181,FALSE,0,711.7654,FALSE,count,702.54175,17,0.0033794001902602306,TRUE,FALSE
V330568,MAV,11,693.3181,FALSE,0,711.7654,FALSE,count,702.54175,11,0.002186670711344855,TRUE,FALSE
V330568,MDF,7,693.3181,FALSE,0,711.7654,FALSE,count,702.54175,7,0.0013915177254012715,TRUE,FALSE
V330568,MPT,5,693.3181,FALSE,0,711.7654,FALSE,count,702.54175,5,9.939412324294797e-4,TRUE,FALSE
V330569,DS2,0,706.2308,FALSE,256.3201,704.3437,FALSE,continuous,705.2872500000001,256.3201,0.36342653294810023,TRUE,FALSE
V330569,DS3,0,706.2308,FALSE,127.122,704.3437,FALSE,continuous,705.2872500000001,127.122,0.180241454811497,TRUE,FALSE
V330569,MAV,0,706.2308,FALSE,12,704.3437,FALSE,count,705.2872500000001,12,0.002385458957830751,TRUE,FALSE
V330569,MDF,0,706.2308,FALSE,9,704.3437,FALSE,count,705.2872500000001,9,0.0017890942183730633,TRUE,FALSE
V330569,MAF,0,706.2308,FALSE,8,704.3437,FALSE,count,705.2872500000001,8,0.0015903059718871673,TRUE,FALSE
V330569,MPT,0,706.2308,FALSE,4,704.3437,FALSE,count,705.2872500000001,4,7.951529859435836e-4,TRUE,FALSE
V330570,DS3,107.629,706.9031,FALSE,0,709.9866,FALSE,continuous,708.44485,107.629,0.15192290550210086,TRUE,FALSE
V330570,LPT,121.6553,706.9031,FALSE,169.1656,709.9866,FALSE,continuous,708.44485,47.510300000000015,0.06706280665319257,TRUE,FALSE
V330570,MCV,17,706.9031,FALSE,0,709.9866,FALSE,count,708.44485,17,0.0033794001902602306,TRUE,FALSE
V330570,MAV,9,706.9031,FALSE,0,709.9866,FALSE,count,708.44485,9,0.0017890942183730633,TRUE,FALSE
V330570,MAF,8,706.9031,FALSE,0,709.9866,FALSE,count,708.44485,8,0.0015903059718871673,TRUE,FALSE
V330570,MDF,8,706.9031,FALSE,0,709.9866,FALSE,count,708.44485,8,0.0015903059718871673,TRUE,FALSE
V330571,DS2,174.631,708.3784,FALSE,0,685.3816,FALSE,continuous,696.8800000000001,174.631,0.25058977155320855,TRUE,FALSE
V330571,ECT,280.5851,708.3784,FALSE,320.0062,685.3816,FALSE,continuous,696.8800000000001,39.42109999999997,0.05656798874985645,TRUE,FALSE
V330571,MAV,11,708.3784,FALSE,0,685.3816,FALSE,count,696.8800000000001,11,0.002186670711344855,TRUE,FALSE
V330571,MDF,9,708.3784,FALSE,10,685.3816,FALSE,count,696.8800000000001,1,1.987882464858959e-4,TRUE,FALSE
V330572,MCV,15,710.2112,FALSE,0,733.4303,FALSE,count,721.82075,15,0.0029818236972884386,TRUE,FALSE
V330572,MAV,10,710.2112,FALSE,0,733.4303,FALSE,count,721.82075,10,0.0019878824648589593,TRUE,FALSE
V330572,MAF,7,710.2112,FALSE,0,733.4303,FALSE,count,721.82075,7,0.0013915177254012715,TRUE,FALSE
V330572,MDF,6,710.2112,FALSE,0,733.4303,FALSE,count,721.82075,6,0.0011927294789153755,TRUE,FALSE
V330572,MPT,3,710.2112,FALSE,0,733.4303,FALSE,count,721.82075,3,5.963647394576877e-4,TRUE,FALSE
V330578,DS3,70.7107,712.1011,TRUE,0,745.5468,FALSE,continuous,728.82395,70.7107,0.0970202749237316,TRUE,TRUE
V330578,MCV,8,712.1011,TRUE,0,745.5468,FALSE,count,728.82395,8,0.0015903059718871673,TRUE,TRUE
V330578,MAV,6,712.1011,TRUE,0,745.5468,FALSE,count,728.82395,6,0.0011927294789153755,TRUE,TRUE
V330578,MAF,4,712.1011,TRUE,0,745.5468,FALSE,count,728.82395,4,7.951529859435836e-4,TRUE,TRUE
V330578,MDF,4,712.1011,TRUE,0,745.5468,FALSE,count,728.82395,4,7.951529859435836e-4,TRUE,TRUE
V330578,MPT,2.5,712.1011,TRUE,0,745.5468,FALSE,count,728.82395,2.5,4.969706162147398e-4,TRUE,TRUE
V330579,DS3,128.8604,710.2908,FALSE,0,704.9539,FALSE,continuous,707.62235,128.8604,0.1821033493359841,TRUE,FALSE
V330579,MCV,16,710.2908,FALSE,0,704.9539,FALSE,count,707.62235,16,0.0031806119437743346,TRUE,FALSE
V330579,MAV,12,710.2908,FALSE,0,704.9539,FALSE,count,707.62235,12,0.002385458957830751,TRUE,FALSE
V330579,MDF,9,710.2908,FALSE,0,704.9539,FALSE,count,707.62235,9,0.0017890942183730633,TRUE,FALSE
V330579,MAF,7,710.2908,FALSE,0,704.9539,FALSE,count,707.62235,7,0.0013915177254012715,TRUE,FALSE
V330579,MPT,5,710.2908,FALSE,0,704.9539,FALSE,count,707.62235,5,9.939412324294797e-4,TRUE,FALSE
V330583,DS3,43.73215,657.493,TRUE,0,723.1556,FALSE,continuous,690.3243,43.73215,0.06335015296433864,TRUE,TRUE
V330583,MPT,2.5,657.493,TRUE,0,723.1556,FALSE,count,690.3243,2.5,4.969706162147398e-4,TRUE,TRUE
V330585,DS3,129.5531,720,FALSE,0,704.5566,FALSE,continuous,712.2783,129.5531,0.18188550739226508,TRUE,FALSE
V330585,MCV,16,720,FALSE,0,704.5566,FALSE,count,712.2783,16,0.0031806119437743346,TRUE,FALSE
V330585,MAV,10,720,FALSE,0,704.5566,FALSE,count,712.2783,10,0.0019878824648589593,TRUE,FALSE
V330585,MDF,9,720,FALSE,0,704.5566,FALSE,count,712.2783,9,0.0017890942183730633,TRUE,FALSE
V330585,MAF,7,720,FALSE,0,704.5566,FALSE,count,712.2783,7,0.0013915177254012715,TRUE,FALSE
V330585,MPT,5,720,FALSE,0,704.5566,FALSE,count,712.2783,5,9.939412324294797e-4,TRUE,FALSE
V330588,DS3,44.52245,708.1589,TRUE,0,682.302,FALSE,continuous,695.23045,44.52245,0.0640398446299353,TRUE,TRUE
V330588,MCV,8.5,708.1589,TRUE,0,682.302,FALSE,count,695.23045,8.5,0.0016897000951301153,TRUE,TRUE
V330588,MAV,6,708.1589,TRUE,0,682.302,FALSE,count,695.23045,6,0.0011927294789153755,TRUE,TRUE
V330588,MDF,4,708.1589,TRUE,0,682.302,FALSE,count,695.23045,4,7.951529859435836e-4,TRUE,TRUE
V330588,MAF,3.5,708.1589,TRUE,0,682.302,FALSE,count,695.23045,3.5,6.957588627006357e-4,TRUE,TRUE
V330588,MPT,2,708.1589,TRUE,0,682.302,FALSE,count,695.23045,2,3.975764929717918e-4,TRUE,TRUE
V330591,DS2,419.6951,700.731,FALSE,196.1632,716.1787,TRUE,continuous,708.4548500000001,223.53190000000004,0.31552031862016333,TRUE,TRUE
V330591,DS3,162.4315,700.731,FALSE,72.13875,716.1787,TRUE,continuous,708.4548500000001,90.29275,0.12745025318127187,TRUE,TRUE
V330591,SL,4005.487,700.731,FALSE,4093.9612,NA,FALSE,continuous,700.731,88.47420000000011,0.12625986291458507,TRUE,FALSE
V330591,CAV,510.5848,700.731,FALSE,568.2632,NA,FALSE,continuous,700.731,57.67840000000001,0.082311757293455,TRUE,FALSE
V330591,MCV,0,700.731,FALSE,8,716.1787,TRUE,count,708.4548500000001,8,0.0015903059718871673,TRUE,TRUE
V330591,MAV,0,700.731,FALSE,5,716.1787,TRUE,count,708.4548500000001,5,9.939412324294797e-4,TRUE,TRUE
V330591,MDF,0,700.731,FALSE,4.5,716.1787,TRUE,count,708.4548500000001,4.5,8.945471091865317e-4,TRUE,TRUE
V330591,MAF,0,700.731,FALSE,3,716.1787,TRUE,count,708.4548500000001,3,5.963647394576877e-4,TRUE,TRUE
V330592,CAV,407.7761,708.3685,FALSE,516.7118,NA,FALSE,continuous,708.3685,108.93570000000005,0.15378394155019603,TRUE,FALSE
V330592,DS3,133.154,708.3685,FALSE,64.98655,712.1826,TRUE,continuous,710.2755500000001,68.16745,0.0959732458761955,TRUE,TRUE
V330592,MPT,4,708.3685,FALSE,0,712.1826,FALSE,count,710.2755500000001,4,7.951529859435836e-4,TRUE,FALSE
V330595,DS3,0,716.774,FALSE,99.1615,707.6722,FALSE,continuous,712.2230999999999,99.1615,0.13922814354097757,TRUE,FALSE
V330595,MPT,0,716.774,FALSE,5,707.6722,FALSE,count,712.2230999999999,5,9.939412324294797e-4,TRUE,FALSE
V330600,DS3,56.8507,709.3659,TRUE,0,705.1021,FALSE,continuous,707.2339999999999,56.8507,0.08038456861519667,TRUE,TRUE
V330601,DS3,73.8055,715.4418,TRUE,0,723.3982,FALSE,continuous,719.42,73.8055,0.10259028105974256,TRUE,TRUE
V330601,MPT,3,715.4418,TRUE,0,723.3982,FALSE,count,719.42,3,5.963647394576877e-4,TRUE,TRUE
V330603,DS3,106.4049,721.5608,FALSE,0,706.3852,FALSE,continuous,713.973,106.4049,0.14903210625611893,TRUE,FALSE
V330603,MAV,11,721.5608,FALSE,0,706.3852,FALSE,count,713.973,11,0.002186670711344855,TRUE,FALSE
V330603,MPT,4,721.5608,FALSE,0,706.3852,FALSE,count,713.973,4,7.951529859435836e-4,TRUE,FALSE
V330605,DS3,141.4214,717.8858,FALSE,0,704,FALSE,continuous,710.9429,141.4214,0.1989208978667626,TRUE,FALSE
V330605,PMX,141.8732,717.8858,FALSE,194.0309,704,FALSE,continuous,710.9429,52.157700000000006,0.07336411967824702,TRUE,FALSE
V330605,MCV,15,717.8858,FALSE,0,704,FALSE,count,710.9429,15,0.0029818236972884386,TRUE,FALSE
V330605,MAV,11,717.8858,FALSE,0,704,FALSE,count,710.9429,11,0.002186670711344855,TRUE,FALSE
V330605,MPT,5,717.8858,FALSE,0,704,FALSE,count,710.9429,5,9.939412324294797e-4,TRUE,FALSE
V330607,MCV,17,713.2812,FALSE,0,707.7241,FALSE,count,710.50265,17,0.0033794001902602306,TRUE,FALSE
V330607,MPSP,0,713.2812,FALSE,2,707.7241,FALSE,count,710.50265,2,3.975764929717918e-4,TRUE,FALSE
V330610,DS2,257.9477,695.4632,FALSE,0,694.3947,FALSE,continuous,694.92895,257.9477,0.37118571618004975,TRUE,FALSE
V330610,DS3,157.035,695.4632,FALSE,0,694.3947,FALSE,continuous,694.92895,157.035,0.22597274152990748,TRUE,FALSE
V330610,MAV,10,695.4632,FALSE,0,694.3947,FALSE,count,694.92895,10,0.0019878824648589593,TRUE,FALSE
V330610,MPT,5,695.4632,FALSE,0,694.3947,FALSE,count,694.92895,5,9.939412324294797e-4,TRUE,FALSE
V330610,MPSP,2,695.4632,FALSE,0,694.3947,FALSE,count,694.92895,2,3.975764929717918e-4,TRUE,FALSE
V330612,DS2,235.7626,712.6184,FALSE,0,720.9688,TRUE,continuous,716.7936,235.7626,0.32891281395369604,TRUE,TRUE
V330613,MCV,0,718.8992,FALSE,17,708.0452,FALSE,count,713.4721999999999,17,0.0033794001902602306,TRUE,FALSE
V330613,MAV,0,718.8992,FALSE,10,708.0452,FALSE,count,713.4721999999999,10,0.0019878824648589593,TRUE,FALSE
V330613,MPT,4,718.8992,FALSE,0,708.0452,FALSE,count,713.4721999999999,4,7.951529859435836e-4,TRUE,FALSE
V330614,ECT,440.6733,712.6184,FALSE,278.2894,702.0256,FALSE,continuous,707.322,162.38389999999998,0.22957563881796408,TRUE,FALSE
V330614,DS3,135.2997,712.6184,FALSE,0,702.0256,FALSE,continuous,707.322,135.2997,0.19128445036348368,TRUE,FALSE
V330614,MDF,10,712.6184,FALSE,0,702.0256,FALSE,count,707.322,10,0.0019878824648589593,TRUE,FALSE
V330614,MPT,6,712.6184,FALSE,0,702.0256,FALSE,count,707.322,6,0.0011927294789153755,TRUE,FALSE
V330615,DS3,80.4984,693.1039,FALSE,0,715.5418,FALSE,continuous,704.32285,80.4984,0.11429190462867987,TRUE,FALSE
V330615,MAF,6,693.1039,FALSE,0,715.5418,FALSE,count,704.32285,6,0.0011927294789153755,TRUE,FALSE
V330615,MDF,6,693.1039,FALSE,0,715.5418,FALSE,count,704.32285,6,0.0011927294789153755,TRUE,FALSE
V330615,MPT,5,693.1039,FALSE,0,715.5418,FALSE,count,704.32285,5,9.939412324294797e-4,TRUE,FALSE
V330618,DS2,357.7555,728.5554,FALSE,0,718.0599,FALSE,continuous,723.30765,357.7555,0.4946104192317059,TRUE,FALSE
V330618,DS1,170.5784,728.5554,FALSE,0,718.0599,FALSE,continuous,723.30765,170.5784,0.23583104644337716,TRUE,FALSE
V330618,DS3,117.8813,728.5554,FALSE,0,718.0599,FALSE,continuous,723.30765,117.8813,0.16297532592113467,TRUE,FALSE
V330618,MCV,17,728.5554,FALSE,0,718.0599,FALSE,count,723.30765,17,0.0033794001902602306,TRUE,FALSE
V330618,MAV,11,728.5554,FALSE,0,718.0599,FALSE,count,723.30765,11,0.002186670711344855,TRUE,FALSE
V330618,MDF,10,728.5554,FALSE,0,718.0599,FALSE,count,723.30765,10,0.0019878824648589593,TRUE,FALSE
V330618,MAF,0,728.5554,FALSE,8,718.0599,FALSE,count,723.30765,8,0.0015903059718871673,TRUE,FALSE
V330618,MPT,4,728.5554,FALSE,0,718.0599,FALSE,count,723.30765,4,7.951529859435836e-4,TRUE,FALSE
V330620,CAV,482.2837,NA,FALSE,469.5178,NA,FALSE,continuous,NA,12.765899999999988,1,TRUE,FALSE
V330620,ECT,543.7371,NA,FALSE,453.5416,NA,FALSE,continuous,NA,90.19550000000004,1,TRUE,FALSE
V330620,LPT,114.3547,NA,FALSE,84.214,NA,FALSE,continuous,NA,30.140699999999995,1,TRUE,FALSE
V330629,MCV,18,730.4683,FALSE,0,689.6724,FALSE,count,710.07035,18,0.0035781884367461266,TRUE,FALSE
V330629,MDF,11,730.4683,FALSE,0,689.6724,FALSE,count,710.07035,11,0.002186670711344855,TRUE,FALSE
V330629,MAF,8,730.4683,FALSE,0,689.6724,FALSE,count,710.07035,8,0.0015903059718871673,TRUE,FALSE
V330631,DS3,101.6071,730.252,FALSE,48.05205,710.4365,TRUE,continuous,720.34425,53.55505,0.074346466984362,TRUE,TRUE
V330637,DS3,0,714.6426,FALSE,52.5,703.8501,TRUE,continuous,709.24635,52.5,0.07402223501044454,TRUE,TRUE
V330637,MPT,5,714.6426,FALSE,0,703.8501,FALSE,count,709.24635,5,9.939412324294797e-4,TRUE,FALSE
V330639,ECT,343.4705,673.6653,FALSE,576.6325,658.997,FALSE,continuous,666.33115,233.16200000000003,0.3499191055378396,TRUE,FALSE
V330639,CAV,321.1013,673.6653,FALSE,356.1524,658.997,FALSE,continuous,666.33115,35.05110000000002,0.05260312383714917,TRUE,FALSE
V330639,MCV,0,673.6653,FALSE,16,658.997,FALSE,count,666.33115,16,0.0031806119437743346,TRUE,FALSE
V330639,MAV,0,673.6653,FALSE,8,658.997,FALSE,count,666.33115,8,0.0015903059718871673,TRUE,FALSE
V330639,MDF,0,673.6653,FALSE,8,658.997,FALSE,count,666.33115,8,0.0015903059718871673,TRUE,FALSE
V330639,MAF,11,673.6653,FALSE,7,658.997,FALSE,count,666.33115,4,7.951529859435836e-4,TRUE,FALSE
V330644,DS2,125.51695,690.2347,TRUE,0,666.7953,FALSE,continuous,678.515,125.51695,0.18498773055864645,TRUE,TRUE
V330644,PMX,82.7587,690.2347,FALSE,176.2385,666.7953,FALSE,continuous,678.515,93.47979999999998,0.13777116202294715,TRUE,FALSE
V330644,ECT,500.6046,690.2347,FALSE,415.389,666.7953,FALSE,continuous,678.515,85.2156,0.12559132812097004,TRUE,FALSE
V330644,DS3,46.5242,690.2347,TRUE,0,666.7953,FALSE,continuous,678.515,46.5242,0.06856768089135834,TRUE,TRUE
V330644,MCV,8.5,690.2347,TRUE,0,666.7953,FALSE,count,678.515,8.5,0.0016897000951301153,TRUE,TRUE
V330644,MAV,5.5,690.2347,TRUE,0,666.7953,FALSE,count,678.515,5.5,0.0010933353556724275,TRUE,TRUE
V330644,MPT,5,690.2347,FALSE,0,666.7953,FALSE,count,678.515,5,9.939412324294797e-4,TRUE,FALSE
V330644,MDF,4,690.2347,TRUE,0,666.7953,FALSE,count,678.515,4,7.951529859435836e-4,TRUE,TRUE
V330644,MAF,3.5,690.2347,TRUE,0,666.7953,FALSE,count,678.515,3.5,6.957588627006357e-4,TRUE,TRUE
V330649,DS3,147.5127,691.2019,FALSE,0,699.6829,FALSE,continuous,695.4424,147.5127,0.21211346906659703,TRUE,FALSE
V330649,MCV,17,691.2019,FALSE,0,699.6829,FALSE,count,695.4424,17,0.0033794001902602306,TRUE,FALSE
V330649,MDF,9,691.2019,FALSE,0,699.6829,FALSE,count,695.4424,9,0.0017890942183730633,TRUE,FALSE
V330649,MAV,8,691.2019,FALSE,0,699.6829,FALSE,count,695.4424,8,0.0015903059718871673,TRUE,FALSE
V330649,MAF,7,691.2019,FALSE,0,699.6829,FALSE,count,695.4424,7,0.0013915177254012715,TRUE,FALSE
V330649,MPT,6,691.2019,FALSE,0,699.6829,FALSE,count,695.4424,6,0.0011927294789153755,TRUE,FALSE
V330651,DS3,87.4757,666.1922,FALSE,0,669.0269,FALSE,continuous,667.6095499999999,87.4757,0.1310282334936641,TRUE,FALSE
V330651,MCV,17,666.1922,FALSE,0,669.0269,FALSE,count,667.6095499999999,17,0.0033794001902602306,TRUE,FALSE
V330651,MAV,11,666.1922,FALSE,0,669.0269,FALSE,count,667.6095499999999,11,0.002186670711344855,TRUE,FALSE
V330651,MPT,3,666.1922,FALSE,0,669.0269,FALSE,count,667.6095499999999,3,5.963647394576877e-4,TRUE,FALSE
V330661,DS2,207.6945,673.6319,FALSE,0,683.0849,FALSE,continuous,678.3584,207.6945,0.30617222400430216,TRUE,FALSE
V330661,ECT,287.1237,673.6319,FALSE,409.3324,683.0849,FALSE,continuous,678.3584,122.20870000000002,0.1801535884275923,TRUE,FALSE
V330661,DS3,84.8528,673.6319,FALSE,0,683.0849,FALSE,continuous,678.3584,84.8528,0.12508550052597567,TRUE,FALSE
V330661,MCV,19,673.6319,FALSE,0,683.0849,FALSE,count,678.3584,19,0.0037769766832320226,TRUE,FALSE
V330661,MAV,11,673.6319,FALSE,0,683.0849,FALSE,count,678.3584,11,0.002186670711344855,TRUE,FALSE
V330661,MAF,6,673.6319,FALSE,0,683.0849,FALSE,count,678.3584,6,0.0011927294789153755,TRUE,FALSE
V330661,MDF,6,673.6319,FALSE,0,683.0849,FALSE,count,678.3584,6,0.0011927294789153755,TRUE,FALSE
V330661,MPT,4,673.6319,FALSE,0,683.0849,FALSE,count,678.3584,4,7.951529859435836e-4,TRUE,FALSE
V330666,DS3,116.619,675.5265,FALSE,0,678.1445,FALSE,continuous,676.8355,116.619,0.17230035954083378,TRUE,FALSE
V330666,MCV,17,675.5265,FALSE,0,678.1445,FALSE,count,676.8355,17,0.0033794001902602306,TRUE,FALSE
V330666,MAV,11,675.5265,FALSE,0,678.1445,FALSE,count,676.8355,11,0.002186670711344855,TRUE,FALSE
V330666,MPT,4,675.5265,FALSE,0,678.1445,FALSE,count,676.8355,4,7.951529859435836e-4,TRUE,FALSE
V330671,LPT,92.7793,753.1587,FALSE,166.3851,684.6576,FALSE,continuous,718.90815,73.60579999999999,0.10238554118492048,TRUE,FALSE
V330671,MAF,6,753.1587,FALSE,0,684.6576,FALSE,count,718.90815,6,0.0011927294789153755,TRUE,FALSE
V330671,MDF,6,753.1587,FALSE,0,684.6576,FALSE,count,718.90815,6,0.0011927294789153755,TRUE,FALSE
V330671,MCV,17,753.1587,FALSE,18,684.6576,FALSE,count,718.90815,1,1.987882464858959e-4,TRUE,FALSE
V330674,ECT,324.0309,NA,FALSE,262.6671,678.2389,FALSE,continuous,678.2389,61.36379999999997,0.09047519981528629,TRUE,FALSE
V330674,CAV,347.0176,NA,FALSE,381.2364,678.2389,FALSE,continuous,678.2389,34.21879999999999,0.05045242907771877,TRUE,FALSE
V330676,DS2,204.1568,748.2673,FALSE,0,754.4004,FALSE,continuous,751.33385,204.1568,0.2717258113686745,TRUE,FALSE
V330676,DS3,134.4024,748.2673,FALSE,0,754.4004,FALSE,continuous,751.33385,134.4024,0.17888505888560724,TRUE,FALSE
V330676,MCV,17,748.2673,FALSE,0,754.4004,TRUE,count,751.33385,17,0.0033794001902602306,TRUE,TRUE
V330676,MAV,15,748.2673,FALSE,0,754.4004,TRUE,count,751.33385,15,0.0029818236972884386,TRUE,TRUE
V330676,MAF,8,748.2673,FALSE,0,754.4004,TRUE,count,751.33385,8,0.0015903059718871673,TRUE,TRUE
V330676,MDF,7,748.2673,FALSE,0,754.4004,TRUE,count,751.33385,7,0.0013915177254012715,TRUE,TRUE
V330676,MPT,4,748.2673,FALSE,0,754.4004,TRUE,count,751.33385,4,7.951529859435836e-4,TRUE,TRUE
V330676,MPSP,0,748.2673,FALSE,1,754.4004,TRUE,count,751.33385,1,1.987882464858959e-4,TRUE,TRUE
V330677,ECT,482.5971,746.4047,FALSE,386.9884,677.4024,FALSE,continuous,711.90355,95.6087,0.13430007477838818,TRUE,FALSE
V330677,CLE,367.2274,746.4047,FALSE,282,677.4024,FALSE,continuous,711.90355,85.22739999999999,0.11971762186043318,TRUE,FALSE
V330677,CAV,485.5141,NA,FALSE,439.8412,677.4024,FALSE,continuous,677.4024,45.67289999999997,0.06742358751607608,TRUE,FALSE
V330677,DS3,54.7083,746.4047,TRUE,102.528,677.4024,FALSE,continuous,711.90355,47.819700000000005,0.06717159929880952,TRUE,TRUE
V330677,TPG,164.1585,746.4047,FALSE,207.1956,677.4024,FALSE,continuous,711.90355,43.03710000000001,0.0604535544175893,TRUE,FALSE
V330677,MCV,0,746.4047,TRUE,15,677.4024,FALSE,count,711.90355,15,0.0029818236972884386,TRUE,TRUE
V330677,MAV,6,746.4047,TRUE,11,677.4024,FALSE,count,711.90355,5,9.939412324294797e-4,TRUE,TRUE
V330677,MAF,4,746.4047,TRUE,8,677.4024,FALSE,count,711.90355,4,7.951529859435836e-4,TRUE,TRUE
V330677,MDF,5,746.4047,TRUE,9,677.4024,FALSE,count,711.90355,4,7.951529859435836e-4,TRUE,TRUE
V330677,MPT,4,746.4047,FALSE,5,677.4024,FALSE,count,711.90355,1,1.987882464858959e-4,TRUE,FALSE
V330683,ECT,331.3608,661.1513,FALSE,505.5067,762.9974,FALSE,continuous,712.07435,174.14590000000004,0.24456140008413454,TRUE,FALSE
V330683,DS3,0,661.1513,FALSE,130.9733,762.9974,FALSE,continuous,712.07435,130.9733,0.1839320570948806,TRUE,FALSE
V330683,LPT,75.2396,661.1513,FALSE,111.6468,762.9974,FALSE,continuous,712.07435,36.4072,0.05112836882833935,TRUE,FALSE
V330683,MDF,0,661.1513,FALSE,8,762.9974,FALSE,count,712.07435,8,0.0015903059718871673,TRUE,FALSE
V330693,MCV,17,749.1782,FALSE,18,747.6818,FALSE,count,748.43,1,1.987882464858959e-4,TRUE,FALSE
V330695,DS2,0,661.6827,FALSE,428.8963,760.4735,FALSE,continuous,711.0781,428.8963,0.6031634218519738,TRUE,FALSE
V330695,TPG,228.3156,661.6827,FALSE,446.1749,760.4735,FALSE,continuous,711.0781,217.8593,0.30637886330629505,TRUE,FALSE
V330695,CAV,533.6339,661.6827,FALSE,601.047,760.4735,FALSE,continuous,711.0781,67.41309999999999,0.09480407285781968,TRUE,FALSE
V330695,MAV,0,661.6827,FALSE,9,760.4735,FALSE,count,711.0781,9,0.0017890942183730633,TRUE,FALSE
V330695,MAF,0,661.6827,FALSE,8,760.4735,FALSE,count,711.0781,8,0.0015903059718871673,TRUE,FALSE
V330695,MDF,7,661.6827,FALSE,10,760.4735,FALSE,count,711.0781,3,5.963647394576877e-4,TRUE,FALSE
V330695,MPT,5,661.6827,FALSE,4,760.4735,FALSE,count,711.0781,1,1.987882464858959e-4,TRUE,FALSE
V330697,ECT,538.9323,733.9891,FALSE,610.2475,675.0067,FALSE,continuous,704.4979000000001,71.31519999999989,0.10122840678446292,TRUE,FALSE
V330697,CLE,554.083,733.9891,FALSE,500.9281,675.0067,FALSE,continuous,704.4979000000001,53.1549,0.0754507571988504,TRUE,FALSE
V330697,MCV,16,733.9891,FALSE,0,675.0067,FALSE,count,704.4979000000001,16,0.0031806119437743346,TRUE,FALSE
V330697,MAV,11,733.9891,FALSE,0,675.0067,FALSE,count,704.4979000000001,11,0.002186670711344855,TRUE,FALSE
V330697,MPT,4,733.9891,FALSE,0,675.0067,FALSE,count,704.4979000000001,4,7.951529859435836e-4,TRUE,FALSE
V330697,MPSP,0,733.9891,FALSE,1,675.0067,FALSE,count,704.4979000000001,1,1.987882464858959e-4,TRUE,FALSE
V330698,DS3,123.0366,764.7235,FALSE,0,766.5748,FALSE,continuous,765.64915,123.0366,0.16069579650156995,TRUE,FALSE
V330698,MDF,0,764.7235,FALSE,10,766.5748,FALSE,count,765.64915,10,0.0019878824648589593,TRUE,FALSE
V330698,MAF,0,764.7235,FALSE,7,766.5748,FALSE,count,765.64915,7,0.0013915177254012715,TRUE,FALSE
V330698,MPT,5,764.7235,FALSE,0,766.5748,FALSE,count,765.64915,5,9.939412324294797e-4,TRUE,FALSE
V330702,DS1,160.2248,717.6071,FALSE,0,747.7286,FALSE,continuous,732.66785,160.2248,0.21868681695259315,TRUE,FALSE
V330702,CAV,426.0953,717.6071,FALSE,373.1234,747.7286,FALSE,continuous,732.66785,52.971900000000005,0.07230001971561875,TRUE,FALSE
V330702,MCV,0,717.6071,FALSE,18,747.7286,FALSE,count,732.66785,18,0.0035781884367461266,TRUE,FALSE
V330702,MDF,0,717.6071,FALSE,7,747.7286,FALSE,count,732.66785,7,0.0013915177254012715,TRUE,FALSE
V330702,MAF,0,717.6071,FALSE,6,747.7286,FALSE,count,732.66785,6,0.0011927294789153755,TRUE,FALSE
V330702,MPT,6,717.6071,FALSE,0,747.7286,FALSE,count,732.66785,6,0.0011927294789153755,TRUE,FALSE
V330703,DS2,134.4405,727.1767,TRUE,0,688.0211,FALSE,continuous,707.5989,134.4405,0.1899953490600395,TRUE,TRUE
V330703,DS3,65.34905,727.1767,TRUE,0,688.0211,FALSE,continuous,707.5989,65.34905,0.09235323853669078,TRUE,TRUE
V330703,MPT,3,727.1767,TRUE,0,688.0211,FALSE,count,707.5989,3,5.963647394576877e-4,TRUE,TRUE
V330704,DS3,143.5618,772.6849,FALSE,0,763.7905,FALSE,continuous,768.2376999999999,143.5618,0.18687158935313905,TRUE,FALSE
V330704,TPG,198.5674,772.6849,FALSE,259.6151,763.7905,FALSE,continuous,768.2376999999999,61.04769999999999,0.07946459800137379,TRUE,FALSE
V330704,MPSP,0,772.6849,FALSE,2,763.7905,FALSE,count,768.2376999999999,2,3.975764929717918e-4,TRUE,FALSE
V330709,PMX,168.2409,723.504,FALSE,225.8584,681.2378,FALSE,continuous,702.3709,57.61749999999998,0.08203286895855164,TRUE,FALSE
V330709,MPT,5,723.504,FALSE,0,681.2378,FALSE,count,702.3709,5,9.939412324294797e-4,TRUE,FALSE
V330712,CLE,356.4828,708.1335,FALSE,258.9401,724.7655,FALSE,continuous,716.4495,97.54270000000002,0.13614734883617063,TRUE,FALSE
V330712,MCV,17,708.1335,FALSE,0,724.7655,FALSE,count,716.4495,17,0.0033794001902602306,TRUE,FALSE
V330712,MAV,0,708.1335,FALSE,9,724.7655,FALSE,count,716.4495,9,0.0017890942183730633,TRUE,FALSE
V330718,MPSP,2,708.8766,FALSE,0,735.6915,FALSE,count,722.28405,2,3.975764929717918e-4,TRUE,FALSE
V330719,DS2,107.0794,684.697,FALSE,294.7032,677.4024,FALSE,continuous,681.0497,187.62379999999996,0.27549208229590283,TRUE,FALSE
V330719,DS3,238.665,684.697,FALSE,115.8016,677.4024,FALSE,continuous,681.0497,122.8634,0.18040298674237723,TRUE,FALSE
V330719,ECT,335.0478,684.697,FALSE,442.5076,677.4024,FALSE,continuous,681.0497,107.45980000000003,0.15778554780950646,TRUE,FALSE
