n,ID,SL,CAV,MDS1,DS1,MDS1NA,MDS2,DS2,MDS2NA,MDS3,DS3,MDS3NA,MDF,MAF,MCV,MAV,MPT,LPT,MPSP,PSP-L,PSP-R,MPSPNA,TPG,ECT,CLE,PMX,Scale_10mm
786,V330994_L666_1_P.jpg,,489.7625,0,,0,0,,0,1,112.9248,0,0,0,0,0,5,185.6017,2,,,0,431.648,,,,
787,V330994_L666_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,543.4851,495.2898,158.2403,699.7714
788,V330995_L667_1_P.jpg,3465.4547,412.0924,0,,0,0,,0,1,83.5225,0,0,0,17,0,5,149.3452,2,347.816,,0,538.4719,499.6799,409.2725,128.9961,710.2112
789,V330995_L668_1_C.jpg,,,0,,1,0,,1,0,,1,0,0,0,0,0,,2,376.724,373.4488,0,,584.6383,576.7885,,699.0258
790,V330997_L670_1_C.jpg,3756.9094,542.2977,0,,0,0,,0,1,,0,0,0,0,0,0,,2,,,0,589.359,451.8761,380.0842,,711.0696
791,V330997_L670_1_P.jpg,3975.7424,,0,,0,0,,0,1,127.059,0,8,7,20,0,0,,2,360.1111,,0,615.2203,484.9412,548.2335,135.3514,712.2808
792,V330998_L671_1_P.jpg,,384.6541,0,,0,0,,0,1,114.2366,0,8,8,17,13,5,162.2498,2,286.0087,337.8165,0,504.2321,319.8203,338.7875,,708.2351
793,V330999_L672_1_P.jpg,,408.9866,0,,0,0,,0,1,52.3927,0,0,0,0,0,4,108.3744,0,,,0,80.05,271.2803,313.683,,718.8115
794,V331000_L673_1_P.jpg,,,0,,0,0,,0,1,158.433,0,0,0,0,0,0,,0,,,0,460.1358,331.4287,379.5208,102.528,733.3819
795,V331001_L674_1_P.jpg,,537.8084,0,,0,0,,0,1,208.0385,0,0,0,0,0,0,,0,,,0,,,541.7896,97.4064,701.2332
796,V331006_L680_1_P.jpg,5503.5832,,0,,1,0,,1,0,,1,0,0,0,0,0,,2,552.1304,,0,,669.4236,468.9606,190.683,708.0254
797,V331007_L681_1_P.jpg,,,0,,0,0,,1,0,,1,0,0,0,0,0,,0,,,0,638.6611,498.7184,385.0195,,
798,V331007_L681_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,724.1326
799,V331008_L682_1_P.jpg,,596.3947,0,,0,1,228.9803,0,1,134.1044,0,0,0,0,0,5,112,0,,,0,150.7846,352.0909,486.5224,,720.7552
800,V331009_L683_1_P.jpg,5341.7637,637.6373,0,,0,0,,0,1,189.2142,0,8,6,0,0,0,,0,,,0,,,,,
801,V331009_L683_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,17,0,5,196.4714,2,421.2197,454.9429,0,,,,,
802,V331009_L683_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,846.9144,492.448,418.852,189.4518,708.0572
803,V331010_L684_1_P.jpg,,580.9119,0,,0,0,,0,1,113.7014,0,0,0,0,0,4,149.3452,0,,,0,206.4946,,519.1994,,704.0455
804,V331011_L685_1_P.jpg,3105.9854,433.9748,0,,0,1,209.5066,0,1,97.6729,0,0,0,16,11,4,105.1713,2,256.1445,249.5957,0,501.2784,327.1238,405.7438,127.2792,702.8777
805,V331012_L686_1_P.jpg,3035.8458,408.1891,0,,0,0,,0,1,103.9663,0,0,0,16,10,0,,2,,,0,503.6159,377.3447,380.6219,,690.6649
806,V331013_L687_2_P.jpg,,,0,,0,0,,1,0,,1,0,0,0,0,0,,0,,,0,,,,136.8211,708.4067
807,V331014_L688_1_P.jpg,4943.8289,935.1541,0,,0,0,,0,1,123.5476,0,9,7,15,11,5,140.9113,0,,,0,499.808,545.8938,428.0748,,716.4021
808,V331015_L689_1_P.jpg,2936.453,359.8832,0,,0,0,,0,1,103.6195,0,6,7,16,12,5,147.0306,0,,,0,76.4853,341.236,377.4043,104.1393,714.4347
809,V331016_L690_1_P.jpg,,,0,,0,0,,0,1,108.8118,0,0,0,0,0,5,204.7828,0,,,0,,,,,716.5473
810,V331017_L691_1_C.jpg,,542.6189,0,,0,0,,0,1,156.4609,0,9,8,17,12,5,152.8398,0,,,0,311.7178,532.8865,535.0589,,691.2713
811,V331017_L691_1_P.jpg,3993.058,519.3756,0,,0,0,,0,1,147.5669,0,9,0,16,12,4,180.3996,0,,,0,213.9533,578.937,558.6842,,699.8286
812,V331018_L692_1_C.jpg,,405.3056,0,,0,1,282.1436,0,1,223.5755,0,0,0,0,0,4,195.3689,2,,,0,439.5409,413.6361,432.1685,124.7149,704.2134
813,V331020_L694_1_P.jpg,4584.2112,533.8631,0,,0,0,,0,1,121.062,0,7,5,16,13,4,129.5531,0,,,0,102.45,,555.6978,202.1485,712.2808
814,V331021_L695_1_P.jpg,4576.9247,599.6051,0,,0,0,,0,1,,0,8,7,16,0,4,,0,,,0,132.2422,326.8272,325.6501,216.3331,724.0442
815,V331022_L696_1_C.jpg,,536.146,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,680.917
816,V331022_L696_1_P.jpg,4033.7179,,0,,0,0,,0,1,130.5986,0,0,0,16,12,4,223.7856,2,307.6101,296.4321,0,640.5248,484.2644,409.8975,121.918,701.9288
817,V331023_L697_1_C.jpg,,,0,,1,0,,1,0,,1,0,0,0,0,0,,0,,,0,,,,113.1371,702.3276
818,V331023_L697_2_P.jpg,,442.669,0,,0,1,313.3385,0,1,159.7905,0,0,0,0,14,5,123.1097,0,,,0,167.5977,335.4773,364.7931,100.1299,711.0253
819,V331024_L698_1_P.jpg,3012.7887,,0,,0,1,226.4509,0,1,127.3106,0,0,0,0,0,0,,0,,,0,,,,,
820,V331024_L698_1_P.jpg,,373.1086,0,,0,0,,0,0,,0,0,0,0,0,6,105.9056,2,288.4441,,0,388.1855,328.2926,,,721.3432
821,V331026_L700_1_C.jpg,,331.3014,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,363.7925,,740.8239
822,V331026_L700_1_P.jpg,,327.4843,0,,0,0,,0,1,72.0625,0,0,0,0,0,0,,0,,,0,,370.9461,349.4968,,727.585
823,V331027_L701_1_P.jpg,,,0,,0,0,,0,0,,1,0,0,0,0,0,,0,,,0,197.9091,,,,742.2196
824,V331028_L702_1_P.jpg,,451.0168,0,,0,0,,0,1,93.9628,0,0,0,0,0,3,137.1167,0,,,0,112.45,454.2004,387.4184,,707.0651
825,V331029_L703_1_P.jpg,3084.7061,376.6493,0,,0,0,,0,1,89.4986,0,0,0,17,12,5,118.8697,0,,,0,210.2784,424.7941,262.3928,107.7079,708.4067
826,V331030_L704_1_P.jpg,3903.5574,483.0822,0,,0,0,,0,1,118.1863,0,7,0,16,11,5,136.0588,0,,,0,153.8831,600.653,560.6425,138.1014,705.2375
827,V331031_L705_1_P.jpg,,518.5588,0,,0,0,,0,1,145.3823,0,0,0,0,0,4,168.0476,2,338.2834,,0,784.1369,499.9075,532.9899,,708.6353
828,V331032_L706_1_P.jpg,,582.9282,0,,0,1,381.2834,0,1,,0,7,8,0,0,0,,0,,,0,,,,,
829,V331032_L706_1_P.jpg,,,0,,0,0,,0,0,169.7056,0,0,0,18,0,4,189.2142,2,447.151,,0,640.7652,397.1121,,,710.5378
830,V331033_L707_1_P.jpg,4055.5601,489.5661,0,,0,0,,0,1,108.8118,0,8,7,16,13,5,153.3101,0,,,0,450.422,532.3608,468.6833,100,712.0674
831,V331034_L708_1_P.jpg,5115.3827,519.0157,0,,0,0,,0,1,128.8255,0,0,0,0,0,5,138.1304,2,383.7186,,0,567.5632,519.6499,571.7657,214.4108,712.2837
832,V331036_L710_1_P.jpg,3805.2974,496.4964,1,154.4021,0,1,342.415,0,1,160.9969,0,0,0,0,0,0,,2,381.0302,,0,803.3928,497.7067,452.5837,158.6443,707.1294
833,V331037_L711_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,747.0475
834,V331037_L711_1_P.jpg,4705.9469,573.4036,0,,0,0,,0,1,93.723,0,8,7,16,0,5,140.9113,2,512.0156,,0,780.6561,668.431,,,
835,V331038_L712_1_P.jpg,4416.9003,487.2779,0,,0,0,,0,1,142.7725,0,8,0,17,0,4,211.5467,0,,,0,137.4627,469.9106,382.7689,98.7927,754.7185
836,V331039_L713_1_P.jpg,,514.4401,0,,0,0,,0,0,,0,0,0,17,0,3,308,0,,,0,229.7129,593.7946,475.9328,,750.1786
837,V331040_L714_1_P.jpg,,320.1139,0,,0,0,,0,1,126.1784,0,0,0,0,11,5,99.4082,2,,227.4071,0,355.2689,,,99.8599,743.6733
838,V331041_L715_1_P.jpg,,366.7719,0,,0,0,,0,1,129.3136,0,0,0,0,0,4,130.6981,2,,274.6434,0,611.5072,314.1274,337.0831,108.1665,755.619
839,V331042_L716_1_P.jpg,,390.1015,0,,0,0,,0,1,105,0,0,0,0,0,4,125.9286,0,,,0,142.6184,386.6743,346.3019,87,756.595
840,V331043_L717_1_P.jpg,,,0,,0,1,215.4159,0,1,99.0454,0,0,0,0,0,0,,0,,,0,,,473.6296,,750.3839
841,V331044_L718_1_P.jpg,,429.6171,0,,0,0,,0,1,79.2023,0,9,7,16,0,5,148.4924,0,,,0,128.2653,462.3505,411.1751,,732.7435
842,V331045_L719_1_C.jpg,,432.4083,0,,0,1,230.8246,0,1,135.9301,0,0,0,17,0,0,,2,259.0444,,0,688.0211,631.4697,383.308,,754.2181
843,V331045_L719_1_P.jpg,,401.6932,1,85.0412,0,1,277.0415,0,1,,0,0,0,15,0,0,,2,,281.8226,0,552.6373,,401.278,,751.4253
844,V331047_L721_1_C.jpg,,,0,,0,0,,0,1,76.8375,0,0,0,0,0,4,153.0294,0,,,0,,,,,744.7315
845,V331047_L721_1_P.jpg,3333.3827,412.9545,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,
846,V331047_L721_1_P.jpg,,,0,,0,0,,0,0,,0,7,0,17,12,0,,2,282.4624,368.0231,0,520.3854,414.3911,334.5639,84.9588,754.2181
847,V331048_L722_1_P.jpg,,660.4104,0,,1,0,,1,1,103.2279,0,0,0,0,0,0,,0,,,0,,,,,738.8748
848,V331049_L723_1_C.jpg,3822.5688,,0,,1,0,,1,1,128.0625,0,0,0,0,0,5,128,2,377.7195,,0,718.1866,604.4766,562.1103,168.428,751.9362
849,V331050_L724_1_C.jpg,,505.1581,0,,0,0,,0,1,116.619,0,0,0,0,0,6,116.0689,0,,,0,139.1402,428.3176,,172,752.8612
850,V331051_L725_1_P.jpg,4821.7196,599.485,0,,0,0,,0,1,151.9079,0,9,7,17,10,5,162.1111,0,,,0,,702.9225,,246,745.0154
851,V331052_L726_1_C.jpg,,420.3674,0,,0,0,,0,1,,0,0,0,0,0,0,,0,,,0,169.7999,242.157,294.3739,178.3928,704.1023
852,V331056_L730_2_P.jpg,4656.311,624.3713,0,,0,0,,0,1,148.4857,0,10,8,17,9,4,123.2234,0,,,0,268.1194,636.5532,,243.3105,781.025
853,V331058_L732_1_C.jpg,,2944.6222,0,,0,1,296.4321,0,1,145.6022,0,10,7,17,11,4,144.0555,0,,,0,124.0645,343.9535,387.319,108,744.387
854,V331058_L732_1_P.jpg,,366.7939,0,,0,1,295.8462,0,1,153.2351,0,9,7,16,10,4,108.1665,0,,,0,132.8495,402.1791,387.8247,,750.2939
855,V331059_L733_1_P.jpg,4380.5278,573.7943,0,,0,0,,0,1,157.1751,0,8,7,17,8,5,192,2,448.0357,0,0,689.6724,585.4912,528.8781,235.185,752.3829
856,V331060_L734_1_P.jpg,,427.1226,0,,0,0,,0,1,110.6752,0,0,0,0,12,6,172.676,2,314.4281,369.5971,0,559.5302,433.1028,362.4417,86.5852,708.9781
857,V331061_L735_1_P.jpg,4860.4926,608.973,1,126.4911,0,0,,1,1,139.3126,0,7,7,17,15,4,176.5899,2,276.4634,,0,625.6644,492.065,430.8132,185.5586,717.7855
858,V331062_L736_1_P.jpg,,567.2748,0,,0,0,,0,1,136.2351,0,9,9,16,0,5,216.3331,0,,,0,680,805.1832,669.4236,,696.9304
859,V331063_L737_1_P.jpg,,,0,,0,0,,1,0,,1,0,0,0,0,0,,0,,,0,386.1606,,,234.3672,712.2808
860,V331064_L738_1_C.jpg,,341.8198,0,,0,0,,0,1,87.0517,0,8,8,0,13,4,129.5222,0,,,0,151.0761,376.9032,297.8473,,
861,V331064_L738_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,723.3982
862,V331064_L738_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,123.1463,738.8775
863,V331065_L739_1_C.jpg,,,0,,0,0,,1,0,,1,0,0,0,0,0,,0,,,0,,,516.0155,265.9323,732.7319
864,V331066_L740_1_C.jpg,,333.825,0,,0,0,,0,1,,0,0,0,0,0,0,,0,,,0,151.344,354.6223,311.09,118.8697,725.4419
865,V331067_L741_1_P.jpg,4507.2447,578.3861,0,,0,1,331.4453,0,1,164.4384,0,8,8,18,11,5,238.4617,2,467.7093,,0,746.3726,568.8023,549.2249,184.1738,714.837
866,V331068_L742_1_P.jpg,3725.4262,417.05,0,,0,0,,0,1,93.771,0,9,0,0,0,5,114.0395,0,,,0,,393.7321,373.6656,,707.0651
867,V331069_L743_1_P.jpg,,,0,,0,0,,1,0,,1,0,0,0,0,0,,0,,,0,335.738,517.177,364.0879,,724.5412
868,V331070_L744_1_P.jpg,,312.8429,0,,0,1,248.3868,0,1,112.4455,0,9,0,0,11,5,89.1067,0,,,0,,,300.0267,120.0167,726.892
869,V331071_L745_1_P.jpg,4023.2855,514.9322,0,,0,1,303.7269,0,1,108.1665,0,9,8,16,0,4,234.0769,2,302.1672,,0,672.3883,,399.4058,,706.1161
870,V331072_L746_2_P.jpg,,276.1718,1,78,0,1,155.7947,0,0,,0,0,0,0,0,0,,2,159.8124,177.3697,0,185.3969,,,,650.6028
871,V331073_L747_1_P.jpg,5328.5439,715.1051,0,,0,1,150.3596,0,1,134.8332,0,0,0,0,0,0,,0,,,0,300,608.4899,693.1234,,
872,V331073_L747_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,720.8994
873,V331074_L748_1_P.jpg,,530.0045,0,,0,0,,1,1,143.1223,0,0,0,0,0,0,,0,,,0,,,,,
874,V331074_L748_1_P.jpg,,,0,,0,0,,0,0,,0,8,6,0,13,0,,0,,,0,243.0741,554.351,511.6737,100.8018,728.16
875,V331075_L750_1_P.jpg,,457.3425,0,,0,1,,0,1,,0,0,0,0,0,0,,2,324.1389,343.6801,0,469.3826,350.0757,381.425,,724.7655
876,V331076_L751_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,424.6787,,526.0114,207.6921,656.4389
877,V331076_L751_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,4,,0,,,0,,,,,
878,V331078_L753_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,530.1924,331.4453,,726.7462
879,V331078_L753_1_P.jpg,,,0,,0,1,167.2752,0,1,123.1463,0,0,0,0,0,0,,0,,,0,,,402.1903,,726.0992
880,V331079_L754_1_P.jpg,,,0,,0,0,,1,0,,1,0,0,0,0,0,,0,,,0,167.1407,450.9989,282.6057,,
881,V331079_L754_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,83.678,741.4917
882,V331080_L755_1_P.jpg,,656.5477,0,,0,0,,0,1,120.0666,0,8,6,17,12,4,96.1665,0,,,0,226.2742,518.7678,,,709.9408
883,V331081_L756_1_P.jpg,2929.3429,407.7823,0,,0,1,201.8044,0,1,101.5135,0,0,0,0,0,5,82.5409,0,,,0,88.2326,356.4828,350.9102,85.9069,721.0617
884,V331082_L757_1_P.jpg,1907.653,247.6758,0,,0,1,158.8081,0,1,96.8297,0,0,0,17,10,4,66.0303,2,169.0562,142.1267,0,352.511,254.0236,215.8703,94.0213,726.6196
885,V331083_L758_1_P.jpg,3944.4827,496.8742,0,,0,0,,0,1,172.4181,0,8,7,17,11,4,148.054,2,380.7571,377.3592,0,864.4813,597.8361,456.0877,194.8127,764.3769
886,V331084_L759_1_P.jpg,,,0,,1,0,,1,0,,1,0,0,0,0,0,,2,,,0,655.6905,,493.7256,,756.482
887,V331085_L760_1_P.jpg,,497.4311,0,,0,0,,1,1,91.3017,0,0,0,0,0,4,173.6663,2,,263.8415,0,588.1871,428.5998,,,781.8951
888,V331086_L761_1_C.jpg,,,0,,1,0,,1,0,,1,0,0,0,0,0,,1,,,0,562.546,274.6434,251.4458,110.0227,765.6585
889,V331087_L762_1_P.jpg,3446.3119,416.16,0,,0,0,,0,1,112.969,0,0,0,0,0,0,,0,,,0,,,,,
890,V331087_L762_1_P.jpg,,,1,181.9148,0,1,148.9463,0,0,,0,0,0,18,11,4,147.2753,2,429.1678,399.0113,0,606.2673,412.7045,274.2335,129.0349,782.5458
891,V331088_L763_2_P.jpg,,,0,,0,0,,0,1,120.9339,0,0,0,0,0,4,174.9286,0,,,0,625.016,509.276,,,765.3764
892,V331089_L764_1_P.jpg,388.223,,0,,0,0,,0,1,98.9545,0,0,0,0,0,5,99.0454,0,,,0,,,,123,782.195
893,V331090_L765_1_P.jpg,,484.004,0,,0,1,260.1019,0,1,154.4345,0,7,7,0,13,6,143.5618,2,,,0,,,,,
894,V331090_L765_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,1,255,306.2499,0,,,,,
895,V331090_L765_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,557.096,587.1729,341.9737,207.3475,765.682
896,V331091_L766_1_P.jpg,,,0,,1,0,,1,0,,1,0,0,0,0,0,,0,,,0,,,,197.6259,756.9412
897,V331092_L767_1_C.jpg,,389.6859,0,,0,1,285.8199,0,1,81.0555,0,0,0,0,0,4,133.66,0,,,0,362.3051,432.1666,312.0144,,768.1055
898,V331092_L767_1_P.jpg,3128.156,,0,,0,1,330.9381,0,1,152.7351,0,0,0,0,0,4,149.3452,0,,,0,459.0773,208.6912,439.1446,108,777.4934
899,V331093_L768_1_C.jpg,,,0,,1,0,,1,0,,1,0,0,0,0,0,,2,404,377.0411,0,796.643,826.1816,502.5376,215.2951,764.2617
900,V331095_L770_1_C.jpg,2630.9247,310.0631,0,,0,0,,0,1,92.4175,0,0,0,17,12,4,92.4175,2,213.0845,211.154,0,393.5492,314.0844,266.4432,74.2159,764.9235
901,V331095_L770_1_P.jpg,2669.6983,392.6772,0,,0,1,,0,1,106.7333,0,7,8,0,0,0,,0,,,0,,,,,
902,V331095_L770_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,16,0,4,92,2,166.8652,,0,450.6395,354.683,268.4772,70.9366,779.7897
903,V331097_L772_2_P.jpg,,529.4388,0,,1,0,,1,1,113.2784,0,0,0,17,0,0,139.9428,2,329.6786,340.5877,0,625.3959,,,,764.0942
904,V331098_L773_1_P.jpg,,,0,,0,0,,0,0,,1,0,0,0,0,0,,2,,670.7265,0,809.8444,684.3223,441.2346,,760.6524
905,V331099_L774_1_P.jpg,3527.0675,424.2276,0,,0,0,,0,1,92.6121,0,9,8,15,13,4,89.4986,0,,,0,169.7056,370.3633,413.2602,,762.0236
906,V331101_L776_1_C.jpg,,462.9124,0,,1,0,,1,1,132.4424,0,0,0,0,0,0,,0,,,0,,,,,793.3852
907,V331101_L776_1_P.jpg,,,0,,1,0,,1,0,,0,0,0,0,0,0,,0,,,0,,469.5551,401.2605,151.344,778.1517
908,V331102_L777_2_P.jpg,,,0,,1,1,247.9355,0,1,114.6124,0,0,0,0,0,0,,0,,,0,,,,,
909,V331102_L777_2_P.jpg,,461.0023,0,,0,0,,0,0,,0,0,0,0,0,6,144,0,,,0,,,,,771.046
910,V331103_L778_1_P.jpg,3040.0453,,0,,0,0,,0,1,118.0678,0,0,0,0,0,5,139.5421,2,,,0,478.0293,,378.0212,,786.2544
911,V331104_L779_1_P.jpg,,529.2996,0,,0,0,,0,1,127.6244,0,0,0,0,0,5,218.5772,0,,,0,,482.4604,,,757.0046
912,V331105_L780_1_P.jpg,,614.0852,0,,0,0,,1,1,130.292,0,0,0,0,0,0,,2,,,0,,614.9211,,,764.3769
913,V331107_L782_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,4,180.0444,0,,,0,,,,,704.9199
914,V331107_L782_1_P.jpg,5299.1773,646.0767,0,,0,0,,1,1,100,0,0,0,0,0,0,,0,,,0,,,,,
915,V331107_L782_1_P.jpg,,,0,,0,0,,0,0,,0,9,7,18,0,0,,0,,,0,144.9966,540.0148,,,773.0356
916,V331108_L783_1_P.jpg,,,0,,1,0,,1,0,,1,0,0,0,0,0,,0,,,0,247.3863,400.7194,584.6161,209.3036,777.6066
917,V331109_L784_1_P.jpg,,516.6726,0,,0,1,,0,1,112.45,0,0,0,0,0,5,144.1249,0,,,0,118.6802,432.0208,392.9084,,769.247
918,V331110_L785_1_P.jpg,3575.821,466.4503,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,
919,V331110_L785_1_P.jpg,,,1,54.5894,0,1,,0,1,,0,8,8,17,11,5,148.0979,2,,386.5812,0,559.6829,547.3171,412.7045,183.8831,773.1041
920,V331111_L786_1_P.jpg,,,0,,1,0,,0,0,,1,0,0,0,0,0,,0,,,0,,,,130.1384,773.4003
921,V331112_L787_2_P.jpg,,370.9082,0,,0,0,,0,0,,0,0,0,0,0,4,,0,,,0,243.5077,,500.3998,,769.2594
922,V331113_L788_1_C.jpg,4670.88,586.9946,0,,0,0,,0,1,175.3169,0,9,7,18,9,5,196.0408,2,,,0,,,,,
923,V331113_L788_1_C.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,351.6817,0,814.1253,318.5216,418.9511,125.6025,771.0045
924,V331113_L788_1_P.jpg,4471.7531,596.6505,0,,0,0,,0,1,150.1466,0,0,0,16,0,6,184,2,436.9531,,0,,,,158.2403,758.1134
925,V331114_L789_1_C.jpg,3308.8368,373.2821,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,
926,V331114_L789_1_C.jpg,,,0,,1,1,288.406,0,1,160.8011,0,0,0,16,12,4,123,2,,,0,615.702,525.9848,357.0504,68.4105,771.3793
927,V331115_L790_1_P.jpg,,,0,,0,0,,0,1,149.218,0,0,0,0,0,4,88.2326,0,,,0,167.7051,564.008,619.9556,,772.8422
928,V331116_L791_1_P.jpg,,410.3228,0,,0,0,,1,1,171.6566,0,10,7,18,0,0,,2,312.9505,,0,470.9522,271.529,,,745.6977
929,V331117_L793_1_P.jpg,,431.6258,0,,0,0,,0,1,98.4073,0,9,7,16,0,5,146.2942,0,,,0,,,,,660.6134
930,V331118_L794_1_C.jpg,,617.6978,0,,0,1,350.9074,0,1,201.1567,0,0,0,0,0,0,,0,,,0,196.9772,658.3008,,,781.6802
931,V331119_L795_1_P.jpg,,2707.2503,0,,0,0,,0,0,,0,9,0,16,13,0,,0,,,0,,,337.3366,231.3115,
932,V331119_L795_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,170.3937,768.3749
933,V331120_L796_1_P.jpg,,,0,,0,0,,0,1,124.3101,0,0,0,0,0,5,177.1017,0,,,0,,,,234.6913,752.8805
934,V331121_L797_1_P.jpg,,499.2624,1,188.2976,0,1,328.0244,0,1,138.8524,0,10,8,0,0,4,236.1356,2,365.6446,,0,588.5576,521.9808,,159.6997,754.7185
935,V331122_L798_1_P.jpg,4242.5822,440.9576,1,197.9091,0,1,322.6143,0,1,181.1077,0,6,6,15,10,5,180.0444,2,,402.2735,0,753.5304,666.033,454.8055,169.517,763.8429
936,V331123_L799_1_P.jpg,,416.512,0,,0,0,,0,0,,1,0,6,0,0,0,,0,,,0,228.0789,325.5657,,132.8495,751.0133
937,V331124_L800_1_P.jpg,3486.6828,461.0864,0,,0,1,308.3586,0,1,125.3555,0,9,5,18,12,5,139.169,2,362.6403,,0,581.5127,399.9125,361.0235,103.5761,762.4782
938,V331125_L801_1_P.jpg,,,0,,0,0,,0,1,81.2219,0,0,0,0,0,0,,0,,,0,172.154,420.1071,,154.8709,749.6519
939,V331126_L802_1_P.jpg,4183.9407,500.6945,0,,0,0,,0,1,109.1788,0,9,6,17,11,4,122.3765,2,383.5205,,0,652.1963,549.2832,468.188,,661.8761
940,V331127_L803_1_C.jpg,,476.5297,0,,0,1,309.2329,0,1,,0,0,0,0,0,0,,0,,,0,131.4876,472.6309,352.9816,,754.6476
941,V331128_L804_1_P.jpg,2832.2826,351.9174,0,,0,0,,0,1,76.8375,0,0,0,17,11,5,99.1817,0,,,0,174.5423,,,122.3765,744.8705
942,V331130_L806_1_P.jpg,,320.4343,0,,0,1,208.9258,0,1,102.6158,0,0,0,0,13,5,96.0469,0,,,0,136.1947,369.0122,315.0571,,742.0438
943,V331131_L807_1_P.jpg,,348.4394,0,,0,0,,0,1,107.4151,0,0,0,0,0,5,97.6729,0,,,0,,523.9361,,123.5476,749.91
944,V331132_L808_1_C.jpg,,,0,,0,0,,0,1,112.3299,0,0,0,0,0,0,,0,,,0,225.02,641.4109,,,627.0646
945,V331133_L809_1_P.jpg,4576.9859,512.9132,0,,0,0,,0,1,132.9662,0,0,0,0,0,4,101.9804,2,302.3376,297.3214,0,664.1927,472.3558,365.1411,158.3919,736.7062
946,V331134_L810_1_P.jpg,,494.2763,0,,0,1,257.7382,0,1,123.0366,0,0,0,0,12,5,120.337,0,,,0,,,,231.7002,741.4917
947,V331136_L812_1_P.jpg,2843.6519,355.7704,0,,0,0,,0,1,150.2698,0,0,0,17,12,5,,2,297.6054,,0,472.2213,414.6951,444.2533,58.2495,750.6118
948,V331137_L813_1_P.jpg,3677.0162,455.7479,0,,0,0,,0,1,,0,0,0,17,11,0,,2,327.1452,,0,,,,105.6788,758.0712
949,V331138_L814_1_P.jpg,3627.7685,472.366,0,,0,0,,0,1,115.8016,0,8,8,15,13,5,174.4133,0,,,0,188.9047,273.6421,420.2678,,735.7588
950,V331140_L816_1_P.jpg,,579.5647,0,,1,0,,1,1,119.8874,0,0,0,0,0,0,,0,,,0,,,,,731.9816
951,V331141_L817_1_C.jpg,,,0,,0,0,,0,0,148.0068,0,0,0,0,0,0,,2,,360.6619,0,687.1768,505.2841,524.3138,,750.8635
952,V331141_L817_1_C.jpg,,,0,,0,0,345.9509,0,0,,0,0,0,0,0,0,,0,,,0,,,,,
953,V331141_L817_1_P.jpg,,576.797,0,,1,1,192.0234,0,1,,0,0,0,0,0,0,,0,,,0,,,,,741.5039
954,V331142_L818_1_C.jpg,,346.6542,0,,0,0,,0,1,108.3744,0,0,0,0,12,6,126.1428,2,244.9,,0,414.9663,270.15,332.0392,120.337,749.1655
955,V331143_L819_1_P.jpg,,538.5168,0,,0,0,,1,1,130.292,0,0,0,0,0,0,,0,,,0,,,,,744.5267
956,V331144_L820_1_C.jpg,3363.6195,456.3676,0,,0,0,,0,1,108.3744,0,7,7,15,15,5,153.1176,0,,,0,198.2044,528.213,430.1314,129.9731,735.2999
957,V331145_L821_1_P.jpg,,611.9107,0,,0,1,300.5329,0,1,145.9863,0,8,5,0,0,6,193.0389,0,,,0,,,,228.1403,
958,V331145_L821_1_P.jpg,,,0,,0,0,,0,0,,0,0,0,0,0,0,,0,,,0,,,,,734.3024
959,V331147_L823_1_P.jpg,3237.8215,211.3011,0,,0,0,,0,1,97.3499,0,0,7,16,0,5,197.2258,0,,,0,,,,,734.2833
960,V331149_L825_1_C.jpg,,587.8407,0,,0,1,104.3072,0,1,152.3155,0,7,0,15,0,7,190.0737,0,,,0,,643.2915,,,607.6841
