"","LSPEC","CSTRAT","ISTRAT","YEAR","INT"
"614","L0724",387.85,399.4,13075.209,13250
"615","L0725",469.85,317.4,10419.811,10500
"616","L0726",388.15,399.1,13065.494,13250
"617","L0727",388.35,398.9,13059.018,13250
"618","L0728",545,242.25,7986.236,8000
"619","L0729",543.1,244.15,8047.764,8250
"620","L0730",365.05,422.2,13813.539,14000
"621","L0731",545,242.25,7986.236,8000
"622","L0732",386.45,400.8,13120.545,13250
"623","L0733",469.95,317.3,10416.573,10500
"624","L0734",469.95,317.3,10416.573,10500
"625","L0735",522.6,264.65,8711.613,8750
"626","L0736",522.6,264.65,8711.613,8750
"627","L0737",386.45,400.8,13120.545,13250
"628","L0738",363.55,423.7,13862.114,14000
"629","L0739",363.35,423.9,13868.59,14000
"630","L0740",363.95,423.3,13849.161,14000
"631","L0741",520.3,266.95,8786.094,9000
"632","L0742",470.2,317.05,10408.477,10500
"633","L0743",383.95,403.3,13201.503,13250
"634","L0744",458.65,328.6,10782.5,11000
"635","L0745",520.3,266.95,8786.094,9000
"636","L0746",520.3,266.95,8786.094,9000
"637","L0747",520.3,266.95,8786.094,9000
"638","L0748",387.85,399.4,13075.209,13250
"639","L0749",481.8,305.45,10032.836,10250
"640","L0750",520.3,266.95,8786.094,9000
"641","L0751",393.4,393.85,12895.484,13000
"642","L0752",543.9,243.35,8021.857,8250
"643","L0753",471.7,315.55,10359.903,10500
"644","L0754",365.35,421.9,13803.825,14000
"645","L0755",362.6,424.65,13892.878,14000
"646","L0756",470.7,316.55,10392.286,10500
"647","L0757",543.8,243.45,8025.096,8250
"648","L0758",520.1,267.15,8792.571,9000
"649","L0759",520.1,267.15,8792.571,9000
"650","L0760",520.1,267.15,8792.571,9000
"651","L0761",520.1,267.15,8792.571,9000
"652","L0762",544.1,243.15,8015.381,8250
"653","L0763",543.8,243.45,8025.096,8250
"654","L0764",471.8,315.45,10356.665,10500
"655","L0765",521.1,266.15,8760.188,9000
"656","L0766",368.95,418.3,13687.246,13750
"657","L0767",521.1,266.15,8760.188,9000
"658","L0768",521.1,266.15,8760.188,9000
"659","L0769",371.05,416.2,13619.242,13750
"660","L0770",521.1,266.15,8760.188,9000
"661","L0771",378.45,408.8,13379.609,13500
"662","L0772",521.1,266.15,8760.188,9000
"663","L0773",353.5,433.75,14187.562,14250
"664","L0774",388.65,398.6,13049.303,13250
"665","L0775",369.45,417.8,13671.055,13750
"666","L0776",369.45,417.8,13671.055,13750
"667","L0777",369.15,418.1,13680.77,13750
"668","L0778",521.1,266.15,8760.188,9000
"669","L0779",471.2,316.05,10376.094,10500
"670","L0780",375.05,412.2,13489.71,13500
"671","L0781",376.15,411.1,13454.089,13500
"672","L0782",388.15,399.1,13065.494,13250
"673","L0783",369.65,417.6,13664.578,13750
"674","L0784",387.25,400,13094.639,13250
"675","L0785",545.6,241.65,7966.807,8000
"676","L0786",370.65,416.6,13632.195,13750
"677","L0787",371.15,416.1,13616.004,13750
"678","L0788",525.1,262.15,8630.656,8750
"679","L0789",NA,NA,NA,NA
"680","L0790",NA,NA,NA,NA
"681","L0791",NA,NA,NA,NA
"682","L0793",NA,NA,NA,NA
"683","L0794",NA,NA,NA,NA
"684","L0795",NA,NA,NA,NA
"685","L0796",NA,NA,NA,NA
"686","L0797",NA,NA,NA,NA
"687","L0798",NA,NA,NA,NA
"688","L0799",NA,NA,NA,NA
"689","L0800",NA,NA,NA,NA
"690","L0801",NA,NA,NA,NA
"691","L0802",NA,NA,NA,NA
"692","L0803",NA,NA,NA,NA
"693","L0804",NA,NA,NA,NA
"694","L0805",NA,NA,NA,NA
"695","L0806",NA,NA,NA,NA
"696","L0807",NA,NA,NA,NA
"697","L0808",NA,NA,NA,NA
"698","L0809",NA,NA,NA,NA
"699","L0810",NA,NA,NA,NA
"700","L0811",NA,NA,NA,NA
"701","L0812",NA,NA,NA,NA
"702","L0813",NA,NA,NA,NA
"703","L0814",NA,NA,NA,NA
"704","L0816",NA,NA,NA,NA
"705","L0817",NA,NA,NA,NA
"706","L0818",NA,NA,NA,NA
"707","L0820",NA,NA,NA,NA
"708","L0821",NA,NA,NA,NA
"709","L0823",NA,NA,NA,NA
"710","L0825",NA,NA,NA,NA
"711","L0826",NA,419.4,13722.87,13750
"712","L0827",NA,NA,NA,NA
"713","L0828",NA,NA,NA,NA
"714","L0829",NA,NA,NA,NA
"715","L0830",NA,NA,NA,NA
"716","L0831",NA,NA,NA,NA
"717","L0832",NA,NA,NA,NA
"718","L0833",NA,NA,NA,NA
"719","L0836",NA,NA,NA,NA
"720","L0837",NA,NA,NA,NA
"721","L0838",NA,NA,NA,NA
"722","L0839",NA,NA,NA,NA
"723","L0840",NA,NA,NA,NA
"724","L0841",NA,NA,NA,NA
"725","L0842",NA,NA,NA,NA
"726","L0843",NA,NA,NA,NA
"727","L0844",368.45,418.8,13703.438,13750
"728","L0845",387.95,399.3,13071.971,13250
"729","L0846",388.05,399.2,13068.733,13250
"730","L0847",549.1,238.15,7853.466,8000
"731","L0848",387.75,399.5,13078.448,13250
"732","L0849",530.4,256.85,8459.027,8500
"733","L0850",332.6,454.65,14864.365,15000
"734","L0851",530.4,256.85,8459.027,8500
"735","L0852",530.4,256.85,8459.027,8500
"736","L0853",550.3,236.95,7814.607,8000
"737","L0854",550.7,236.55,7801.654,8000
"738","L0855",530.4,256.85,8459.027,8500
"739","L0856",392.2,395.05,12934.344,13000
"740","L0857",473.7,313.55,10295.137,10500
"741","L0858",530.9,256.35,8442.835,8500
"742","L0859",369.45,417.8,13671.055,13750
"743","L0860",369.25,418,13677.531,13750
"744","L0861",390.35,396.9,12994.252,13000
"745","L0862",548.8,238.45,7863.181,8000
"746","L0863",435.6,351.65,11528.926,11750
"747","L0864",436.6,350.65,11496.543,11500
"748","L0865",532.7,254.55,8384.546,8500
"749","L0866",553,234.25,7727.173,7750
"750","L0867",375.25,412,13483.234,13500
"751","L0868",391.3,395.95,12963.488,13000
"752","L0869",532.7,254.55,8384.546,8500
"753","L0870",436.1,351.15,11512.734,11750
"754","L0871",476.8,310.45,10194.75,10250
"755","L0872",388.35,398.9,13059.018,13250
"756","L0873",553,234.25,7727.173,7750
"757","L0874",532.7,254.55,8384.546,8500
"758","L0875",550.2,237.05,7817.845,8000
"759","L0876",532.7,254.55,8384.546,8500
"760","L0877",387.55,399.7,13084.924,13250
"761","L0878",532.7,254.55,8384.546,8500
"762","L0879",370.75,416.5,13628.957,13750
"763","L0880",370.35,416.9,13641.91,13750
"764","L0881",550.6,236.65,7804.892,8000
"765","L0882",477.6,309.65,10168.844,10250
"766","L0883",385.25,402,13159.405,13250
"767","L0884",551.4,235.85,7778.986,8000
"768","L0885",371.15,416.1,13616.004,13750
"769","L0886",385.85,401.4,13139.975,13250
"770","L0887",368.85,418.4,13690.484,13750
"771","L0888",385.65,401.6,13146.452,13250
"772","L0889",386.95,400.3,13104.354,13250
"773","L0890",374.05,413.2,13522.093,13750
"774","L0891",368.95,418.3,13687.246,13750
"775","L0892",368.45,418.8,13703.438,13750
"776","L0893",494.7,292.55,9615.096,9750
"777","L0894",555.4,231.85,7649.454,7750
"778","L0895",557.3,229.95,7587.927,7750
"779","L0896",473.6,313.65,10298.375,10500
"780","L0897",475.8,311.45,10227.133,10250
"781","L0898",531.5,255.75,8423.405,8500
"782","L0899",532.5,254.75,8391.023,8500
"783","L0900",370.35,416.9,13641.91,13750
"784","L0901",370.25,417,13645.148,13750
"785","L0902",369.75,417.5,13661.34,13750
"786","L0903",476,311.25,10220.657,10250
"787","L0904",556.3,230.95,7620.309,7750
"788","L0905",551.6,235.65,7772.509,8000
"789","L0906",369.65,417.6,13664.578,13750
"790","L0907",370.75,416.5,13628.957,13750
"791","L0908",531.7,255.55,8416.929,8500
"792","L0909",436.5,350.75,11499.781,11500
"793","L0910",389.25,398,13029.873,13250
"794","L0911",556.3,230.95,7620.309,7750
"795","L0912",477.1,310.15,10185.035,10250
"796","L0913",368.25,419,13709.914,13750
"797","L0914",390.25,397,12997.49,13000
"798","L0915",531.7,255.55,8416.929,8500
"799","L0916",368.05,419.2,13716.391,13750
"800","L0917",368.85,418.4,13690.484,13750
"801","L0918",557.2,230.05,7591.165,7750
"802","L0919",531.7,255.55,8416.929,8500
"803","L0920",477.3,309.95,10178.559,10250
"804","L0921",375.45,411.8,13476.757,13500
"805","L0922",392.6,394.65,12921.391,13000
"806","L0923",373.85,413.4,13528.57,13750
"807","L0924",477.4,309.85,10175.32,10250
"808","L0925",435,352.25,11548.355,11750
"809","L0926",391,396.25,12973.203,13000
"810","L0927",532.6,254.65,8387.784,8500
"811","L0928",532.5,254.75,8391.023,8500
"812","L0929",478.6,308.65,10136.461,10250
"813","L0930",375.25,412,13483.234,13500
"814","L0931",532.5,254.75,8391.023,8500
"815","L0932",392.6,394.65,12921.391,13000
"816","L0933",560.2,227.05,7494.016,7500
"817","L0934",391.6,395.65,12953.773,13000
"818","L0935",536,251.25,8277.682,8500
"819","L0936",536,251.25,8277.682,8500
"820","L0937",476.2,311.05,10214.18,10250
"821","L0938",536,251.25,8277.682,8500
"822","L0939",438.2,349.05,11444.73,11500
"823","L0940",436.4,350.85,11503.019,11750
"824","L0941",374.75,412.5,13499.425,13500
"825","L0942",374.75,412.5,13499.425,13500
"826","L0943",374.55,412.7,13505.902,13750
"827","L0944",536,251.25,8277.682,8500
"828","L0945",480.3,306.95,10081.41,10250
"829","L0946",394.8,392.45,12850.148,13000
"830","L0947",535.1,252.15,8306.827,8500
"831","L0948",370.35,416.9,13641.91,13750
"832","L0949",370.95,416.3,13622.48,13750
"833","L0950",395.4,391.85,12830.718,13000
"834","L0951",535.1,252.15,8306.827,8500
"835","L0952",536,251.25,8277.682,8500
"836","L0953",395.1,392.15,12840.433,13000
"837","L0954",395.1,392.15,12840.433,13000
"838","L0955",558.8,228.45,7539.352,7750
"839","L0956",536,251.25,8277.682,8500
"840","L0957",480,307.25,10091.125,10250
"841","L0958",557.8,229.45,7571.735,7750
"842","L0959",399.5,387.75,12697.948,12750
"843","L0960",558.6,228.65,7545.829,7750
"844","L0961",369.65,417.6,13664.578,13750
"845","L0962",479.4,307.85,10110.555,10250
"846","L0963",535.1,252.15,8306.827,8500
"847","L0964",535.1,252.15,8306.827,8500
"848","L0965",557.9,229.35,7568.497,7750
"849","L0966",370.95,416.3,13622.48,13750
"850","L0967",478.9,308.35,10126.746,10250
"851","L0968",535.1,252.15,8306.827,8500
"852","L0969",401.2,386.05,12642.898,12750
"853","L0970",558.6,228.65,7545.829,7750
"854","L0971",535.1,252.15,8306.827,8500
"855","L0972",535.1,252.15,8306.827,8500
"856","L0973",479.5,307.75,10107.316,10250
"857","L0974",402.1,385.15,12613.753,12750
"858","L0975",474.9,312.35,10256.278,10500
"859","L0976",371.15,416.1,13616.004,13750
"860","L0977",370.65,416.6,13632.195,13750
"861","L0978",370.65,416.6,13632.195,13750
"862","L0979",538.1,249.15,8209.678,8250
"863","L0980",538.3,248.95,8203.202,8250
"864","L0981",474.9,312.35,10256.278,10500
"865","L0982",558.2,229.05,7558.782,7750
"866","L0983",558.2,229.05,7558.782,7750
"867","L0984",538.2,249.05,8206.44,8250
"868","L0985",538.2,249.05,8206.44,8250
"869","L0986",538.2,249.05,8206.44,8250
"870","L0987",538.2,249.05,8206.44,8250
"871","L0988",538.2,249.05,8206.44,8250
"872","L0989",558.6,228.65,7545.829,7750
"873","L0990",538.1,249.15,8209.678,8250
"874","L0991",537.1,250.15,8242.061,8250
"875","L0992",391.7,395.55,12950.535,13000
"876","L0993",391.2,396.05,12966.727,13000
"877","L0994",537.1,250.15,8242.061,8250
"878","L0995",391.6,395.65,12953.773,13000
"879","L0996",537.6,249.65,8225.87,8250
"880","L0997",539.2,248.05,8174.057,8250
"881","L0998",391.3,395.95,12963.488,13000
"882","L0999",556.2,231.05,7623.548,7750
"883","L1000",538.1,249.15,8209.678,8250
"884","L1001",390.7,396.55,12982.918,13000
"885","L1002",391.7,395.55,12950.535,13000
"886","L1003",391.3,395.95,12963.488,13000
"887","L1004",440.6,346.65,11367.011,11500
"888","L1005",562,225.25,7435.727,7500
"889","L1006",474.3,312.95,10275.707,10500
"890","L1007",394.4,392.85,12863.101,13000
"891","L1008",392,395.25,12940.82,13000
"892","L1009",389.55,397.7,13020.158,13250
"893","L1010",389.55,397.7,13020.158,13250
"894","L1011",540.2,247.05,8141.674,8250
"895","L1012",540.2,247.05,8141.674,8250
"896","L1013",369.75,417.5,13661.34,13750
"897","L1014",394.4,392.85,12863.101,13000
"898","L1015",475.6,311.65,10233.61,10250
"899","L1016",394.6,392.65,12856.625,13000
"900","L1017",370.35,416.9,13641.91,13750
"901","L1018",563.9,223.35,7374.199,7500
"902","L1019",527.7,259.55,8546.46,8750
"903","L1020",536,251.25,8277.682,8500
"904","L1021",537.1,250.15,8242.061,8250
"905","L1022",537.1,250.15,8242.061,8250
"906","L1023",476,311.25,10220.657,10250
"907","L1024",370.05,417.2,13651.625,13750
"908","L1025",561,226.25,7468.11,7500
"909","L1026",474.7,312.55,10262.754,10500
"910","L1027",537.2,250.05,8238.823,8250
"911","L1028",370.75,416.5,13628.957,13750
"912","L1029",474.9,312.35,10256.278,10500
"913","L1030",395.3,391.95,12833.957,13000
"914","L1031",373.05,414.2,13554.476,13750
"915","L1032",474.8,312.45,10259.516,10500
"916","L1033",395.3,391.95,12833.957,13000
"917","L1034",371.15,416.1,13616.004,13750
"918","L1035",537.9,249.35,8216.155,8250
"919","L1036",538.5,248.75,8196.725,8250
"920","L1037",538.5,248.75,8196.725,8250
"921","L1038",392.1,395.15,12937.582,13000
"922","L1039",474.7,312.55,10262.754,10500
"923","L1040",554.1,233.15,7691.552,7750
"924","L1041",538.3,248.95,8203.202,8250
"925","L1042",538.3,248.95,8203.202,8250
"926","L1043",391.5,395.75,12957.012,13000
"927","L1044",437.6,349.65,11464.16,11500
"928","L1045",374.15,413.1,13518.855,13750
"929","L1046",372.75,414.5,13564.191,13750
"930","L1047",438.1,349.15,11447.968,11500
"931","L1048",538.2,249.05,8206.44,8250
"932","L1049",538.2,249.05,8206.44,8250
"933","L1050",372.85,414.4,13560.953,13750
"934","L1051",553.9,233.35,7698.028,7750
"935","L1052",476.9,310.35,10191.512,10250
"936","L1053",552.1,235.15,7756.318,8000
"937","L1054",477.1,310.15,10185.035,10250
"938","L1055",370.65,416.6,13632.195,13750
"939","L1056",565.9,221.35,7309.434,7500
"940","L1057",373.85,413.4,13528.57,13750
"941","L1058",395.3,391.95,12833.957,13000
"942","L1059",518.7,268.55,8837.907,9000
"943","L1060",518.7,268.55,8837.907,9000
"944","L1061",373.05,414.2,13554.476,13750
"945","L1062",395.3,391.95,12833.957,13000
"946","L1063",518.9,268.35,8831.43,9000
"947","L1064",519.1,268.15,8824.953,9000
"948","L1065",393.9,393.35,12879.293,13000
"949","L1066",442.2,345.05,11315.199,11500
"950","L1067",394.9,392.35,12846.91,13000
"951","L1068",394,393.25,12876.054,13000
"952","L1069",374.85,412.4,13496.187,13500
"953","L1070",515.7,271.55,8935.055,9000
"954","L1071",515.7,271.55,8935.055,9000
"955","L1072",515.7,271.55,8935.055,9000
"956","L1073",515.7,271.55,8935.055,9000
"957","L1074",395.9,391.35,12814.527,13000
"958","L1075",376.55,410.7,13441.136,13500
"959","L1076",515.7,271.55,8935.055,9000
"960","L1077",378.25,409,13386.085,13500
"961","L1078",395.4,391.85,12830.718,13000
"962","L1079",390.6,396.65,12986.156,13000
"963","L1080",554.7,232.55,7672.122,7750
"964","L1081",377.05,410.2,13424.945,13500
"965","L1082",394.8,392.45,12850.148,13000
"966","L1083",518.7,268.55,8837.907,9000
"967","L1084",555.5,231.75,7646.216,7750
"968","L1085",376.55,410.7,13441.136,13500
"969","L1086",394.6,392.65,12856.625,13000
"970","L1087",440.8,346.45,11360.535,11500
"971","L1088",554.5,232.75,7678.599,7750
"972","L1089",482.5,304.75,10010.168,10250
"973","L1090",425.05,362.2,11870.565,12000
"974","L1091",554.6,232.65,7675.36,7750
"975","L1092",444.4,342.85,11243.956,11250
"976","L1093",518.7,268.55,8837.907,9000
"977","L1094",395.3,391.95,12833.957,13000
"978","L1095",554.7,232.55,7672.122,7750
"979","L1096",382.65,404.6,13243.6,13250
"980","L1097",381.65,405.6,13275.983,13500
"981","L1098",393.1,394.15,12905.199,13000
"982","L1099",382.65,404.6,13243.6,13250
"983","L1100",444.1,343.15,11253.671,11500
"984","L1101",485.9,301.35,9900.066,10000
"985","L1102",534.5,252.75,8326.257,8500
"986","L1103",518.7,268.55,8837.907,9000
"987","L1104",392.9,394.35,12911.676,13000
"988","L1105",518.7,268.55,8837.907,9000
"989","L1106",392.9,394.35,12911.676,13000
"990","L1107",485.9,301.35,9900.066,10000
"991","L1108",518.7,268.55,8837.907,9000
"992","L1109",518.7,268.55,8837.907,9000
"993","L1110",396.8,390.45,12785.382,13000
"994","L1111",580.5,206.75,6836.643,7000
"995","L1112",380.35,406.9,13318.081,13500
"996","L1113",381.75,405.5,13272.745,13500
"997","L1114",579.7,207.55,6862.55,7000
"998","L1115",476.5,310.75,10204.465,10250
"999","L1116",476.5,310.75,10204.465,10250
"1000","L1117",397.2,390.05,12772.429,13000
"1001","L1118",476.5,310.75,10204.465,10250
"1002","L1119",518.7,268.55,8837.907,9000
"1003","L1120",397.5,389.75,12762.714,13000
"1004","L1121",379.65,407.6,13340.749,13500
"1005","L1122",476.5,310.75,10204.465,10250
"1006","L1123",398.7,388.55,12723.855,12750
"1007","L1124",398.9,388.35,12717.378,12750
"1008","L1125",397.9,389.35,12749.761,12750
"1009","L1126",398,389.25,12746.523,12750
"1010","L1127",398.4,388.85,12733.57,12750
"1011","L1128",398.1,389.15,12743.285,12750
"1012","L1129",396.7,390.55,12788.621,13000
"1013","L1130",444.2,343.05,11250.433,11500
"1014","L1131",443.9,343.35,11260.148,11500
"1015","L1132",441.5,345.75,11337.867,11500
"1016","L1133",397,390.25,12778.906,13000
"1017","L1134",396.6,390.65,12791.859,13000
"1018","L1135",396.4,390.85,12798.335,13000
"1019","L1136",444.2,343.05,11250.433,11500
"1020","L1137",445.1,342.15,11221.288,11250
"1021","L1138",443.1,344.15,11286.054,11500
"1022","L1139",397.3,389.95,12769.191,13000
"1023","L1140",396,391.25,12811.289,13000
"1024","L1141",442.9,344.35,11292.531,11500
"1025","L1142",398.5,388.75,12730.331,12750
"1026","L1143",443.9,343.35,11260.148,11500
"1027","L1144",396.4,390.85,12798.335,13000
"1028","L1145",396.3,390.95,12801.574,13000
"1029","L1146",443.9,343.35,11260.148,11500
"1030","L1147",396.5,390.75,12795.097,13000
"1031","L1148",397.8,389.45,12752.999,13000
"1032","L1149",398.1,389.15,12743.285,12750
"1033","L1150",443.9,343.35,11260.148,11500
"1034","L1151",399.8,387.45,12688.234,12750
"1035","L1152",399.9,387.35,12684.995,12750
"1036","L1153",398,389.25,12746.523,12750
"1037","L1154",398.5,388.75,12730.331,12750
"1038","L1155",397.8,389.45,12752.999,13000
"1039","L1156",399.1,388.15,12710.902,12750
"1040","L1157",399.6,387.65,12694.71,12750
"1041","L1158",440.9,346.35,11357.296,11500
"1042","L1159",443.9,343.35,11260.148,11500
"1043","L1160",399.3,387.95,12704.425,12750
"1044","L1161",398.3,388.95,12736.808,12750
"1045","L1162",398.3,388.95,12736.808,12750
"1046","L1163",398.5,388.75,12730.331,12750
"1047","L1164",398.2,389.05,12740.046,12750
"1048","L1165",399.6,387.65,12694.71,12750
"1049","L1166",399.5,387.75,12697.948,12750
"1050","L1167",440.3,346.95,11376.726,11500
"1051","L1168",399.4,387.85,12701.187,12750
"1052","L1169",404.2,383.05,12545.749,12750
"1053","L1170",399.2,388.05,12707.663,12750
"1054","L1171",399.6,387.65,12694.71,12750
"1055","L1172",399.6,387.65,12694.71,12750
"1056","L1173",399.6,387.65,12694.71,12750
"1057","L1174",399.6,387.65,12694.71,12750
"1058","L1175",399.6,387.65,12694.71,12750
"1059","L1176",399.3,387.95,12704.425,12750
"1060","L1177",399.6,387.65,12694.71,12750
"1061","L1178",444.4,342.85,11243.956,11250
"1062","L1179",443.3,343.95,11279.577,11500
"1063","L1180",444.1,343.15,11253.671,11500
"1064","L1181",446.1,341.15,11188.905,11250
"1065","L1182",405.7,381.55,12497.175,12500
"1066","L1183",450.7,336.55,11039.944,11250
"1067","L1184",401.1,386.15,12646.136,12750
"1068","L1185",445.8,341.45,11198.62,11250
"1069","L1186",451.7,335.55,11007.561,11250
"1070","L1187",451.2,336.05,11023.752,11250
"1071","L1188",400.3,386.95,12672.042,12750
"1072","L1189",400.3,386.95,12672.042,12750
"1073","L1190",451.4,335.85,11017.276,11250
"1074","L1191",399.6,387.65,12694.71,12750
"1075","L1192",446.9,340.35,11162.999,11250
"1076","L1193",449.6,337.65,11075.565,11250
"1077","L1194",452.15,335.1,10992.989,11000
"1078","L1195",400.1,387.15,12678.519,12750
"1079","L1196",450.7,336.55,11039.944,11250
"1080","L1197",401.2,386.05,12642.898,12750
"1081","L1198",401.1,386.15,12646.136,12750
"1082","L1199",450.6,336.65,11043.182,11250
"1083","L1200",402.4,384.85,12604.038,12750
"1084","L1201",403,384.25,12584.608,12750
"1085","L1202",450.9,336.35,11033.467,11250
"1086","L1203",402.2,385.05,12610.515,12750
