"LSPEC","CSTRAT","ISTRAT","YEAR","INT"
"L4423",294.05,493.2,16112.725,16250
"L4424",290.75,496.5,16219.589,16250
"L4425",294.45,492.8,16099.772,16250
"L4426",291.65,495.6,16190.444,16250
"L4427",303.25,484,15814.803,16000
"L4428",298.15,489.1,15979.956,16000
"L4429",296.85,490.4,16022.053,16250
"L4430",291.85,495.4,16183.968,16250
"L4431",290.75,496.5,16219.589,16250
"L4432",296.85,490.4,16022.053,16250
"L4433",297.15,490.1,16012.339,16250
"L4434",297.25,490,16009.1,16250
"L4435",292.35,494.9,16167.776,16250
"L4436",297.25,490,16009.1,16250
"L4437",291.75,495.5,16187.206,16250
"L4438",293.55,493.7,16128.917,16250
"L4439",298.65,488.6,15963.764,16000
"L4440",296.65,490.6,16028.53,16250
"L4441",292.65,494.6,16158.062,16250
"L4442",298.25,489,15976.717,16000
"L4443",291.75,495.5,16187.206,16250
"L4444",298.25,489,15976.717,16000
"L4445",289.85,497.4,16248.734,16250
"L4446",298.55,488.7,15967.002,16000
"L4447",298.65,488.6,15963.764,16000
"L4448",335,452.25,14786.646,15000
"L4449",295.15,492.1,16077.104,16250
"L4450",335.7,451.55,14763.978,15000
"L4451",335.8,451.45,14760.739,15000
"L4452",300.45,486.8,15905.475,16000
"L4453",292.25,495,16171.015,16250
"L4454",298.05,489.2,15983.194,16000
"L4455",292.85,494.4,16151.585,16250
"L4456",299.25,488,15944.334,16000
"L4457",335,452.25,14786.646,15000
"L4458",297.35,489.9,16005.862,16250
"L4459",296.25,491,16041.483,16250
"L4460",300.55,486.7,15902.237,16000
"L4461",334,453.25,14819.029,15000
"L4462",335.6,451.65,14767.216,15000
"L4463",299.25,488,15944.334,16000
"L4464",295.65,491.6,16060.913,16250
"L4465",298.65,488.6,15963.764,16000
"L4466",292.45,494.8,16164.538,16250
"L4467",306.65,480.6,15704.701,15750
"L4468",305.95,481.3,15727.369,15750
"L4469",292.65,494.6,16158.062,16250
"L4470",300.95,486.3,15889.283,16000
"L4471",293.25,494,16138.632,16250
"L4472",295.05,492.2,16080.343,16250
"L4473",297.05,490.2,16015.577,16250
"L4474",293.65,493.6,16125.679,16250
"L4475",300.05,487.2,15918.428,16000
"L4476",292.95,494.3,16148.347,16250
"L4477",304.25,483,15782.42,16000
"L4478",302.75,484.5,15830.994,16000
"L4479",300.45,486.8,15905.475,16000
"L4480",302.75,484.5,15830.994,16000
"L4481",302.55,484.7,15837.471,16000
"L4482",302.75,484.5,15830.994,16000
"L4483",308.45,478.8,15646.412,15750
"L4484",298.55,488.7,15967.002,16000
"L4485",301.85,485.4,15860.139,16000
"L4486",299.95,487.3,15921.666,16000
"L4487",298.15,489.1,15979.956,16000
"L4488",309.75,477.5,15604.314,15750
"L4489",293.55,493.7,16128.917,16250
"L4490",293.55,493.7,16128.917,16250
"L4491",293.65,493.6,16125.679,16250
"L4492",293.65,493.6,16125.679,16250
"L4493",300.75,486.5,15895.76,16000
"L4494",303.55,483.7,15805.088,16000
"L4495",309.55,477.7,15610.791,15750
"L4496",307.05,480.2,15691.748,15750
"L4497",301.25,486,15879.569,16000
"L4498",301.95,485.3,15856.901,16000
"L4499",302.05,485.2,15853.662,16000
"L4500",304.85,482.4,15762.99,16000
"L4501",307.15,480.1,15688.509,15750
"L4502",302.75,484.5,15830.994,16000
"L4503",302.75,484.5,15830.994,16000
"L4504",302.75,484.5,15830.994,16000
"L4505",302.75,484.5,15830.994,16000
"L4506",302.75,484.5,15830.994,16000
"L4507",301.65,485.6,15866.615,16000
"L4508",305.65,481.6,15737.084,15750
"L4509",304.65,482.6,15769.467,16000
"L4510",304.55,482.7,15772.705,16000
"L4511",305.45,481.8,15743.56,15750
"L4512",305.25,482,15750.037,16000
"L4513",301.95,485.3,15856.901,16000
"L4514",305.65,481.6,15737.084,15750
"L4515",321.8,465.45,15214.1,15250
"L4516",319.6,467.65,15285.342,15500
"L4517",302.45,484.8,15840.709,16000
"L4518",302.35,484.9,15843.947,16000
"L4519",322.3,464.95,15197.909,15250
"L4520",307.15,480.1,15688.509,15750
"L4521",304.25,483,15782.42,16000
"L4522",306.95,480.3,15694.986,15750
"L4523",307.65,479.6,15672.318,15750
"L4524",306.95,480.3,15694.986,15750
"L4525",306.75,480.5,15701.463,15750
"L4526",306.85,480.4,15698.224,15750
"L4527",306.45,480.8,15711.178,15750
"L4528",308.25,479,15652.888,15750
"L4529",307.25,480,15685.271,15750
"L4530",308.85,478.4,15633.459,15750
"L4531",305.95,481.3,15727.369,15750
"L4532",321.7,465.55,15217.338,15250
"L4533",306.95,480.3,15694.986,15750
"L4534",307.05,480.2,15691.748,15750
"L4535",318.7,468.55,15314.487,15500
"L4536",294.95,492.3,16083.581,16250
"L4537",321.8,465.45,15214.1,15250
"L4538",295.55,491.7,16064.151,16250
"L4539",296.05,491.2,16047.96,16250
"L4540",295.95,491.3,16051.198,16250
"L4541",321.2,466.05,15233.53,15250
"L4542",294.15,493.1,16109.487,16250
"L4543",304.15,483.1,15785.658,16000
"L4544",327.1,460.15,15042.471,15250
"L4545",291.65,495.6,16190.444,16250
"L4546",291.65,495.6,16190.444,16250
"L4547",291.65,495.6,16190.444,16250
"L4548",318.5,468.75,15320.964,15500
"L4549",306.35,480.9,15714.416,15750
"L4550",322.1,465.15,15204.385,15250
"L4551",323.6,463.65,15155.811,15250
"L4552",323.6,463.65,15155.811,15250
"L4553",293.25,494,16138.632,16250
"L4554",294.25,493,16106.249,16250
"L4555",324.3,462.95,15133.143,15250
"L4556",308.95,478.3,15630.22,15750
"L4557",324.3,462.95,15133.143,15250
"L4558",302.55,484.7,15837.471,16000
"L4559",322.2,465.05,15201.147,15250
"L4560",296.95,490.3,16018.815,16250
"L4561",326.8,460.45,15052.185,15250
"L4562",306.65,480.6,15704.701,15750
"L4563",323.7,463.55,15152.572,15250
"L4564",322.5,464.75,15191.432,15250
"L4565",298.15,489.1,15979.956,16000
"L4566",306.65,480.6,15704.701,15750
"L4568",325.1,462.15,15107.236,15250
"L4569",322.7,464.55,15184.955,15250
"L4570",303.85,483.4,15795.373,16000
"L4571",323.6,463.65,15155.811,15250
"L4572",300.65,486.6,15898.998,16000
"L4573",323.3,463.95,15165.526,15250
"L4574",301.75,485.5,15863.377,16000
"L4575",306.25,481,15717.654,15750
"L4576",306.55,480.7,15707.939,15750
"L4577",307.05,480.2,15691.748,15750
"L4578",306.55,480.7,15707.939,15750
"L4579",306.45,480.8,15711.178,15750
"L4580",326.1,461.15,15074.853,15250
"L4581",325.8,461.45,15084.568,15250
"L4582",327.4,459.85,15032.756,15250
"L4583",302.25,485,15847.186,16000
"L4584",328,459.25,15013.326,15250
"L4585",317.9,469.35,15340.393,15500
"L4586",318.7,468.55,15314.487,15500
"L4587",325.2,462.05,15103.998,15250
"L4588",305.65,481.6,15737.084,15750
"L4589",304.75,482.5,15766.228,16000
"L4590",318.6,468.65,15317.725,15500
"L4591",327.1,460.15,15042.471,15250
"L4592",321.7,465.55,15217.338,15250
"L4593",320.2,467.05,15265.913,15500
"L4594",330.7,456.55,14925.892,15000
"L4595",322.6,464.65,15188.194,15250
"L4596",325.3,461.95,15100.76,15250
"L4597",304.95,482.3,15759.752,16000
"L4598",330.1,457.15,14945.322,15000
"L4599",322.4,464.85,15194.67,15250
"L4600",325.3,461.95,15100.76,15250
"L4601",319.6,467.65,15285.342,15500
"L4602",322.1,465.15,15204.385,15250
"L4603",322.4,464.85,15194.67,15250
"L4604",320.8,466.45,15246.483,15250
"L4605",327.2,460.05,15039.232,15250
"L4606",331,456.25,14916.177,15000
"L4607",321.3,465.95,15230.291,15250
"L4608",300.95,486.3,15889.283,16000
"L4609",318.9,468.35,15308.01,15500
"L4610",302.45,484.8,15840.709,16000
"L4611",330.7,456.55,14925.892,15000
"L4612",319.4,467.85,15291.819,15500
"L4613",325.3,461.95,15100.76,15250
"L4614",324.6,462.65,15123.428,15250
"L4615",322.3,464.95,15197.909,15250
"L4616",324.7,462.55,15120.19,15250
"L4617",324.4,462.85,15129.904,15250
"L4618",319.6,467.65,15285.342,15500
"L4619",323.5,463.75,15159.049,15250
"L4620",318.4,468.85,15324.202,15500
"L4621",323,464.25,15175.24,15250
"L4622",330.9,456.35,14919.416,15000
"L4623",324.1,463.15,15139.619,15250
"L4624",331.5,455.75,14899.986,15000
"L4625",333,454.25,14851.411,15000
"L4626",335.4,451.85,14773.693,15000
"L4627",329.6,457.65,14961.513,15000
"L4628",319.3,467.95,15295.057,15500
"L4629",331.1,456.15,14912.939,15000
"L4630",329.3,457.95,14971.228,15000
"L4631",330.9,456.35,14919.416,15000
"L4632",320.2,467.05,15265.913,15500
"L4633",329.6,457.65,14961.513,15000
"L4634",329.2,458.05,14974.466,15000
"L4635",323.5,463.75,15159.049,15250
"L4636",322,465.25,15207.623,15250
"L4637",329.7,457.55,14958.275,15000
"L4638",333.4,453.85,14838.458,15000
"L4639",333.2,454.05,14844.935,15000
"L4640",321.2,466.05,15233.53,15250
"L4641",324,463.25,15142.858,15250
"L4642",330.5,456.75,14932.369,15000
"L4643",331.6,455.65,14896.748,15000
"L4644",332.4,454.85,14870.841,15000
"L4645",332.6,454.65,14864.365,15000
"L4646",328.9,458.35,14984.181,15000
"L4647",328.9,458.35,14984.181,15000
"L4648",331.5,455.75,14899.986,15000
"L4649",330.8,456.45,14922.654,15000
"L4650",328.9,458.35,14984.181,15000
"L4651",328.5,458.75,14997.135,15000
"L4652",334,453.25,14819.029,15000
"L4653",319.6,467.65,15285.342,15500
"L4654",337.3,449.95,14712.165,14750
"L4655",335.4,451.85,14773.693,15000
"L4656",330.5,456.75,14932.369,15000
"L4657",323,464.25,15175.24,15250
"L4658",320.2,467.05,15265.913,15500
"L4659",331.1,456.15,14912.939,15000
"L4660",328.3,458.95,15003.611,15250
"L4661",329.1,458.15,14977.705,15000
"L4662",328.7,458.55,14990.658,15000
"L4663",328.9,458.35,14984.181,15000
"L4664",319.6,467.65,15285.342,15500
"L4665",329.5,457.75,14964.752,15000
"L4666",319.9,467.35,15275.627,15500
"L4667",328.8,458.45,14987.42,15000
"L4668",322,465.25,15207.623,15250
"L4669",328.7,458.55,14990.658,15000
"L4670",329.1,458.15,14977.705,15000
"L4671",322.2,465.05,15201.147,15250
"L4672",321,466.25,15240.006,15250
"L4673",329.3,457.95,14971.228,15000
"L4674",320.3,466.95,15262.674,15500
"L4676",305.25,482,15750.037,16000
"L4677",330.1,457.15,14945.322,15000
"L4678",330.5,456.75,14932.369,15000
"L4679",330.3,456.95,14938.845,15000
"L4680",318.7,468.55,15314.487,15500
"L4681",328.9,458.35,14984.181,15000
"L4682",329.4,457.85,14967.99,15000
"L4683",330.8,456.45,14922.654,15000
"L4684",328.7,458.55,14990.658,15000
"L4685",328.7,458.55,14990.658,15000
"L4686",330.9,456.35,14919.416,15000
"L4687",329.8,457.45,14955.037,15000
"L4688",301.85,485.4,15860.139,16000
"L4689",303.45,483.8,15808.326,16000
"L4690",330.5,456.75,14932.369,15000
"L4691",331.6,455.65,14896.748,15000
"L4692",329.9,457.35,14951.798,15000
"L4693",320.7,466.55,15249.721,15250
"L4694",330.9,456.35,14919.416,15000
"L4695",318.2,469.05,15330.678,15500
"L4696",331,456.25,14916.177,15000
"L4697",329.9,457.35,14951.798,15000
"L4698",327.3,459.95,15035.994,15250
"L4699",300.95,486.3,15889.283,16000
"L4700",294.25,493,16106.249,16250
"L4701",293.75,493.5,16122.44,16250
"L4702",322.6,464.65,15188.194,15250
"L4703",328.8,458.45,14987.42,15000
"L4704",300.35,486.9,15908.713,16000
"L4705",299.65,487.6,15931.381,16000
"L4706",328.5,458.75,14997.135,15000
"L4707",330.7,456.55,14925.892,15000
"L4708",333.5,453.75,14835.22,15000
"L4709",332,455.25,14883.794,15000
"L4710",301.15,486.1,15882.807,16000
"L4711",291.85,495.4,16183.968,16250
"L4712",330.9,456.35,14919.416,15000
"L4713",331.8,455.45,14890.271,15000
"L4714",335.5,451.75,14770.454,15000
"L4715",332.4,454.85,14870.841,15000
"L4716",302.55,484.7,15837.471,16000
"L4717",301.85,485.4,15860.139,16000
"L4718",292.85,494.4,16151.585,16250
"L4719",329.4,457.85,14967.99,15000
"L4720",328.7,458.55,14990.658,15000
"L4721",332.8,454.45,14857.888,15000
"L4722",333.9,453.35,14822.267,15000
"L4723",331.3,455.95,14906.462,15000
"L4724",331,456.25,14916.177,15000
"L4725",334.9,452.35,14789.884,15000
"L4726",328.4,458.85,15000.373,15250
"L4727",335.4,451.85,14773.693,15000
"L4728",330.8,456.45,14922.654,15000
"L4729",333.9,453.35,14822.267,15000
"L4730",333.4,453.85,14838.458,15000
"L4731",335.4,451.85,14773.693,15000
"L4732",329.5,457.75,14964.752,15000
"L4733",336.4,450.85,14741.31,14750
"L4734",328.5,458.75,14997.135,15000
"L4735",328.9,458.35,14984.181,15000
"L4736",335.4,451.85,14773.693,15000
"L4737",335.4,451.85,14773.693,15000
"L4738",337.4,449.85,14708.927,14750
"L4739",337.1,450.15,14718.642,14750
"L4740",340.4,446.85,14611.778,14750
"L4741",337.4,449.85,14708.927,14750
"L4742",383.15,404.1,13227.409,13250
"L4743",476.8,310.45,10194.75,10250
"L4744",413.9,373.35,12231.635,12250
"L4745",114.85,672.4,21915.742,22000
"L4746",239.05,548.2,17893.785,18000
"L4747",370.75,416.5,13628.957,13750
"L4748",338.8,448.45,14663.591,14750
"L4749",379.85,407.4,13334.273,13500
